dataset,percent-heldout,seed,transfer,raw,target_only
log_CTD2_REP,60,6,0.8673798105138348,0.49843701288531034,0.8514772442519591
log_CTD2_REP,60,7,0.8669458621454597,0.5022958982284835,0.8475869543740386
log_CTD2_REP,60,8,0.8563263182277929,0.4992755184712982,0.8374094311144277
log_CTD2_REP,60,9,0.8585637442731732,0.5002468300605023,0.8439032458817436
log_CTD2_REP,80,0,0.8426444778689124,0.5030358944125289,0.8060030315628152
log_CTD2_REP,80,1,0.8407228307626037,0.5024289417589357,0.7929959587179783
log_CTD2_REP,80,2,0.8331674528043977,0.5021411615066895,0.803978624296744
log_CTD2_REP,80,3,0.8371760238302185,0.5065273621091922,0.789711290385395
log_CTD2_REP,80,4,0.8325116127568485,0.5015217057704643,0.7914350255277312
log_CTD2_REP,80,5,0.8420281539491471,0.5021109825628125,0.8134397370678526
log_CTD2_REP,80,6,0.8395158452386927,0.5026549296260193,0.7834097685170577
log_CTD2_REP,80,7,0.8409653439373103,0.5051550890161216,0.7849925983986731
log_CTD2_REP,80,8,0.8401412553653546,0.498919564162275,0.7978934821164868
log_CTD2_REP,80,9,0.8484689692969927,0.5017260829124698,0.802219396938548
log_CTD2_GDSC,20,0,0.8305337541970441,0.5038569618549337,0.8066380892875156
log_CTD2_GDSC,20,1,0.8340354803021376,0.49869061564847,0.81744461071587
log_CTD2_GDSC,20,2,0.8245302155012866,0.49572057714120166,0.8040203284693942
log_CTD2_GDSC,20,3,0.8330377374917914,0.5085807573504292,0.8159329544773439
log_CTD2_GDSC,20,4,0.8284583313360953,0.49226009206677435,0.8082358157323426
log_CTD2_GDSC,20,5,0.8458913716990087,0.4814383587323116,0.8222976248226473
log_CTD2_GDSC,20,6,0.8341809136937407,0.4883732995762301,0.8218952909871463
log_CTD2_GDSC,20,7,0.8244358048534701,0.45546156657484516,0.8153241697867687
log_CTD2_GDSC,20,8,0.8350914593829643,0.4863488777958407,0.8111554959672825
log_CTD2_GDSC,20,9,0.8309256326314342,0.4998387272572563,0.8106213382403545
log_CTD2_GDSC,40,0,0.8069625342312454,0.49025032647571504,0.7875730571893402
log_CTD2_GDSC,40,1,0.8002278565778099,0.4916418401278313,0.7665567801647735
log_CTD2_GDSC,40,2,0.7914825939471839,0.4895422205548715,0.7752466224282933
log_CTD2_GDSC,40,3,0.8049665428705056,0.5012249991900184,0.7757476364092172
log_CTD2_GDSC,40,4,0.8012218310927329,0.49857452138521363,0.7817622328236552
log_CTD2_GDSC,40,5,0.8022682133385332,0.4842782571332897,0.7715092175380253
log_CTD2_GDSC,40,6,0.7924824142940747,0.49705149816043026,0.7854654314218329
log_CTD2_GDSC,40,7,0.8100011925774994,0.49001220670487805,0.7703998638327477
log_CTD2_GDSC,40,8,0.809564004572662,0.4928472531345982,0.7919072453836563
log_CTD2_GDSC,40,9,0.8048991213135834,0.4929074563687092,0.7791534930709342
log_CTD2_GDSC,60,0,0.7782178337375192,0.4894643757853645,0.7460901399050619
log_CTD2_GDSC,60,1,0.7731806230904368,0.49152826744158884,0.7217619391929614
