MID,Sample,Drug,Day,Volume
7,HCI-010,Vehicle,15.0,118.272129
7,HCI-010,Vehicle,18.0,125.6047155
7,HCI-010,Vehicle,22.0,135.35999099999998
8,HCI-010,Vehicle,1.0,233.615313
8,HCI-010,Vehicle,4.0,387.76012799999995
8,HCI-010,Vehicle,8.0,445.835
8,HCI-010,Vehicle,11.0,393.471516
8,HCI-010,Vehicle,15.0,427.785475
8,HCI-010,Vehicle,18.0,578.1917434999999
8,HCI-010,Vehicle,22.0,517.0
8,HCI-010,Vehicle,1.0,233.615313
8,HCI-010,Vehicle,4.0,387.76012799999995
8,HCI-010,Vehicle,8.0,445.835
8,HCI-010,Vehicle,11.0,393.471516
8,HCI-010,Vehicle,15.0,427.785475
8,HCI-010,Vehicle,18.0,578.1917434999999
8,HCI-010,Vehicle,22.0,517.0
8,HCI-010,Vehicle,1.0,233.615313
8,HCI-010,Vehicle,4.0,387.76012799999995
8,HCI-010,Vehicle,8.0,445.835
8,HCI-010,Vehicle,11.0,393.471516
8,HCI-010,Vehicle,15.0,427.785475
8,HCI-010,Vehicle,18.0,578.1917434999999
8,HCI-010,Vehicle,22.0,517.0
9,HCI-024,Navitoclax,1.0,285.77
9,HCI-024,Navitoclax,4.0,221.5541835
9,HCI-024,Navitoclax,8.0,275.562
9,HCI-024,Navitoclax,11.0,286.51016699999997
9,HCI-024,Navitoclax,15.0,282.446193
9,HCI-024,Navitoclax,18.0,308.21313599999996
9,HCI-024,Navitoclax,22.0,367.335
10,HCI-024,Navitoclax,1.0,176.157
10,HCI-024,Navitoclax,4.0,123.7768
10,HCI-024,Navitoclax,8.0,135.2819875
10,HCI-024,Navitoclax,11.0,155.1080245
10,HCI-024,Navitoclax,15.0,213.9964515
10,HCI-024,Navitoclax,18.0,184.485
10,HCI-024,Navitoclax,22.0,213.0164
11,HCI-024,Navitoclax,1.0,246.40200000000002
11,HCI-024,Navitoclax,4.0,201.51828
11,HCI-024,Navitoclax,8.0,235.090828
11,HCI-024,Navitoclax,11.0,235.91667400000003
11,HCI-024,Navitoclax,15.0,219.399754
11,HCI-024,Navitoclax,18.0,240.206658
11,HCI-024,Navitoclax,22.0,308.72989
12,HCI-024,Vehicle,1.0,243.08900000000003
12,HCI-024,Vehicle,4.0,291.3084
12,HCI-024,Vehicle,8.0,255.981096
12,HCI-024,Vehicle,11.0,322.0722
12,HCI-024,Vehicle,15.0,286.9082155
12,HCI-024,Vehicle,18.0,309.371328
12,HCI-024,Vehicle,22.0,337.949498
12,HCI-024,Vehicle,1.0,243.08900000000003
12,HCI-024,Vehicle,4.0,291.3084
12,HCI-024,Vehicle,8.0,255.981096
12,HCI-024,Vehicle,11.0,322.0722
12,HCI-024,Vehicle,15.0,286.9082155
12,HCI-024,Vehicle,18.0,309.371328
12,HCI-024,Vehicle,22.0,337.949498
13,HCI-024,Vehicle,1.0,149.504
13,HCI-024,Vehicle,4.0,156.248064
13,HCI-024,Vehicle,8.0,144.91387450000002
13,HCI-024,Vehicle,11.0,154.5576375
13,HCI-024,Vehicle,15.0,187.943224
13,HCI-024,Vehicle,18.0,202.2556385
13,HCI-024,Vehicle,22.0,226.7277125
13,HCI-024,Vehicle,1.0,149.504
13,HCI-024,Vehicle,4.0,156.248064
13,HCI-024,Vehicle,8.0,144.91387450000002
13,HCI-024,Vehicle,11.0,154.5576375
13,HCI-024,Vehicle,15.0,187.943224
13,HCI-024,Vehicle,18.0,202.2556385
13,HCI-024,Vehicle,22.0,226.7277125
14,HCI-024,Vehicle,1.0,173.95
14,HCI-024,Vehicle,4.0,198.790704
14,HCI-024,Vehicle,8.0,233.30615
14,HCI-024,Vehicle,11.0,239.88356000000002
14,HCI-024,Vehicle,15.0,241.82613849999998
14,HCI-024,Vehicle,18.0,213.75
14,HCI-024,Vehicle,22.0,231.5178315
14,HCI-024,Vehicle,1.0,173.95
14,HCI-024,Vehicle,4.0,198.790704
14,HCI-024,Vehicle,8.0,233.30615
14,HCI-024,Vehicle,11.0,239.88356000000002
14,HCI-024,Vehicle,15.0,241.82613849999998
14,HCI-024,Vehicle,18.0,213.75
14,HCI-024,Vehicle,22.0,231.5178315
15,HCI-024,Vehicle,1.0,292.7825
15,HCI-024,Vehicle,4.0,309.0528
15,HCI-024,Vehicle,8.0,302.501888
15,HCI-024,Vehicle,11.0,313.1880345
15,HCI-024,Vehicle,15.0,290.37135
15,HCI-024,Vehicle,18.0,339.575
15,HCI-024,Vehicle,22.0,291.6478125
15,HCI-024,Vehicle,1.0,292.7825
15,HCI-024,Vehicle,4.0,309.0528
15,HCI-024,Vehicle,8.0,302.501888
15,HCI-024,Vehicle,11.0,313.1880345
15,HCI-024,Vehicle,15.0,290.37135
15,HCI-024,Vehicle,18.0,339.575
15,HCI-024,Vehicle,22.0,291.6478125
16,HCI-024,Vehicle,1.0,138.915
16,HCI-024,Vehicle,4.0,133.2626985
16,HCI-024,Vehicle,8.0,143.7366375
16,HCI-024,Vehicle,11.0,156.797046
16,HCI-024,Vehicle,15.0,146.477916
16,HCI-024,Vehicle,18.0,175.0965625
16,HCI-024,Vehicle,22.0,152.7694055
16,HCI-024,Vehicle,1.0,138.915
16,HCI-024,Vehicle,4.0,133.2626985
16,HCI-024,Vehicle,8.0,143.7366375
16,HCI-024,Vehicle,11.0,156.797046
16,HCI-024,Vehicle,15.0,146.477916
16,HCI-024,Vehicle,18.0,175.0965625
16,HCI-024,Vehicle,22.0,152.7694055
17,HCI-024,Vehicle,1.0,246.5195
17,HCI-024,Vehicle,4.0,275.150831
17,HCI-024,Vehicle,8.0,277.017336
17,HCI-024,Vehicle,11.0,275.9854875
17,HCI-024,Vehicle,15.0,218.05935499999998
17,HCI-024,Vehicle,18.0,272.109398
17,HCI-024,Vehicle,22.0,405.948103
17,HCI-024,Vehicle,1.0,246.5195
17,HCI-024,Vehicle,4.0,275.150831
17,HCI-024,Vehicle,8.0,277.017336
17,HCI-024,Vehicle,11.0,275.9854875
17,HCI-024,Vehicle,15.0,218.05935499999998
17,HCI-024,Vehicle,18.0,272.109398
17,HCI-024,Vehicle,22.0,405.948103
18,HCI-015,Navitoclax,1.0,199.1195
18,HCI-015,Navitoclax,4.0,253.008712
18,HCI-015,Navitoclax,8.0,326.974325
18,HCI-015,Navitoclax,11.0,415.7314515
18,HCI-015,Navitoclax,15.0,400.40663
18,HCI-015,Navitoclax,18.0,453.722412
18,HCI-015,Navitoclax,22.0,566.65268
19,HCI-015,Navitoclax,1.0,131.072
19,HCI-015,Navitoclax,4.0,141.207612
19,HCI-015,Navitoclax,8.0,170.22356000000002
19,HCI-015,Navitoclax,11.0,163.13152
19,HCI-015,Navitoclax,15.0,229.97622400000003
19,HCI-015,Navitoclax,18.0,231.7229375
19,HCI-015,Navitoclax,22.0,242.709578
20,HCI-015,Navitoclax,1.0,141.312
20,HCI-015,Navitoclax,4.0,213.9964515
20,HCI-015,Navitoclax,8.0,157.18563
20,HCI-015,Navitoclax,11.0,182.7015
20,HCI-015,Navitoclax,15.0,257.82809
20,HCI-015,Navitoclax,18.0,227.56025
20,HCI-015,Navitoclax,22.0,240.1245
21,HCI-015,Vehicle,1.0,138.915
21,HCI-015,Vehicle,4.0,145.330504
21,HCI-015,Vehicle,8.0,182.6566875
21,HCI-015,Vehicle,11.0,203.187798
21,HCI-015,Vehicle,15.0,306.9543645
21,HCI-015,Vehicle,18.0,338.62424849999996
21,HCI-015,Vehicle,22.0,389.207
21,HCI-015,Vehicle,1.0,138.915
21,HCI-015,Vehicle,4.0,145.330504
21,HCI-015,Vehicle,8.0,182.6566875
21,HCI-015,Vehicle,11.0,203.187798
21,HCI-015,Vehicle,15.0,306.9543645
21,HCI-015,Vehicle,18.0,338.62424849999996
21,HCI-015,Vehicle,22.0,389.207
21,HCI-015,Vehicle,1.0,55.072640455145795
21,HCI-015,Vehicle,4.0,83.8159097836025
21,HCI-015,Vehicle,8.0,156.21253682820299
21,HCI-015,Vehicle,11.0,222.499238037184
21,HCI-015,Vehicle,15.0,301.175962613024
21,HCI-015,Vehicle,18.0,326.538148938332
21,HCI-015,Vehicle,22.0,334.85725896576196
22,HCI-015,Vehicle,1.0,178.85
22,HCI-015,Vehicle,4.0,172.1692665
22,HCI-015,Vehicle,8.0,261.140824
22,HCI-015,Vehicle,11.0,322.8452955
22,HCI-015,Vehicle,15.0,356.979056
22,HCI-015,Vehicle,18.0,326.810204
22,HCI-015,Vehicle,22.0,433.2
22,HCI-015,Vehicle,1.0,178.85
22,HCI-015,Vehicle,4.0,172.1692665
22,HCI-015,Vehicle,8.0,261.140824
22,HCI-015,Vehicle,11.0,322.8452955
22,HCI-015,Vehicle,15.0,356.979056
22,HCI-015,Vehicle,18.0,326.810204
22,HCI-015,Vehicle,22.0,433.2
22,HCI-015,Vehicle,1.0,132.780656303972
22,HCI-015,Vehicle,4.0,178.514680483592
22,HCI-015,Vehicle,8.0,246.4614446815
22,HCI-015,Vehicle,11.0,308.84892817230497
22,HCI-015,Vehicle,15.0,632.290460225541
22,HCI-015,Vehicle,18.0,668.4593111856141
22,HCI-015,Vehicle,22.0,687.0466321243521
23,HCI-015,Vehicle,1.0,121.086
23,HCI-015,Vehicle,4.0,147.9168115
23,HCI-015,Vehicle,8.0,230.538924
23,HCI-015,Vehicle,11.0,249.67965
23,HCI-015,Vehicle,15.0,355.74300000000005
23,HCI-015,Vehicle,18.0,294.208936
23,HCI-015,Vehicle,22.0,343.901538
23,HCI-015,Vehicle,1.0,121.086
23,HCI-015,Vehicle,4.0,147.9168115
23,HCI-015,Vehicle,8.0,230.538924
23,HCI-015,Vehicle,11.0,249.67965
23,HCI-015,Vehicle,15.0,355.74300000000005
23,HCI-015,Vehicle,18.0,294.208936
23,HCI-015,Vehicle,22.0,343.901538
23,HCI-015,Vehicle,1.0,98.766636188154
23,HCI-015,Vehicle,4.0,98.766636188154
23,HCI-015,Vehicle,8.0,226.467540384029
23,HCI-015,Vehicle,11.0,357.57238646753996
23,HCI-015,Vehicle,15.0,429.95021842934096
