Study,Group,Drug,Control,MID,V0,V,duration,V/V0,V/V0_sm,V/V0_cen,C0,V/C0,V/C0_sm,V/C0_cen,lg_V/C0,lg_V/C0_sm,lg_V/C0_cen,log_V/V0,log_V/V0_sm,log_V/V0_cen
TM00090,Gr 3: Cisplatin,Cisplatin,0.0,744-005,141.61,33.47,21.0,0.23635336487536188,0.15571434656834812,0.08063901830701375,144.395,0.23179472973440907,0.14211018387063262,0.08968454586377644,-1.4619030845972145,-2.160555048519923,0.6986519639227087,-2.0809826909293574,-2.9403619493013093,0.859379258371952
TM00090,Gr 3: Cisplatin,Cisplatin,0.0,744-007,126.15,30.54,21.0,0.2420927467300832,0.15571434656834812,0.08637840016173509,144.395,0.21150316839225733,0.14211018387063262,0.0693929845216247,-1.5535153000299633,-2.160555048519923,0.6070397484899599,-2.0463682390668114,-2.9403619493013093,0.8939937102344979
TM00090,Gr 3: Cisplatin,Cisplatin,0.0,744-021,169.33,30.05,21.0,0.17746412330951397,0.15571434656834812,0.02174977674116585,144.395,0.20810969908930363,0.14211018387063262,0.065999515218671,-1.5696899388392331,-2.160555048519923,0.5908651096806901,-2.494400700438981,-2.9403619493013093,0.44596124886232813
TM00090,Gr 3: Cisplatin,Cisplatin,0.0,744-022,94.29,7.87,21.0,0.0834659030650122,0.15571434656834812,-0.07224844350333592,144.395,0.054503272273970706,0.14211018387063262,-0.08760691159666192,-2.909494537391138,-2.160555048519923,-0.7489394888712146,-3.582669232012421,-2.9403619493013093,-0.6423072827111116
TM00090,Gr 3: Cisplatin,Cisplatin,0.0,744-024,106.78,24.23,21.0,0.22691515265030904,0.15571434656834812,0.07120080608196092,144.395,0.1678035943072821,0.14211018387063262,0.025693410436649466,-1.7849610649920153,-2.160555048519923,0.37559398352790785,-2.139775144213165,-2.9403619493013093,0.8005868050881442
TM00090,Gr 3: Cisplatin,Cisplatin,0.0,744-051,150.7,12.74,21.0,0.08453881884538819,0.15571434656834812,-0.07117552772295993,144.395,0.08823020187679628,0.14211018387063262,-0.05387998199383634,-2.4278059496764324,-2.160555048519923,-0.2672509011565092,-3.5642422342288858,-2.9403619493013093,-0.6238802849275764
TM00090,Gr 3: Cisplatin,Cisplatin,0.0,744-055,121.01,4.74,21.0,0.039170316502768365,0.15571434656834812,-0.11654403006557976,144.395,0.03282662142040929,0.14211018387063262,-0.10928356245022333,-3.4165154641134645,-2.160555048519923,-1.2559604155935413,-4.674095404219546,-2.9403619493013093,-1.7337334549182368
TM00090,Gr 1: Vehicle,D5W,1.0,744-003,89.28,1763.46,21.0,19.75201612903226,17.493493363287488,2.2585227657447717,144.395,12.212749748952525,14.878135207821137,-2.6653854588686112,2.502480467432266,2.6684422457375834,-0.16596177830531733,4.3039280145520475,3.9963983979215736,0.30752961663047396
TM00090,Gr 1: Vehicle,D5W,1.0,744-009,235.34,2744.84,21.0,11.663295657346819,17.493493363287488,-5.8301977059406696,144.395,19.009245472488658,14.878135207821137,4.131110264667521,2.944925464628389,2.6684422457375834,0.27648321889080574,3.5439035984084417,3.9963983979215736,-0.4524947995131319
TM00090,Gr 1: Vehicle,D5W,1.0,744-018,237.85,1528.33,21.0,6.425604372503678,17.493493363287488,-11.06788899078381,144.395,10.58436926486374,14.878135207821137,-4.293765942957396,2.3593783151745455,2.6684422457375834,-0.3090639305630378,2.6838321561286675,3.9963983979215736,-1.312566241792906
