Study,Group,Drug,Control,MID,V0,V,duration,V/V0,V/V0_sm,V/V0_cen,C0,V/C0,V/C0_sm,V/C0_cen,lg_V/C0,lg_V/C0_sm,lg_V/C0_cen,log_V/V0,log_V/V0_sm,log_V/V0_cen
TM00091,Group 1 IV D5W,D5W,1.0,901-68,258.48,4109.98,26.0,15.900572578149177,15.9815452002458,-0.08097262209662226,149.72750000000002,27.449733682857183,14.523384147868624,12.926349534988558,3.3123564660089198,2.5465057557312045,0.7658507102777152,3.9910068126475005,3.791660879045995,0.19934593360150554
TM00091,Group 2 IV Docetaxel,Docetaxel,0.0,901-01,183.54,1671.7,26.0,9.108096327775963,7.10597665736747,2.0021196704084927,149.72750000000002,11.164949658546359,5.6881429835629955,5.476806674983363,2.412779376419113,1.0917724570320066,1.3210069193871066,3.187149549584965,1.6626927583729767,1.5244567912119882
TM00091,Group 2 IV Docetaxel,Docetaxel,0.0,901-23,138.62,187.88,26.0,1.355359976915308,7.10597665736747,-5.750616680452162,149.72750000000002,1.2548129101200511,5.6881429835629955,-4.433330073442944,0.22698648586932238,1.0917724570320066,-0.8647859711626843,0.4386760751494669,1.6626927583729767,-1.2240166832235098
TM00091,Group 2 IV Docetaxel,Docetaxel,0.0,901-31,74.22,2130.97,26.0,28.7115332794395,7.10597665736747,21.60555662207203,149.72750000000002,14.232322051727301,5.6881429835629955,8.544179068164306,2.65551557881235,1.0917724570320066,1.5637431217803432,4.84355847160374,1.6626927583729767,3.180865713230763
TM00091,Group 2 IV Docetaxel,Docetaxel,0.0,901-33,82.78,21.33,26.0,0.2576709350084561,7.10597665736747,-6.848305722359013,149.72750000000002,0.14245880015361237,5.6881429835629955,-5.545684183409383,-1.9487024428062127,1.0917724570320066,-3.0404748998382196,-1.9563982828897193,1.6626927583729767,-3.619091041262696
TM00091,Group 2 IV Docetaxel,Docetaxel,0.0,901-46,166.36,469.76,26.0,2.823755710507333,7.10597665736747,-4.282220946860137,149.72750000000002,3.1374330032893085,5.6881429835629955,-2.550709980273687,1.1434049506966242,1.0917724570320066,0.05163249366461753,1.4976152831968563,1.6626927583729767,-0.16507747517612037
TM00091,Group 2 IV Docetaxel,Docetaxel,0.0,901-49,177.62,892.41,26.0,5.024265285440828,7.10597665736747,-2.081711371926642,149.72750000000002,5.96022774707385,5.6881429835629955,0.2720847635108541,1.7851086929434592,1.0917724570320066,0.6933362359114525,2.3289126417545396,1.6626927583729767,0.6662198833815629
TM00091,Group 2 IV Docetaxel,Docetaxel,0.0,901-66,238.77,587.65,26.0,2.4611550864849017,7.10597665736747,-4.644821570882568,149.72750000000002,3.9247967140304882,5.6881429835629955,-1.7633462695325073,1.3673145572893912,1.0917724570320066,0.27554210025738457,1.2993355702109883,1.6626927583729767,-0.36335718816198836
TM00097,Group 3 Cisplatin IV,Cisplatin,0.0,077_46,74.62,32.9,26.0,0.4409005628517823,0.36921782029581907,0.07168274255596324,129.33625,0.2543757067334177,0.2788468043568605,-0.024471097623442795,-1.368942944475947,-1.2809583932508797,-0.08798455122506743,-1.1814747761941764,-1.4651715534345018,0.2836967772403254
TM00097,Group 3 Cisplatin IV,Cisplatin,0.0,077_47,131.85,39.23,26.0,0.2975350777398559,0.36921782029581907,-0.07168274255596319,129.33625,0.30331790198030323,0.2788468043568605,0.02447109762344274,-1.1929738420258122,-1.2809583932508797,0.08798455122506743,-1.7488683306748272,-1.4651715534345018,-0.2836967772403254
TM00097,Group 1 D5W IV,D5W,1.0,077_02,36.17,335.86,26.0,9.285595797622339,6.141424422115725,3.1441713755066134,129.33625,2.596797108312635,3.0194647672249655,-0.4226676589123306,0.9542788042195887,0.8668804581806582,0.08739834603893049,3.2149944816952645,1.7424400030365135,1.472554478658751
TM00097,Group 1 D5W IV,D5W,1.0,077_08,126.0,155.43,26.0,1.2335714285714285,6.141424422115725,-4.907852993544297,129.33625,1.201751249166417,3.0194647672249655,-1.8177135180585484,0.18377986724753348,0.8668804581806582,-0.6831005909331247,0.3028412556965954,1.7424400030365135,-1.439598747339918
TM00097,Group 1 D5W IV,D5W,1.0,077_27,78.34,110.51,26.0,1.4106459024763849,6.141424422115725,-4.73077851963934,129.33625,0.8544394939547111,3.0194647672249655,-2.1650252732702544,-0.15730958764658234,0.8668804581806582,-1.0241900458272406,0.4963558909452295,1.7424400030365135,-1.246084112091284
TM00097,Group 1 D5W IV,D5W,1.0,077_30,84.13,204.98,26.0,2.4364673719244028,6.141424422115725,-3.7049570501913225,129.33625,1.5848611661463818,3.0194647672249655,-1.4346036010785836,0.4604968111561436,0.8668804581806582,-0.40638364702451457,1.2847909027362443,1.7424400030365135,-0.4576491003002692
TM00097,Group 1 D5W IV,D5W,1.0,077_36,15.06,405.11,26.0,26.899734395750333,6.141424422115725,20.758309973634606,129.33625,3.1322231779566825,3.0194647672249655,0.112758410731717,1.1417430329195937,0.8668804581806582,0.2748625747389355,4.7495200227686825,1.7424400030365135,3.007080019732169
TM00097,Group 1 D5W IV,D5W,1.0,077_40,207.7,304.72,26.0,1.4671160327395283,6.141424422115725,-4.674308389376197,129.33625,2.356029342121795,3.0194647672249655,-0.6634354251031707,0.8569777199230754,0.8668804581806582,-0.00990273825758281,0.5529829768313301,1.7424400030365135,-1.1894570262051833
TM00097,Group 1 D5W IV,D5W,1.0,077_51,313.3,1111.8,26.0,3.5486753909990423,6.141424422115725,-2.592749031116683,129.33625,8.596197895021696,3.0194647672249655,5.5767331277967305,2.151320000272096,0.8668804581806582,1.2844395420914376,1.8272806123773682,1.7424400030365135,0.08484060934085469
TM00097,Group 1 D5W IV,D5W,1.0,077_59,173.99,495.8,26.0,2.849589056842347,6.141424422115725,-3.291835365273378,129.33625,3.8334187051194077,3.0194647672249655,0.8139539378944423,1.343757017353817,0.8668804581806582,0.47687655917315874,1.5107538812413919,1.7424400030365135,-0.2316861217951216
TM00097,Group 2 Decetaxel IV,Docetaxel,0.0,077_29,124.82,36.43,26.0,0.29186027880147414,1.260550758525152,-0.9686904797236779,129.33625,0.2816689056625656,2.3317901980303275,-2.050121292367762,-1.2670229912268007,0.10523102564692477,-1.3722540168737254,-1.7766502166114237,-0.31004873486706275,-1.4666014817443611
TM00097,Group 2 Decetaxel IV,Docetaxel,0.0,077_34,254.23,566.74,26.0,2.22924123824883,1.260550758525152,0.9686904797236779,129.33625,4.38191149039809,2.3317901980303275,2.0501212923677623,1.4774850425206503,0.10523102564692477,1.3722540168737254,1.1565527468772983,-0.31004873486706275,1.4666014817443611
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-01,148.7,55.55,26.0,0.3735709482178884,0.46937021730904266,-0.09579926909115427,126.76666666666668,0.4382066789376807,0.4203435883951266,0.01786309054255414,-0.8250646101804654,-0.8865190010315749,0.061454390851109486,-1.4205458306633265,-1.1724054472033534,-0.24814038345997314
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-08,110.95,75.97,26.0,0.6847228481297881,0.46937021730904266,0.21535263082074546,126.76666666666668,0.5992900341835392,0.4203435883951266,0.17894644578841262,-0.5120096007509742,-0.8865190010315749,0.37450940028060065,-0.5464079411785449,-1.1724054472033534,0.6259975060248085
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-14,161.21,35.46,26.0,0.21996154084734196,0.46937021730904266,-0.2494086764617007,126.76666666666668,0.2797265316855114,0.4203435883951266,-0.14061705670961516,-1.2739428256200425,-0.8865190010315749,-0.3874238245884676,-2.184676796951761,-1.1724054472033534,-1.0122713497484077
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-27,86.06,42.98,26.0,0.4994190099930281,0.46937021730904266,0.030048792683985415,126.76666666666668,0.33904811990533784,0.4203435883951266,-0.08129546848978875,-1.08161323505174,-0.8865190010315749,-0.19509423402016512,-1.0016773575205264,-1.1724054472033534,0.17072808968282693
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-43,118.65,59.73,26.0,0.5034134007585335,0.46937021730904266,0.03404318344949081,126.76666666666668,0.4711806468577438,0.4203435883951266,0.05083705846261721,-0.7525137195218898,-0.8865190010315749,0.13400528150968505,-0.9901844736396517,-1.1724054472033534,0.1822209735637017
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-51,132.21,49.84,26.0,0.3769760229937221,0.46937021730904266,-0.09239419431532053,126.76666666666668,0.39316329213778595,0.4203435883951266,-0.02718029625734064,-0.9335302517869066,-0.8865190010315749,-0.047011250755331746,-1.4074553289745904,-1.1724054472033534,-0.23504988177123698
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-52,114.62,49.97,26.0,0.43596231024254056,0.46937021730904266,-0.033407907066502096,126.76666666666668,0.394188798317118,0.4203435883951266,-0.026154790078008583,-0.9309253009099908,-0.8865190010315749,-0.044406299878415934,-1.1977246781799176,-1.1724054472033534,-0.02531923097656419
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-59,140.78,54.06,26.0,0.3840034095752238,0.46937021730904266,-0.08536680773381888,126.76666666666668,0.4264528004207205,0.4203435883951266,0.006109212025593891,-0.8522535854178027,-0.8865190010315749,0.034265415613772165,-1.380808974161168,-1.1724054472033534,-0.2084035269578146
TM00098,Group 3 IV Cisplatin,Cisplatin,0.0,126-80,75.05,56.01,26.0,0.7463024650233178,0.46937021730904266,0.2769322477142751,126.76666666666668,0.441835393110702,0.4203435883951266,0.021491804715575435,-0.8168178800443635,-0.8865190010315749,0.06970112098721137,-0.42216764356069264,-1.1724054472033534,0.7502378036426607
TM00098,Group 1 IV D5W,D5W,1.0,126-02,104.14,660.45,26.0,6.341943537545612,7.482209802490585,-1.140266264944973,126.76666666666668,5.209965816460689,7.1948461740731,-1.9848803576124112,1.6505732946037681,1.8281376166631267,-0.17756432205935857,2.6649250331551624,2.657726516798889,0.007198516356273554
TM00098,Group 1 IV D5W,D5W,1.0,126-06,146.83,459.5,26.0,3.129469454471157,7.482209802490585,-4.352740348019428,126.76666666666668,3.624769918485406,7.1948461740731,-3.570076255587694,1.2877908155296374,1.8281376166631267,-0.5403468011334893,1.6459180947677972,2.657726516798889,-1.0118084220310917
TM00098,Group 1 IV D5W,D5W,1.0,126-18,115.01,672.53,26.0,5.847578471437266,7.482209802490585,-1.6346313310533196,126.76666666666668,5.305259006047856,7.1948461740731,-1.889587168025244,1.6686985938803356,1.8281376166631267,-0.1594390227827911,2.5478393169186657,2.657726516798889,-0.10988719988022311
TM00098,Group 1 IV D5W,D5W,1.0,126-56,94.92,515.74,26.0,5.4334176148335445,7.482209802490585,-2.0487921876570407,126.76666666666668,4.068419668682619,7.1948461740731,-3.126426505390481,1.403254636258311,1.8281376166631267,-0.42488298040481576,2.441859937437161,2.657726516798889,-0.21586657936172804
TM00098,Group 1 IV D5W,D5W,1.0,126-62,167.37,744.5,26.0,4.448228475831989,7.482209802490585,-3.033981326658596,126.76666666666668,5.872995003944254,7.1948461740731,-1.3218511701288458,1.7703647258579593,1.8281376166631267,-0.05777289080516734,2.1532308915875924,2.657726516798889,-0.5044956252112964
TM00098,Group 1 IV D5W,D5W,1.0,126-68,115.0,2557.16,26.0,22.236173913043476,7.482209802490585,14.753964110552891,126.76666666666668,20.172179858006835,7.1948461740731,12.977333683933736,3.004304420395572,1.8281376166631267,1.1761668037324453,4.474836665703181,2.657726516798889,1.8171101489042925
TM00098,Group 1 IV D5W,D5W,1.0,126-73,127.73,1037.1,26.0,8.119470758631488,7.482209802490585,0.6372609561409028,126.76666666666668,8.181172758348671,7.1948461740731,0.9863265842755711,2.101835509329584,1.8281376166631267,0.2736978926664575,3.0213856930777565,2.657726516798889,0.3636591762788677
TM00098,Group 1 IV D5W,D5W,1.0,126-75,127.18,983.2,26.0,7.730775279131939,7.482209802490585,0.2485654766413541,126.76666666666668,7.7559821193794365,7.1948461740731,0.5611359453063365,2.0484644319857206,1.8281376166631267,0.2203268153225939,2.9506131017663253,2.657726516798889,0.29288658496743647
TM00098,Group 1 IV D5W,D5W,1.0,126-78,142.72,578.42,26.0,4.052830717488789,7.482209802490585,-3.429379085001796,126.76666666666668,4.562871417302129,7.1948461740731,-2.631974756770971,1.5179521221272516,1.8281376166631267,-0.3101854945358751,2.0189299167763566,2.657726516798889,-0.6387966000225322
TM00098,Group 2 IV Docetaxel,Docetaxel,0.0,126-03,107.06,40.12,26.0,0.37474313469082754,0.4649390013308839,-0.09019586664005635,126.76666666666668,0.3164869839600315,0.4179253221141204,-0.10143833815408893,-1.1504731631723697,-0.9432378102708213,-0.20723535290154838,-1.4160260467028134,-1.2640878093842782,-0.15193823731853517
TM00098,Group 2 IV Docetaxel,Docetaxel,0.0,126-10,126.77,75.77,26.0,0.5976966159185927,0.4649390013308839,0.1327576145877088,126.76666666666668,0.5977123323691821,0.4179253221141204,0.17978701025506166,-0.5146456903228225,-0.9432378102708213,0.42859211994799884,-0.7425147204545877,-1.2640878093842782,0.5215730889296906
TM00098,Group 2 IV Docetaxel,Docetaxel,0.0,126-20,165.89,63.21,26.0,0.3810356260172404,0.4649390013308839,-0.0839033753136435,126.76666666666668,0.49863265842755716,0.4179253221141204,0.08070733631343674,-0.695885609781897,-0.9432378102708213,0.24735220048892437,-1.392002201957355,-1.2640878093842782,-0.1279143925730768
TM00098,Group 2 IV Docetaxel,Docetaxel,0.0,126-24,74.19,72.93,26.0,0.9830165790537809,0.4649390013308839,0.518077577722897,126.76666666666668,0.5753089666053116,0.4179253221141204,0.1573836444911912,-0.5528480492699626,-0.9432378102708213,0.39038976100085876,-0.024712346361208868,-1.2640878093842782,1.2393754630230693
TM00098,Group 2 IV Docetaxel,Docetaxel,0.0,126-29,117.5,16.75,26.0,0.1425531914893617,0.4649390013308839,-0.3223858098415222,126.76666666666668,0.132132526952406,0.4179253221141204,-0.2857927951617144,-2.0239498679950287,-0.9432378102708213,-1.0807120577242073,-2.8104277561072273,-1.2640878093842782,-1.546339946722949
TM00098,Group 2 IV Docetaxel,Docetaxel,0.0,126-30,115.0,46.21,26.0,0.4018260869565217,0.4649390013308839,-0.06311291437436217,126.76666666666668,0.3645280042072048,0.4179253221141204,-0.0533973179069156,-1.0091519013839294,-0.9432378102708213,-0.06591409111310809,-1.3153568665525657,-1.2640878093842782,-0.051269057168287446
TM00098,Group 2 IV Docetaxel,Docetaxel,0.0,126-39,131.41,57.82,26.0,0.43999695609162165,0.4649390013308839,-0.024942045239262245,126.76666666666668,0.45611359453063366,0.4179253221141204,0.038188272416513236,-0.7850133896779043,-0.9432378102708213,0.15822442059291697,-1.1844345516981374,-1.2640878093842782,0.07965325768614084
TM00098,Group 2 IV Docetaxel,Docetaxel,0.0,126-47,147.42,40.54,26.0,0.27499660832994166,0.4649390013308839,-0.18994239300094223,126.76666666666668,0.3198001577701814,0.4179253221141204,-0.09812516434393903,-1.1400589852422505,-0.9432378102708213,-0.19682117497142915,-1.862514269616422,-1.2640878093842782,-0.5984264602321439
