Study,Group,Drug,Control,MID,V0,V,duration,V/V0,V/V0_sm,V/V0_cen,C0,V/C0,V/C0_sm,V/C0_cen,lg_V/C0,lg_V/C0_sm,lg_V/C0_cen,log_V/V0,log_V/V0_sm,log_V/V0_cen
TM01278,Group 3 IV Cisplatin,Cisplatin,0.0,278_7,109.49,1159.78,29.0,10.59256553109873,8.180319632370638,2.4122458987280915,137.55700000000002,8.431268492334086,7.725603997549444,0.7056644947846413,2.1319472342802364,1.9591869877959427,0.17276024648429367,3.4049801488758042,2.8778449818042344,0.5271351670715698
TM01278,Group 1 IV D5W,D5W,1.0,278_1,143.43,593.26,29.0,4.136233702851565,7.581016300624678,-3.444782597773113,137.55700000000002,4.3128303176137885,7.184200004361827,-2.8713696867480385,1.4615943748129057,1.892111766456183,-0.4305173916432774,2.0483177021953427,2.801217830906306,-0.7529001287109631
TM01278,Group 1 IV D5W,D5W,1.0,278_13,231.2,993.71,29.0,4.298053633217993,7.581016300624678,-3.282962667406685,137.55700000000002,7.223987147146273,7.184200004361827,0.03978714278444606,1.9774070369251548,1.892111766456183,0.08529527046897178,2.1036834855332285,2.801217830906306,-0.6975343453730773
TM01278,Group 1 IV D5W,D5W,1.0,278_24,77.72,571.82,29.0,7.357436953165209,7.581016300624678,-0.22357934745946917,137.55700000000002,4.156967657043989,7.184200004361827,-3.027232347317838,1.4247858798803557,1.892111766456183,-0.4673258865758274,2.8792032745770726,2.801217830906306,0.07798544367076676
TM01278,Group 1 IV D5W,D5W,1.0,278_27,192.96,1481.84,29.0,7.679519071310115,7.581016300624678,0.09850277068543711,137.55700000000002,10.772552469158239,7.184200004361827,3.5883524647964116,2.377001461153524,1.892111766456183,0.4848896946973411,2.9410159652223338,2.801217830906306,0.13979813431602794
TM01278,Group 1 IV D5W,D5W,1.0,278_29,122.57,722.78,29.0,5.896875254956352,7.581016300624678,-1.6841410456683263,137.55700000000002,5.254403629041051,7.184200004361827,-1.9297963753207759,1.6590665115027485,1.892111766456183,-0.23304525495343453,2.5599506750892154,2.801217830906306,-0.24126715581709046
TM01278,Group 1 IV D5W,D5W,1.0,278_36,103.65,1374.34,29.0,13.259430776652193,7.581016300624678,5.678414476027515,137.55700000000002,9.991058252215444,7.184200004361827,2.806858247853617,2.301690518202851,1.892111766456183,0.409578751746668,3.7289469372060338,2.801217830906306,0.9277291062997279
TM01278,Group 1 IV D5W,D5W,1.0,278_39,144.56,1192.88,29.0,8.25179856115108,7.581016300624678,0.6707822605264022,137.55700000000002,8.671896014016008,7.184200004361827,1.4876960096541811,2.1600874536217085,1.892111766456183,0.26797568716552544,3.044708603292318,2.801217830906306,0.24349077238601202
TM01278,Group 1 IV D5W,D5W,1.0,278_5,100.47,428.35,29.0,4.263461729869613,7.581016300624678,-3.317554570755065,137.55700000000002,3.1139818402553123,7.184200004361827,-4.070218164106515,1.1359022417491096,1.892111766456183,-0.7562095247070735,2.0920253066086345,2.801217830906306,-0.7091925242976713
TM01278,Group 1 IV D5W,D5W,1.0,278_50,155.3,1143.84,29.0,7.365357372826786,7.581016300624678,-0.2156589277978922,137.55700000000002,8.315389256817172,7.184200004361827,1.1311892524553446,2.118107925357598,1.892111766456183,0.22599615890141478,2.8807555276367633,2.801217830906306,0.07953769673045752
TM01278,Group 1 IV D5W,D5W,1.0,278_59,103.71,1379.55,29.0,13.301995950245878,7.581016300624678,5.7209796496212,137.55700000000002,10.028933460310997,7.184200004361827,2.8447334559491697,2.3054742613558727,1.892111766456183,0.4133624948996897,3.7335708317021186,2.801217830906306,0.9323530007958127
TM01278,Group 2 IV Docetaxel,Docetaxel,0.0,278_11,111.77,658.88,29.0,5.894962870179834,5.4136076440720196,0.481355226107814,137.55700000000002,4.789868927062963,5.074907790291231,-0.28503886322826855,1.566503047178481,1.579419960313819,-0.012916913135337937,2.559482726321896,2.323952383442918,0.2355303428789779
TM01278,Group 2 IV Docetaxel,Docetaxel,0.0,278_12,135.73,404.72,29.0,2.9818021071244387,5.4136076440720196,-2.431805536947581,137.55700000000002,2.942198506800817,5.074907790291231,-2.132709283490414,1.0791570933227372,1.579419960313819,-0.5002628669910818,1.5761845136428745,2.323952383442918,-0.7477678698000436
TM01278,Group 2 IV Docetaxel,Docetaxel,0.0,278_2,140.91,474.81,29.0,3.369597615499255,5.4136076440720196,-2.0440100285727647,137.55700000000002,3.4517327362475188,5.074907790291231,-1.6231750540437124,1.238876347352358,1.579419960313819,-0.34054361296146096,1.7525763205513454,2.323952383442918,-0.5713760628915727
TM01278,Group 2 IV Docetaxel,Docetaxel,0.0,278_21,97.16,532.51,29.0,5.480753396459448,5.4136076440720196,0.06714575238742881,137.55700000000002,3.8711952136205348,5.074907790291231,-1.2037125766706964,1.35356330008903,1.579419960313819,-0.22585666022478912,2.454374222862288,2.323952383442918,0.1304218394193697
TM01278,Group 2 IV Docetaxel,Docetaxel,0.0,278_25,76.66,626.37,29.0,8.170753978606836,5.4136076440720196,2.7571463345348164,137.55700000000002,4.553530536432169,5.074907790291231,-0.521377253859062,1.5159028741484504,1.579419960313819,-0.06351708616536866,3.0304692131331876,2.323952383442918,0.7065168296902695
TM01278,Group 2 IV Docetaxel,Docetaxel,0.0,278_28,144.83,532.68,29.0,3.6779672719740377,5.4136076440720196,-1.7356403720979818,137.55700000000002,3.872431064940351,5.074907790291231,-1.2024767253508801,1.3538824919730006,1.579419960313819,-0.22553746834081845,1.8789086421286356,2.323952383442918,-0.4450437413142825
TM01278,Group 2 IV Docetaxel,Docetaxel,0.0,278_33,214.27,659.36,29.0,3.0772389975264853,5.4136076440720196,-2.3363686465455342,137.55700000000002,4.793358389613033,5.074907790291231,-0.2815494006781982,1.5672312909295638,1.579419960313819,-0.012188669384255224,1.6216364966959038,2.323952383442918,-0.7023158867470143
TM01278,Group 2 IV Docetaxel,Docetaxel,0.0,278_51,108.54,1105.07,29.0,10.181223512069282,5.4136076440720196,4.767615867997263,137.55700000000002,8.033542458762549,5.074907790291231,2.9586346684713174,2.083625583700773,1.579419960313819,0.5042056233869541,3.3478390402624894,2.323952383442918,1.0238866568195713
TM01278,Group 2 IV Docetaxel,Docetaxel,0.0,278_52,200.36,947.56,29.0,4.729287282890796,5.4136076440720196,-0.6843203611812232,137.55700000000002,6.888489862384319,5.074907790291231,1.8135820720930882,1.9298518828289826,1.579419960313819,0.35043192251516353,2.24162278168011,2.323952383442918,-0.08232960176280812
TM01278,Group 2 IV Docetaxel,Docetaxel,0.0,278_54,187.78,887.05,29.0,4.7238790073490255,5.4136076440720196,-0.689728636722994,137.55700000000002,6.448599489666101,5.074907790291231,1.37369169937487,1.8638629738457142,1.579419960313819,0.28444301353189516,2.2399720134791496,2.323952383442918,-0.08398036996376845
TM01278,Group 2 IV Docetaxel,Docetaxel,0.0,278_55,117.04,849.97,29.0,7.262218045112782,5.4136076440720196,1.8486104010407622,137.55700000000002,6.179038507673182,5.074907790291231,1.1041307173819508,1.8211626780829195,1.579419960313819,0.2417427177691005,2.8604102471142143,2.323952383442918,0.5364578636712962
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_10,136.97,1202.45,28.0,8.778929692633424,7.831139543493194,0.9477901491402303,127.24444444444443,9.449921411107232,7.854942368145304,1.5949790429619277,2.246006425186122,1.9411743950193534,0.3048320301667684,3.134045060346691,2.7961994713344778,0.3378455890122134
TM01117,Group 3 IV Cisplatin,Cisplatin,0.0,117_16,160.04,637.07,28.0,3.980692326918271,7.831139543493194,-3.850447216574923,127.24444444444443,5.006662591687043,7.854942368145304,-2.848279776458261,1.6107695437568372,1.9411743950193534,-0.3304048512625162,1.9930193678917683,2.7961994713344778,-0.8031801034427095
