Study,Group,Drug,Control,MID,start,start_size,end,end_size,duration
TM00193,Group 2 IV Docetaxel,Docetaxel,0.0,591-52,-1.0,129.22,28.0,130.1,29.0
TM00193,Group 2 IV Docetaxel,Docetaxel,0.0,591-53,-1.0,182.22,28.0,156.08,29.0
TM00212,Grp2_Docetaxel,Docetaxel,0.0,978_03,0.0,261.65,7.0,477.46,7.0
TM00212,Grp2_Docetaxel,Docetaxel,0.0,978_04,0.0,87.81,28.0,1489.6,28.0
TM00212,Grp2_Docetaxel,Docetaxel,0.0,978_11,0.0,216.17,28.0,1041.29,28.0
TM00212,Grp2_Docetaxel,Docetaxel,0.0,978_14,0.0,102.84,28.0,533.59,28.0
TM00212,Grp2_Docetaxel,Docetaxel,0.0,978_33,0.0,171.42,28.0,2143.35,28.0
TM00212,Grp2_Docetaxel,Docetaxel,0.0,978_37,0.0,88.63,28.0,333.11,28.0
TM00212,Grp2_Docetaxel,Docetaxel,0.0,978_51,0.0,110.76,28.0,675.13,28.0
TM00212,Grp2_Docetaxel,Docetaxel,0.0,978_57,0.0,77.75,28.0,119.78,28.0
TM00212,Grp2_Docetaxel,Docetaxel,0.0,978_58,0.0,92.58,24.0,225.84,24.0
TM00214,Docetaxel,Docetaxel,0.0,011_1,-1.0,231.28,27.0,16.43,28.0
TM00214,Docetaxel,Docetaxel,0.0,011_13,-1.0,268.54,27.0,38.49,28.0
TM00214,Docetaxel,Docetaxel,0.0,011_14,-1.0,243.87,27.0,20.7,28.0
TM00214,Docetaxel,Docetaxel,0.0,011_20,-1.0,117.49,27.0,17.42,28.0
TM00214,Docetaxel,Docetaxel,0.0,011_23,-1.0,74.68,27.0,17.43,28.0
TM00214,Docetaxel,Docetaxel,0.0,011_25,-1.0,184.85,27.0,30.32,28.0
TM00214,Docetaxel,Docetaxel,0.0,011_29,-1.0,189.63,27.0,26.91,28.0
TM00214,Docetaxel,Docetaxel,0.0,011_3,-1.0,152.93,27.0,19.78,28.0
TM00214,Docetaxel,Docetaxel,0.0,011_32,-1.0,219.49,27.0,40.85,28.0
TM00214,Docetaxel,Docetaxel,0.0,011_5,-1.0,163.46,27.0,18.14,28.0
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_20,0.0,234.78,28.0,310.22,28.0
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_26,0.0,190.27,24.0,414.49,24.0
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_35,0.0,102.75,28.0,184.68,28.0
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_38,0.0,86.87,28.0,244.47,28.0
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_4,0.0,130.95,28.0,376.6,28.0
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_40,0.0,67.72,28.0,171.89,28.0
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_53,0.0,158.99,24.0,322.02,24.0
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_55,0.0,112.93,28.0,297.88,28.0
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_08,-1.0,165.39,28.0,162.59,29.0
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_24,-1.0,117.06,10.0,134.38,11.0
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_29,-1.0,105.13,28.0,87.27,29.0
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_30,-1.0,199.87,28.0,169.45,29.0
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_34,-1.0,257.4,28.0,225.77,29.0
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_35,-1.0,106.81,28.0,149.59,29.0
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_41,-1.0,144.87,28.0,96.05,29.0
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_42,-1.0,77.0,28.0,78.08,29.0
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_46,-1.0,136.92,28.0,75.57,29.0
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-18,0.0,83.39,26.0,76.81,26.0
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-19,0.0,113.65,26.0,161.12,26.0
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-21,0.0,100.55,26.0,135.55,26.0
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-33,0.0,174.09,26.0,170.93,26.0
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-36,0.0,97.68,26.0,118.47,26.0
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-37,0.0,94.66,26.0,105.01,26.0
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-40,0.0,131.25,26.0,240.25,26.0
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-43,0.0,101.98,26.0,130.5,26.0
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-45,0.0,108.08,26.0,140.74,26.0
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-49,0.0,148.34,26.0,201.19,26.0
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-056,0.0,151.7,28.0,74.32,28.0
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-062,0.0,138.25,24.0,85.6,24.0
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-102,0.0,185.03,28.0,80.62,28.0
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-103,0.0,200.54,28.0,116.22,28.0
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-106,0.0,149.02,28.0,124.78,28.0
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-115,0.0,166.96,24.0,52.27,24.0
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-138,0.0,169.64,24.0,91.14,24.0
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-150,0.0,202.51,28.0,81.22,28.0
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-155,0.0,189.56,28.0,126.63,28.0
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-170,0.0,137.05,28.0,165.85,28.0
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_01,0.0,171.13,25.0,352.06,25.0
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_06,0.0,106.85,25.0,189.71,25.0
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_07,0.0,243.84,25.0,1167.21,25.0
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_08,0.0,116.0,25.0,419.34,25.0
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_14,0.0,226.3,25.0,556.14,25.0
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_46,0.0,135.51,25.0,150.83,25.0
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_48,0.0,284.17,25.0,635.73,25.0
TM00387,Docetaxel,Docetaxel,0.0,459-05,-1.0,95.05,28.0,26.94,29.0
TM00387,Docetaxel,Docetaxel,0.0,459-09,-1.0,146.94,28.0,65.05,29.0
TM00387,Docetaxel,Docetaxel,0.0,459-11,-1.0,145.48,28.0,81.49,29.0
TM00387,Docetaxel,Docetaxel,0.0,459-16,-1.0,111.57,28.0,24.63,29.0
TM00387,Docetaxel,Docetaxel,0.0,459-21,-1.0,122.36,28.0,78.7,29.0
TM00387,Docetaxel,Docetaxel,0.0,459-26,-1.0,82.65,28.0,11.12,29.0
TM00387,Docetaxel,Docetaxel,0.0,459-32,-1.0,82.1,28.0,79.45,29.0
TM00387,Docetaxel,Docetaxel,0.0,459-33,-1.0,74.52,28.0,64.26,29.0
TM00387,Docetaxel,Docetaxel,0.0,459-39,-1.0,123.42,17.0,57.52,18.0
TM00387,Docetaxel,Docetaxel,0.0,459-49,-1.0,138.43,28.0,44.08,29.0
TM00387,Docetaxel,Docetaxel,0.0,459-56,-1.0,70.32,28.0,72.95,29.0
TM01039,GRP2 - Docetaxel,Docetaxel,0.0,232-004,0.0,98.3,21.0,711.67,21.0
TM01039,GRP2 - Docetaxel,Docetaxel,0.0,232-007,0.0,136.67,14.0,244.26,14.0
TM01039,GRP2 - Docetaxel,Docetaxel,0.0,232-008,0.0,90.57,17.0,547.3,17.0
TM01039,GRP2 - Docetaxel,Docetaxel,0.0,232-015,0.0,165.62,14.0,430.54,14.0
TM01039,GRP2 - Docetaxel,Docetaxel,0.0,232-028,0.0,87.65,10.0,131.01,10.0
TM01039,GRP2 - Docetaxel,Docetaxel,0.0,232-032,0.0,138.44,10.0,310.1,10.0
TM01039,GRP2 - Docetaxel,Docetaxel,0.0,232-034,0.0,102.93,21.0,507.8,21.0
TM01039,GRP2 - Docetaxel,Docetaxel,0.0,232-036,0.0,88.33,14.0,372.57,14.0
TM01039,GRP2 - Docetaxel,Docetaxel,0.0,232-037,0.0,152.58,14.0,468.25,14.0
TM00298,Group 2 Docetaxel,Docetaxel,0.0,996-03,0.0,181.38,28.0,517.9,28.0
TM00298,Group 2 Docetaxel,Docetaxel,0.0,996-05,0.0,171.17,28.0,411.91,28.0
TM00298,Group 2 Docetaxel,Docetaxel,0.0,996-06,0.0,107.2,28.0,217.81,28.0
TM00298,Group 2 Docetaxel,Docetaxel,0.0,996-08,0.0,137.64,28.0,271.66,28.0
TM00298,Group 2 Docetaxel,Docetaxel,0.0,996-09,0.0,259.66,28.0,412.78,28.0
TM00298,Group 2 Docetaxel,Docetaxel,0.0,996-17,0.0,295.73,28.0,294.99,28.0
TM00298,Group 2 Docetaxel,Docetaxel,0.0,996-20,0.0,201.47,28.0,275.33,28.0
TM00298,Group 2 Docetaxel,Docetaxel,0.0,996-22,0.0,118.93,28.0,305.57,28.0
TM00298,Group 2 Docetaxel,Docetaxel,0.0,996-24,0.0,143.35,28.0,106.69,28.0
TM00335,GRP2 - Docetaxel,Docetaxel,0.0,828-001,0.0,103.82,28.0,674.1,28.0
TM00335,GRP2 - Docetaxel,Docetaxel,0.0,828-002,0.0,102.55,28.0,523.83,28.0
TM00335,GRP2 - Docetaxel,Docetaxel,0.0,828-004,0.0,81.2,28.0,329.13,28.0
TM00335,GRP2 - Docetaxel,Docetaxel,0.0,828-005,0.0,120.25,28.0,377.4,28.0
TM00335,GRP2 - Docetaxel,Docetaxel,0.0,828-013,0.0,153.54,28.0,852.62,28.0
TM00335,GRP2 - Docetaxel,Docetaxel,0.0,828-014,0.0,158.56,28.0,861.54,28.0
TM00335,GRP2 - Docetaxel,Docetaxel,0.0,828-017,0.0,96.53,28.0,567.19,28.0
TM00335,GRP2 - Docetaxel,Docetaxel,0.0,828-021,0.0,103.93,28.0,147.99,28.0
TM00335,GRP2 - Docetaxel,Docetaxel,0.0,828-028,0.0,98.45,28.0,161.79,28.0
TM00335,GRP2 - Docetaxel,Docetaxel,0.0,828-029,0.0,111.79,28.0,1237.25,28.0
TM00185,2,Docetaxel,0.0,476_009,1.0,163.17,26.0,43.21,25.0
TM00185,2,Docetaxel,0.0,476_010,1.0,246.85,26.0,98.38,25.0
TM00185,2,Docetaxel,0.0,476_032,1.0,76.0,26.0,25.43,25.0
TM00185,2,Docetaxel,0.0,476_033,1.0,87.63,26.0,14.51,25.0
TM00185,2,Docetaxel,0.0,476_040,1.0,136.76,26.0,20.32,25.0
TM00185,2,Docetaxel,0.0,476_043,1.0,101.21,26.0,32.1,25.0
TM00185,2,Docetaxel,0.0,476_045,1.0,286.92,26.0,40.76,25.0
TM00188,Group 2 Docetaxel,Docetaxel,0.0,520_060,1.0,168.6,25.0,32.96,24.0
TM00188,Group 2 Docetaxel,Docetaxel,0.0,520_064,1.0,118.4,25.0,24.35,24.0
TM00188,Group 2 Docetaxel,Docetaxel,0.0,520_070,1.0,132.94,25.0,23.43,24.0
TM00188,Group 2 Docetaxel,Docetaxel,0.0,520_071,1.0,286.62,25.0,98.63,24.0
TM00188,Group 2 Docetaxel,Docetaxel,0.0,520_073,1.0,80.0,25.0,90.43,24.0
TM00188,Group 2 Docetaxel,Docetaxel,0.0,520_077,1.0,157.24,25.0,29.77,24.0
TM00188,Group 2 Docetaxel,Docetaxel,0.0,520_078,1.0,199.77,25.0,30.04,24.0
TM00188,Group 2 Docetaxel,Docetaxel,0.0,520_095,1.0,236.53,25.0,42.56,24.0
TM00356,Docetaxel,Docetaxel,0.0,552-03,-1.0,246.36,14.0,1535.52,15.0
TM00356,Docetaxel,Docetaxel,0.0,552-04,-1.0,167.91,21.0,733.94,22.0
TM00356,Docetaxel,Docetaxel,0.0,552-15,-1.0,119.68,21.0,852.66,22.0
TM00356,Docetaxel,Docetaxel,0.0,552-34,-1.0,159.1,21.0,1617.74,22.0
TM00356,Docetaxel,Docetaxel,0.0,552-37,-1.0,111.09,21.0,1230.18,22.0
TM00356,Docetaxel,Docetaxel,0.0,552-39,-1.0,102.54,21.0,1364.06,22.0
TM00356,Docetaxel,Docetaxel,0.0,552-43,-1.0,80.27,21.0,848.41,22.0
TM00356,Docetaxel,Docetaxel,0.0,552-51,-1.0,124.66,21.0,884.4,22.0
TM00192,Group 2 IV Docetaxel,Docetaxel,0.0,567-10,0.0,114.9,22.0,113.62,22.0
TM00192,Group 2 IV Docetaxel,Docetaxel,0.0,567-18,0.0,235.86,22.0,132.38,22.0
TM00192,Group 2 IV Docetaxel,Docetaxel,0.0,567-42,0.0,140.91,22.0,76.79,22.0
TM00192,Group 2 IV Docetaxel,Docetaxel,0.0,567-51,0.0,117.22,22.0,63.67,22.0
TM00192,Group 2 IV Docetaxel,Docetaxel,0.0,567-54,0.0,93.19,22.0,28.59,22.0
TM00192,Group 2 IV Docetaxel,Docetaxel,0.0,567-64,0.0,136.54,22.0,97.56,22.0
TM00192,Group 2 IV Docetaxel,Docetaxel,0.0,567-71,0.0,75.66,22.0,65.37,22.0
TM00192,Group 2 IV Docetaxel,Docetaxel,0.0,567-87,0.0,158.48,22.0,78.18,22.0
TM00192,Group 2 IV Docetaxel,Docetaxel,0.0,567-98,0.0,91.07,22.0,42.99,22.0
TM00192,Group 2 IV Docetaxel,Docetaxel,0.0,567-99,0.0,163.96,22.0,629.15,22.0
TM00196,Docetaxel,Docetaxel,0.0,645-02,0.0,206.19,11.0,486.97,11.0
TM00196,Docetaxel,Docetaxel,0.0,645-05,0.0,100.69,28.0,686.14,28.0
TM00196,Docetaxel,Docetaxel,0.0,645-11,0.0,211.92,28.0,642.66,28.0
TM00196,Docetaxel,Docetaxel,0.0,645-13,0.0,124.58,28.0,54.51,28.0
TM00196,Docetaxel,Docetaxel,0.0,645-18,0.0,111.09,28.0,176.12,28.0
TM00196,Docetaxel,Docetaxel,0.0,645-20,0.0,268.58,28.0,446.73,28.0
TM00196,Docetaxel,Docetaxel,0.0,645-33,0.0,152.97,28.0,241.3,28.0
TM00196,Docetaxel,Docetaxel,0.0,645-38,0.0,198.02,28.0,193.69,28.0
TM00202,Grp2- IV Docetaxel,Docetaxel,0.0,796-11,0.0,186.05,28.0,104.05,28.0
TM00202,Grp2- IV Docetaxel,Docetaxel,0.0,796-2,0.0,92.37,28.0,80.29,28.0
TM00202,Grp2- IV Docetaxel,Docetaxel,0.0,796-27,0.0,88.9,28.0,48.47,28.0
TM00202,Grp2- IV Docetaxel,Docetaxel,0.0,796-30,0.0,88.39,28.0,40.73,28.0
TM00202,Grp2- IV Docetaxel,Docetaxel,0.0,796-33,0.0,75.7,28.0,145.0,28.0
TM00202,Grp2- IV Docetaxel,Docetaxel,0.0,796-34,0.0,233.56,28.0,66.56,28.0
TM00202,Grp2- IV Docetaxel,Docetaxel,0.0,796-4,0.0,184.27,28.0,70.55,28.0
TM00203_1,Group 2 IV Docetaxel,Docetaxel,0.0,801-01,-1.0,200.57,28.0,386.07,29.0
TM00203_1,Group 2 IV Docetaxel,Docetaxel,0.0,801-09,-1.0,123.84,28.0,171.21,29.0
TM00203_1,Group 2 IV Docetaxel,Docetaxel,0.0,801-10,-1.0,147.56,28.0,281.23,29.0
TM00203_1,Group 2 IV Docetaxel,Docetaxel,0.0,801-19,-1.0,113.09,28.0,298.57,29.0
TM00203_1,Group 2 IV Docetaxel,Docetaxel,0.0,801-27,-1.0,96.82,28.0,255.21,29.0
TM00203_1,Group 2 IV Docetaxel,Docetaxel,0.0,801-29,-1.0,89.18,28.0,213.58,29.0
TM00203_1,Group 2 IV Docetaxel,Docetaxel,0.0,801-38,-1.0,101.48,28.0,117.95,29.0
TM00203_1,Group 2 IV Docetaxel,Docetaxel,0.0,801-40,-1.0,152.58,28.0,307.15,29.0
TM00208,GRP2 IV Docetaxel,Docetaxel,0.0,830_11,0.0,155.08,28.0,111.52,28.0
TM00208,GRP2 IV Docetaxel,Docetaxel,0.0,830_12,0.0,81.67,28.0,73.46,28.0
TM00208,GRP2 IV Docetaxel,Docetaxel,0.0,830_14,0.0,112.43,28.0,73.85,28.0
TM00208,GRP2 IV Docetaxel,Docetaxel,0.0,830_2,0.0,103.21,28.0,67.9,28.0
TM00208,GRP2 IV Docetaxel,Docetaxel,0.0,830_20,0.0,199.5,28.0,70.76,28.0
TM00208,GRP2 IV Docetaxel,Docetaxel,0.0,830_23,0.0,178.05,28.0,108.42,28.0
TM00208,GRP2 IV Docetaxel,Docetaxel,0.0,830_26,0.0,278.09,28.0,268.41,28.0
TM00208,GRP2 IV Docetaxel,Docetaxel,0.0,830_30,0.0,160.84,28.0,129.92,28.0
TM00208,GRP2 IV Docetaxel,Docetaxel,0.0,830_4,0.0,219.48,28.0,82.86,28.0
TM00208,GRP2 IV Docetaxel,Docetaxel,0.0,830_7,0.0,127.36,28.0,65.53,28.0
TM00213,Group 2 IV Docetaxel,Docetaxel,0.0,997-03,-1.0,127.85,11.0,178.41,12.0
TM00213,Group 2 IV Docetaxel,Docetaxel,0.0,997-11,-1.0,154.89,28.0,52.32,29.0
TM00213,Group 2 IV Docetaxel,Docetaxel,0.0,997-15,-1.0,87.23,28.0,49.86,29.0
TM00213,Group 2 IV Docetaxel,Docetaxel,0.0,997-20,-1.0,234.4,11.0,274.04,12.0
TM00213,Group 2 IV Docetaxel,Docetaxel,0.0,997-28,-1.0,144.57,28.0,179.66,29.0
TM00213,Group 2 IV Docetaxel,Docetaxel,0.0,997-31,-1.0,76.04,28.0,109.52,29.0
TM00226,Grp2 IV Doce,Docetaxel,0.0,179_07,0.0,265.66,28.0,401.74,28.0
TM00226,Grp2 IV Doce,Docetaxel,0.0,179_16,0.0,165.53,28.0,361.68,28.0
TM00226,Grp2 IV Doce,Docetaxel,0.0,179_27,0.0,261.39,28.0,245.06,28.0
TM00226,Grp2 IV Doce,Docetaxel,0.0,179_28,0.0,235.59,28.0,316.32,28.0
TM00226,Grp2 IV Doce,Docetaxel,0.0,179_33,0.0,140.99,28.0,212.49,28.0
TM00226,Grp2 IV Doce,Docetaxel,0.0,179_39,0.0,118.98,28.0,117.85,28.0
TM00226,Grp2 IV Doce,Docetaxel,0.0,179_42,0.0,294.91,28.0,316.28,28.0
TM00226,Grp2 IV Doce,Docetaxel,0.0,179_44,0.0,114.02,28.0,138.32,28.0
TM00226,Grp2 IV Doce,Docetaxel,0.0,179_52,0.0,94.59,28.0,69.76,28.0
TM00226,Grp2 IV Doce,Docetaxel,0.0,179_54,0.0,202.29,28.0,229.38,28.0
TM00231,Group 4,Docetaxel,0.0,PRD0009,1.0,256.14,23.0,143.73,22.0
TM00231,Group 4,Docetaxel,0.0,PRD0010,1.0,170.02,23.0,72.53,22.0
TM00231,Group 4,Docetaxel,0.0,PRD0011,1.0,102.83,23.0,77.57,22.0
TM00231,Group 4,Docetaxel,0.0,PRD0027,1.0,172.45,23.0,49.48,22.0
TM00231,Group 4,Docetaxel,0.0,PRD0033,1.0,134.7,23.0,38.0,22.0
TM00231,Group 4,Docetaxel,0.0,PRD0038,1.0,98.71,23.0,69.76,22.0
TM00231,Group 4,Docetaxel,0.0,PRD0041,1.0,210.54,23.0,270.13,22.0
TM00231,Group 4,Docetaxel,0.0,PRD0072,1.0,212.92,23.0,111.25,22.0
TM00231,Group 4,Docetaxel,0.0,PRD0078,1.0,135.44,23.0,93.9,22.0
TM00231,Group 4,Docetaxel,0.0,PRD0082,1.0,251.34,23.0,244.26,22.0
TM00784,Grp2 IV Docetaxel,Docetaxel,0.0,208_12,0.0,151.46,15.0,27.98,15.0
TM00784,Grp2 IV Docetaxel,Docetaxel,0.0,208_25,0.0,234.3,15.0,30.21,15.0
TM00784,Grp2 IV Docetaxel,Docetaxel,0.0,208_33,0.0,194.18,15.0,30.64,15.0
TM00784,Grp2 IV Docetaxel,Docetaxel,0.0,208_39,0.0,259.3,15.0,28.44,15.0
TM00784,Grp2 IV Docetaxel,Docetaxel,0.0,208_4,0.0,236.38,15.0,21.39,15.0
TM00784,Grp2 IV Docetaxel,Docetaxel,0.0,208_45,0.0,179.61,15.0,25.15,15.0
TM00784,Grp2 IV Docetaxel,Docetaxel,0.0,208_47,0.0,189.29,15.0,23.98,15.0
TM00784,Grp2 IV Docetaxel,Docetaxel,0.0,208_49,0.0,217.62,15.0,23.94,15.0
TM00784,Grp2 IV Docetaxel,Docetaxel,0.0,208_51,0.0,108.68,15.0,131.36,15.0
TM00784,Grp2 IV Docetaxel,Docetaxel,0.0,208_6,0.0,119.01,15.0,22.07,15.0
TM00302,Grp2_IV Docetaxel,Docetaxel,0.0,306-11,0.0,75.16,26.0,136.01,26.0
TM00302,Grp2_IV Docetaxel,Docetaxel,0.0,306-14,0.0,107.97,26.0,245.12,26.0
TM00302,Grp2_IV Docetaxel,Docetaxel,0.0,306-17,0.0,125.75,26.0,285.95,26.0
TM00302,Grp2_IV Docetaxel,Docetaxel,0.0,306-46,0.0,80.33,26.0,113.6,26.0
TM00302,Grp2_IV Docetaxel,Docetaxel,0.0,306-49,0.0,154.37,26.0,246.37,26.0
TM00302,Grp2_IV Docetaxel,Docetaxel,0.0,306-51,0.0,89.19,26.0,182.17,26.0
TM00302,Grp2_IV Docetaxel,Docetaxel,0.0,306-53,0.0,95.82,26.0,258.44,26.0
TM00302,Grp2_IV Docetaxel,Docetaxel,0.0,306-56,0.0,70.18,26.0,137.25,26.0
TM00302,Grp2_IV Docetaxel,Docetaxel,0.0,306-57,0.0,170.63,26.0,392.15,26.0
TM01087,Group 2 IV Docetaxel,Docetaxel,0.0,087_09,1.0,71.68,22.0,14.89,21.0
TM01087,Group 2 IV Docetaxel,Docetaxel,0.0,087_17,1.0,179.61,26.0,95.08,25.0
TM01087,Group 2 IV Docetaxel,Docetaxel,0.0,087_24,1.0,244.43,26.0,97.09,25.0
TM01087,Group 2 IV Docetaxel,Docetaxel,0.0,087_26,1.0,125.91,26.0,19.76,25.0
TM01087,Group 2 IV Docetaxel,Docetaxel,0.0,087_35,1.0,150.3,26.0,200.33,25.0
TM01087,Group 2 IV Docetaxel,Docetaxel,0.0,087_64,1.0,97.59,22.0,19.41,21.0
TM01087,Group 2 IV Docetaxel,Docetaxel,0.0,087_67,1.0,129.6,26.0,51.5,25.0
TM01087,Group 2 IV Docetaxel,Docetaxel,0.0,087_74,1.0,104.28,26.0,20.42,25.0
