Study,Group,Drug,Control,MID,Day,Size
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_38,24.0,252.19
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_38,28.0,244.47
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_4,0.0,130.95
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_4,3.0,132.03
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_4,7.0,188.26
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_4,10.0,204.51
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_4,14.0,284.36
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_4,17.0,348.29
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_4,21.0,356.59
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_4,24.0,372.75
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_4,28.0,376.6
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_40,0.0,67.72
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_40,3.0,69.99
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_40,7.0,77.78
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_40,10.0,99.46
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_40,14.0,114.84
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_40,17.0,152.4
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_40,21.0,164.57
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_40,24.0,168.21
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_40,28.0,171.89
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_53,0.0,158.99
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_53,3.0,187.72
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_53,7.0,223.75
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_53,10.0,245.55
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_53,14.0,276.57
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_53,17.0,316.08
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_53,21.0,320.83
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_53,24.0,322.02
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_55,0.0,112.93
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_55,3.0,126.1
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_55,7.0,139.7
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_55,10.0,143.32
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_55,14.0,192.35
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_55,17.0,272.5
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_55,21.0,287.98
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_55,24.0,290.51
TM00222,Grp2 IV Docetaxel,Docetaxel,0.0,102_55,28.0,297.88
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_08,-1.0,165.39
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_08,3.0,148.35
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_08,7.0,150.41
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_08,10.0,154.77
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_08,14.0,184.82
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_08,17.0,185.4
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_08,21.0,163.49
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_08,24.0,162.59
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_08,28.0,162.59
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_24,-1.0,117.06
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_24,3.0,127.22
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_24,7.0,129.83
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_24,10.0,134.38
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_29,-1.0,105.13
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_29,3.0,94.86
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_29,7.0,95.15
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_29,10.0,94.79
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_29,14.0,95.15
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_29,17.0,93.51
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_29,21.0,90.68
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_29,24.0,88.35
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_29,28.0,87.27
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_30,-1.0,199.87
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_30,3.0,157.42
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_30,7.0,159.54
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_30,10.0,161.46
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_30,14.0,162.19
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_30,17.0,179.9
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_30,21.0,178.72
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_30,24.0,169.45
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_30,28.0,169.45
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_34,-1.0,257.4
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_34,3.0,226.73
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_34,7.0,227.42
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_34,10.0,227.42
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_34,14.0,228.76
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_34,17.0,253.35
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_34,21.0,235.59
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_34,24.0,234.67
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_34,28.0,225.77
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_35,-1.0,106.81
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_35,3.0,115.63
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_35,7.0,151.63
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_35,10.0,152.49
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_35,14.0,153.58
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_35,17.0,153.55
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_35,21.0,147.61
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_35,24.0,149.59
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_35,28.0,149.59
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_41,-1.0,144.87
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_41,3.0,98.32
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_41,7.0,104.42
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_41,10.0,73.83
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_41,14.0,79.31
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_41,17.0,97.75
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_41,21.0,96.38
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_41,24.0,96.05
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_41,28.0,96.05
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_42,-1.0,77.0
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_42,3.0,84.62
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_42,7.0,85.4
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_42,10.0,86.7
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_42,14.0,91.36
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_42,17.0,86.71
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_42,21.0,85.97
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_42,24.0,78.08
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_42,28.0,78.08
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_46,-1.0,136.92
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_46,3.0,103.11
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_46,7.0,107.64
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_46,10.0,128.45
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_46,14.0,131.24
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_46,17.0,118.94
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_46,21.0,108.72
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_46,24.0,95.88
TM00233,Grp2 IV Docetaxel,Docetaxel,0.0,202_46,28.0,75.57
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-18,0.0,83.39
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-18,5.0,92.1
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-18,8.0,93.21
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-18,12.0,98.07
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-18,15.0,88.69
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-18,19.0,80.39
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-18,22.0,78.8
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-18,26.0,76.81
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-19,0.0,113.65
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-19,5.0,147.33
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-19,8.0,182.71
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-19,12.0,192.19
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-19,15.0,179.07
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-19,19.0,162.13
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-19,22.0,158.58
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-19,26.0,161.12
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-21,0.0,100.55
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-21,5.0,115.05
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-21,8.0,143.82
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-21,12.0,145.12
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-21,15.0,142.91
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-21,19.0,128.65
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-21,22.0,131.5
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-21,26.0,135.55
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-33,0.0,174.09
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-33,5.0,215.67
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-33,8.0,223.37
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-33,12.0,226.71
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-33,15.0,206.26
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-33,19.0,180.74
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-33,22.0,173.98
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-33,26.0,170.93
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-36,0.0,97.68
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-36,5.0,111.87
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-36,8.0,114.84
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-36,12.0,123.41
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-36,15.0,133.25
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-36,19.0,128.9
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-36,22.0,126.91
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-36,26.0,118.47
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-37,0.0,94.66
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-37,5.0,128.62
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-37,8.0,136.35
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-37,12.0,138.17
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-37,15.0,139.09
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-37,19.0,116.82
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-37,22.0,112.33
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-37,26.0,105.01
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-40,0.0,131.25
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-40,5.0,151.48
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-40,8.0,182.93
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-40,12.0,193.69
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-40,15.0,222.18
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-40,19.0,238.97
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-40,22.0,237.63
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-40,26.0,240.25
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-43,0.0,101.98
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-43,5.0,134.15
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-43,8.0,148.44
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-43,12.0,152.27
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-43,15.0,153.91
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-43,19.0,142.74
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-43,22.0,135.0
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-43,26.0,130.5
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-45,0.0,108.08
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-45,5.0,142.79
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-45,8.0,147.43
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-45,12.0,155.17
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-45,15.0,157.95
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-45,19.0,148.09
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-45,22.0,145.61
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-45,26.0,140.74
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-49,0.0,148.34
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-49,5.0,174.79
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-49,8.0,179.18
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-49,12.0,188.05
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-49,15.0,192.79
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-49,19.0,192.61
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-49,22.0,198.21
TM00253,Group 2 IV Docetaxel,Docetaxel,0.0,260-49,26.0,201.19
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-056,0.0,151.7
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-056,3.0,243.81
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-056,7.0,276.52
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-056,10.0,183.38
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-056,14.0,199.67
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-056,17.0,176.97
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-056,21.0,147.92
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-056,24.0,125.76
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-056,28.0,74.32
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-062,0.0,138.25
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-062,3.0,234.67
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-062,7.0,259.16
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-062,10.0,183.09
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-062,14.0,170.38
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-062,17.0,152.97
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-062,21.0,88.82
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-062,24.0,85.6
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-102,0.0,185.03
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-102,3.0,201.05
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-102,7.0,139.02
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-102,10.0,162.46
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-102,14.0,219.93
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-102,17.0,178.56
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-102,21.0,168.95
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-102,24.0,122.57
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-102,28.0,80.62
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-103,0.0,200.54
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-103,3.0,227.91
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-103,7.0,152.47
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-103,10.0,221.97
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-103,14.0,296.87
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-103,17.0,193.39
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-103,21.0,153.17
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-103,24.0,144.83
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-103,28.0,116.22
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-106,0.0,149.02
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-106,3.0,143.81
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-106,7.0,162.36
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-106,10.0,174.83
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-106,14.0,194.06
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-106,17.0,149.93
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-106,21.0,166.32
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-106,24.0,135.13
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-106,28.0,124.78
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-115,0.0,166.96
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-115,3.0,110.72
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-115,7.0,87.12
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-115,10.0,91.56
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-115,14.0,85.57
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-115,17.0,77.75
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-115,21.0,71.76
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-115,24.0,52.27
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-138,0.0,169.64
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-138,3.0,144.76
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-138,7.0,103.45
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-138,10.0,101.33
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-138,14.0,138.26
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-138,17.0,85.85
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-138,21.0,71.5
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-138,24.0,91.14
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-150,0.0,202.51
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-150,3.0,213.51
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-150,7.0,200.31
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-150,10.0,174.87
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-150,14.0,214.69
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-150,17.0,209.02
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-150,21.0,137.05
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-150,24.0,106.26
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-150,28.0,81.22
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-155,0.0,189.56
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-155,3.0,172.37
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-155,7.0,256.99
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-155,10.0,154.15
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-155,14.0,184.34
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-155,17.0,146.92
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-155,21.0,150.4
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-155,24.0,144.68
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-155,28.0,126.63
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-170,0.0,137.05
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-170,3.0,218.99
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-170,7.0,250.91
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-170,10.0,285.18
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-170,14.0,279.66
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-170,17.0,227.33
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-170,21.0,206.75
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-170,24.0,174.87
TM00832,Grp7_Docetaxel,Docetaxel,0.0,191-170,28.0,165.85
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_01,0.0,171.13
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_01,4.0,180.62
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_01,8.0,248.74
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_01,11.0,279.1
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_01,15.0,336.88
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_01,18.0,368.85
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_01,22.0,388.86
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_01,25.0,352.06
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_06,0.0,106.85
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_06,4.0,163.85
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_06,8.0,209.83
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_06,11.0,200.51
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_06,15.0,202.71
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_06,18.0,200.99
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_06,22.0,229.4
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_06,25.0,189.71
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_07,0.0,243.84
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_07,4.0,330.63
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_07,8.0,428.61
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_07,11.0,486.16
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_07,15.0,644.6
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_07,18.0,794.11
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_07,22.0,984.65
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_07,25.0,1167.21
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_08,0.0,116.0
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_08,4.0,161.18
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_08,8.0,287.01
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_08,11.0,304.17
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_08,15.0,276.77
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_08,18.0,358.35
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_08,22.0,431.49
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_08,25.0,419.34
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_14,0.0,226.3
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_14,4.0,279.74
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_14,8.0,383.42
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_14,11.0,414.29
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_14,15.0,486.56
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_14,18.0,544.16
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_14,22.0,573.23
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_14,25.0,556.14
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_46,0.0,135.51
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_46,4.0,104.17
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_46,8.0,158.57
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_46,11.0,195.22
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_46,15.0,163.51
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_46,18.0,196.86
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_46,22.0,170.72
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_46,25.0,150.83
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_48,0.0,284.17
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_48,4.0,359.34
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_48,8.0,472.88
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_48,11.0,479.39
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_48,15.0,542.58
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_48,18.0,550.69
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_48,22.0,657.95
J000079689,Grp2 Doc Top,Docetaxel,0.0,689_48,25.0,635.73
TM00387,Docetaxel,Docetaxel,0.0,459-05,-1.0,95.05
TM00387,Docetaxel,Docetaxel,0.0,459-05,3.0,98.97
TM00387,Docetaxel,Docetaxel,0.0,459-05,7.0,65.14
TM00387,Docetaxel,Docetaxel,0.0,459-05,10.0,57.36
TM00387,Docetaxel,Docetaxel,0.0,459-05,14.0,48.54
