MID,Sample,Drug,Day,Volume,excel_sheet
68,HCI-027,Vehicle,15.0,480.730336,6f middle mid right
68,HCI-027,Vehicle,18.0,609.294582,6f middle mid right
68,HCI-027,Vehicle,22.0,814.4955,6f middle mid right
69,HCI-027,Vehicle,1.0,222.376,6f middle mid right
69,HCI-027,Vehicle,4.0,306.377451,6f middle mid right
69,HCI-027,Vehicle,8.0,446.000768,6f middle mid right
69,HCI-027,Vehicle,11.0,533.7610235,6f middle mid right
69,HCI-027,Vehicle,15.0,595.3558315,6f middle mid right
69,HCI-027,Vehicle,18.0,861.754016,6f middle mid right
69,HCI-027,Vehicle,22.0,808.3512,6f middle mid right
70,HCI-027,Vehicle,1.0,106.1705,6f middle mid right
70,HCI-027,Vehicle,4.0,105.026064,6f middle mid right
70,HCI-027,Vehicle,8.0,177.897976,6f middle mid right
70,HCI-027,Vehicle,11.0,301.0713795,6f middle mid right
70,HCI-027,Vehicle,15.0,253.6773075,6f middle mid right
70,HCI-027,Vehicle,18.0,277.85835,6f middle mid right
70,HCI-027,Vehicle,22.0,336.093552,6f middle mid right
71,HCI-027,Vehicle,1.0,256.0,6f middle mid right
71,HCI-027,Vehicle,4.0,277.4672,6f middle mid right
71,HCI-027,Vehicle,8.0,465.1468875,6f middle mid right
71,HCI-027,Vehicle,11.0,611.44947,6f middle mid right
71,HCI-027,Vehicle,15.0,615.171,6f middle mid right
71,HCI-027,Vehicle,18.0,742.503353,6f middle mid right
71,HCI-027,Vehicle,22.0,938.1346875,6f middle mid right
72,HCI-010,Docetaxel,1.0,147.605248,6f middle right
72,HCI-010,Docetaxel,4.0,206.428768,6f middle right
72,HCI-010,Docetaxel,11.0,176.4610605,6f middle right
72,HCI-010,Docetaxel,15.0,118.7912055,6f middle right
72,HCI-010,Docetaxel,18.0,94.7176875,6f middle right
72,HCI-010,Docetaxel,22.0,91.617575,6f middle right
73,HCI-010,Docetaxel,1.0,151.668224,6f middle right
73,HCI-010,Docetaxel,4.0,196.6401,6f middle right
73,HCI-010,Docetaxel,11.0,134.768968,6f middle right
73,HCI-010,Docetaxel,15.0,93.647746,6f middle right
73,HCI-010,Docetaxel,18.0,83.152816,6f middle right
73,HCI-010,Docetaxel,22.0,88.266655,6f middle right
74,HCI-010,Docetaxel,1.0,155.795742,6f middle right
74,HCI-010,Docetaxel,4.0,240.621952,6f middle right
74,HCI-010,Docetaxel,11.0,152.2669685,6f middle right
74,HCI-010,Docetaxel,15.0,175.577674,6f middle right
74,HCI-010,Docetaxel,18.0,217.114786,6f middle right
74,HCI-010,Docetaxel,22.0,177.1919145,6f middle right
75,HCI-010,Vehicle,1.0,159.2693275,6f middle right
75,HCI-010,Vehicle,4.0,214.0458975,6f middle right
75,HCI-010,Vehicle,11.0,197.669846,6f middle right
75,HCI-010,Vehicle,15.0,250.253442,6f middle right
75,HCI-010,Vehicle,18.0,209.0332195,6f middle right
75,HCI-010,Vehicle,22.0,261.789003,6f middle right
76,HCI-010,Vehicle,1.0,222.6064,6f middle right
76,HCI-010,Vehicle,4.0,328.329144,6f middle right
76,HCI-010,Vehicle,8.0,367.326226,6f middle right
76,HCI-010,Vehicle,11.0,345.331126,6f middle right
76,HCI-010,Vehicle,15.0,364.366,6f middle right
76,HCI-010,Vehicle,18.0,416.927936,6f middle right
76,HCI-010,Vehicle,22.0,475.215494,6f middle right
77,HCI-010,Vehicle,1.0,176.731632,6f middle right
77,HCI-010,Vehicle,4.0,273.46655,6f middle right
77,HCI-010,Vehicle,11.0,236.058039,6f middle right
77,HCI-010,Vehicle,15.0,299.4131035,6f middle right
77,HCI-010,Vehicle,18.0,341.8778405,6f middle right
77,HCI-010,Vehicle,22.0,353.835756,6f middle right
78,HCI-010,Vehicle,1.0,153.277944,6f middle right
78,HCI-010,Vehicle,4.0,226.731776,6f middle right
78,HCI-010,Vehicle,11.0,237.2731875,6f middle right
78,HCI-010,Vehicle,15.0,311.00872,6f middle right
78,HCI-010,Vehicle,18.0,353.9807775,6f middle right
78,HCI-010,Vehicle,22.0,295.61175,6f middle right
79,HCI-010,Vehicle,1.0,98.907408,6f middle right
79,HCI-010,Vehicle,4.0,121.42592,6f middle right
79,HCI-010,Vehicle,8.0,151.255,6f middle right
79,HCI-010,Vehicle,11.0,76.7882315,6f middle right
79,HCI-010,Vehicle,15.0,118.272129,6f middle right
79,HCI-010,Vehicle,18.0,125.6047155,6f middle right
79,HCI-010,Vehicle,22.0,135.359991,6f middle right
80,HCI-010,Vehicle,1.0,233.615313,6f middle right
80,HCI-010,Vehicle,4.0,387.760128,6f middle right
80,HCI-010,Vehicle,8.0,445.835,6f middle right
80,HCI-010,Vehicle,11.0,393.471516,6f middle right
80,HCI-010,Vehicle,15.0,427.785475,6f middle right
80,HCI-010,Vehicle,18.0,578.1917435,6f middle right
80,HCI-010,Vehicle,22.0,517.0,6f middle right
81,HCI-024,Docetaxel,1.0,194.4,6f bottom left
81,HCI-024,Docetaxel,4.0,238.7484375,6f bottom left
81,HCI-024,Docetaxel,8.0,249.0159,6f bottom left
81,HCI-024,Docetaxel,11.0,205.032564,6f bottom left
81,HCI-024,Docetaxel,15.0,163.515672,6f bottom left
81,HCI-024,Docetaxel,18.0,207.223744,6f bottom left
81,HCI-024,Docetaxel,22.0,107.353512,6f bottom left
82,HCI-024,Docetaxel,1.0,133.2,6f bottom left
82,HCI-024,Docetaxel,4.0,151.381696,6f bottom left
82,HCI-024,Docetaxel,8.0,167.82525,6f bottom left
82,HCI-024,Docetaxel,11.0,127.592613,6f bottom left
82,HCI-024,Docetaxel,15.0,56.6803755,6f bottom left
82,HCI-024,Docetaxel,18.0,38.80016,6f bottom left
82,HCI-024,Docetaxel,22.0,13.5,6f bottom left
83,HCI-024,Docetaxel,1.0,249.64,6f bottom left
83,HCI-024,Docetaxel,4.0,285.77,6f bottom left
83,HCI-024,Docetaxel,8.0,262.969784,6f bottom left
83,HCI-024,Docetaxel,11.0,173.2188525,6f bottom left
83,HCI-024,Docetaxel,15.0,97.5032235,6f bottom left
83,HCI-024,Docetaxel,18.0,124.2949585,6f bottom left
83,HCI-024,Docetaxel,22.0,63.3142645,6f bottom left
84,HCI-024,Vehicle,1.0,243.089,6f bottom left
84,HCI-024,Vehicle,4.0,291.3084,6f bottom left
84,HCI-024,Vehicle,8.0,255.981096,6f bottom left
84,HCI-024,Vehicle,11.0,322.0722,6f bottom left
84,HCI-024,Vehicle,15.0,286.9082155,6f bottom left
84,HCI-024,Vehicle,18.0,309.371328,6f bottom left
84,HCI-024,Vehicle,22.0,337.949498,6f bottom left
85,HCI-024,Vehicle,1.0,149.504,6f bottom left
85,HCI-024,Vehicle,4.0,156.248064,6f bottom left
85,HCI-024,Vehicle,8.0,144.9138745,6f bottom left
85,HCI-024,Vehicle,11.0,154.5576375,6f bottom left
85,HCI-024,Vehicle,15.0,187.943224,6f bottom left
85,HCI-024,Vehicle,18.0,202.2556385,6f bottom left
85,HCI-024,Vehicle,22.0,226.7277125,6f bottom left
86,HCI-024,Vehicle,1.0,173.95,6f bottom left
86,HCI-024,Vehicle,4.0,198.790704,6f bottom left
86,HCI-024,Vehicle,8.0,233.30615,6f bottom left
86,HCI-024,Vehicle,11.0,239.88356,6f bottom left
86,HCI-024,Vehicle,15.0,241.8261385,6f bottom left
86,HCI-024,Vehicle,18.0,213.75,6f bottom left
86,HCI-024,Vehicle,22.0,231.5178315,6f bottom left
87,HCI-024,Vehicle,1.0,292.7825,6f bottom left
87,HCI-024,Vehicle,4.0,309.0528,6f bottom left
87,HCI-024,Vehicle,8.0,302.501888,6f bottom left
87,HCI-024,Vehicle,11.0,313.1880345,6f bottom left
87,HCI-024,Vehicle,15.0,290.37135,6f bottom left
87,HCI-024,Vehicle,18.0,339.575,6f bottom left
87,HCI-024,Vehicle,22.0,291.6478125,6f bottom left
88,HCI-024,Vehicle,1.0,138.915,6f bottom left
88,HCI-024,Vehicle,4.0,133.2626985,6f bottom left
88,HCI-024,Vehicle,8.0,143.7366375,6f bottom left
88,HCI-024,Vehicle,11.0,156.797046,6f bottom left
88,HCI-024,Vehicle,15.0,146.477916,6f bottom left
88,HCI-024,Vehicle,18.0,175.0965625,6f bottom left
88,HCI-024,Vehicle,22.0,152.7694055,6f bottom left
89,HCI-024,Vehicle,1.0,246.5195,6f bottom left
89,HCI-024,Vehicle,4.0,275.150831,6f bottom left
89,HCI-024,Vehicle,8.0,277.017336,6f bottom left
89,HCI-024,Vehicle,11.0,275.9854875,6f bottom left
89,HCI-024,Vehicle,15.0,218.059355,6f bottom left
89,HCI-024,Vehicle,18.0,272.109398,6f bottom left
89,HCI-024,Vehicle,22.0,405.948103,6f bottom left
90,HCI-001,Docetaxel,1.0,145.408,6f bottom right
90,HCI-001,Docetaxel,4.0,303.116,6f bottom right
90,HCI-001,Docetaxel,8.0,436.7745,6f bottom right
90,HCI-001,Docetaxel,11.0,367.0965,6f bottom right
90,HCI-001,Docetaxel,15.0,314.2875,6f bottom right
90,HCI-001,Docetaxel,18.0,364.366,6f bottom right
90,HCI-001,Docetaxel,22.0,356.445,6f bottom right
91,HCI-001,Docetaxel,1.0,145.408,6f bottom right
91,HCI-001,Docetaxel,4.0,99.144,6f bottom right
91,HCI-001,Docetaxel,8.0,157.216,6f bottom right
91,HCI-001,Docetaxel,11.0,141.312,6f bottom right
91,HCI-001,Docetaxel,15.0,145.926,6f bottom right
91,HCI-001,Docetaxel,18.0,96.8,6f bottom right
91,HCI-001,Docetaxel,22.0,111.328,6f bottom right
92,HCI-001,Docetaxel,1.0,154.2125,6f bottom right
92,HCI-001,Docetaxel,4.0,186.2,6f bottom right
92,HCI-001,Docetaxel,8.0,166.635,6f bottom right
92,HCI-001,Docetaxel,11.0,161.792,6f bottom right
92,HCI-001,Docetaxel,15.0,169.0155,6f bottom right
92,HCI-001,Docetaxel,18.0,152.46,6f bottom right
92,HCI-001,Docetaxel,22.0,166.464,6f bottom right
93,HCI-001,Vehicle,1.0,158.76,6f bottom right
93,HCI-001,Vehicle,4.0,277.7245,6f bottom right
93,HCI-001,Vehicle,8.0,346.8,6f bottom right
93,HCI-001,Vehicle,11.0,374.6655,6f bottom right
93,HCI-001,Vehicle,15.0,442.368,6f bottom right
93,HCI-001,Vehicle,18.0,535.0,6f bottom right
93,HCI-001,Vehicle,22.0,806.725,6f bottom right
94,HCI-001,Vehicle,1.0,93.288,6f bottom right
94,HCI-001,Vehicle,4.0,229.992,6f bottom right
94,HCI-001,Vehicle,8.0,336.518,6f bottom right
94,HCI-001,Vehicle,11.0,380.208,6f bottom right
94,HCI-001,Vehicle,15.0,419.4765,6f bottom right
94,HCI-001,Vehicle,18.0,584.325,6f bottom right
94,HCI-001,Vehicle,22.0,792.756,6f bottom right
95,HCI-001,Vehicle,1.0,125.316,6f bottom right
95,HCI-001,Vehicle,4.0,261.612,6f bottom right
95,HCI-001,Vehicle,8.0,285.4035,6f bottom right
95,HCI-001,Vehicle,11.0,342.216,6f bottom right
95,HCI-001,Vehicle,15.0,461.041,6f bottom right
95,HCI-001,Vehicle,18.0,415.152,6f bottom right
95,HCI-001,Vehicle,22.0,586.5575,6f bottom right
96,HCI-001,Vehicle,1.0,85.6745,6f bottom right
96,HCI-001,Vehicle,4.0,136.462,6f bottom right
96,HCI-001,Vehicle,8.0,274.604,6f bottom right
96,HCI-001,Vehicle,11.0,258.75,6f bottom right
96,HCI-001,Vehicle,15.0,366.102,6f bottom right
96,HCI-001,Vehicle,18.0,470.596,6f bottom right
96,HCI-001,Vehicle,22.0,668.542,6f bottom right
97,HCI-001,Vehicle,1.0,118.8,6f bottom right
97,HCI-001,Vehicle,4.0,183.2985,6f bottom right
97,HCI-001,Vehicle,8.0,282.906,6f bottom right
97,HCI-001,Vehicle,11.0,274.36,6f bottom right
97,HCI-001,Vehicle,15.0,328.104,6f bottom right
97,HCI-001,Vehicle,18.0,489.804,6f bottom right
97,HCI-001,Vehicle,22.0,560.0,6f bottom right
98,HCI-001,Vehicle,1.0,166.464,6f bottom right
98,HCI-001,Vehicle,4.0,216.5625,6f bottom right
98,HCI-001,Vehicle,8.0,371.712,6f bottom right
98,HCI-001,Vehicle,11.0,392.0895,6f bottom right
98,HCI-001,Vehicle,15.0,587.826,6f bottom right
98,HCI-001,Vehicle,18.0,708.736,6f bottom right
98,HCI-001,Vehicle,22.0,770.0625,6f bottom right
99,HCI-027,Birinapant,1.0,93.775,7c top
99,HCI-027,Birinapant,4.0,36.0,7c top
99,HCI-027,Birinapant,8.0,4.0,7c top
99,HCI-027,Birinapant,12.0,0.5,7c top
99,HCI-027,Birinapant,15.0,0.0,7c top
99,HCI-027,Birinapant,19.0,0.0,7c top
99,HCI-027,Birinapant,22.0,0.0,7c top
99,HCI-027,Birinapant,26.0,0.0,7c top
99,HCI-027,Birinapant,29.0,0.0,7c top
99,HCI-027,Birinapant,32.0,0.0,7c top
100,HCI-027,Birinapant,1.0,79.768,7c top
100,HCI-027,Birinapant,4.0,35.301,7c top
100,HCI-027,Birinapant,8.0,0.5,7c top
100,HCI-027,Birinapant,12.0,0.0,7c top
100,HCI-027,Birinapant,15.0,0.0,7c top
100,HCI-027,Birinapant,19.0,0.0,7c top
100,HCI-027,Birinapant,22.0,0.0,7c top
100,HCI-027,Birinapant,26.0,0.0,7c top
100,HCI-027,Birinapant,29.0,0.0,7c top
100,HCI-027,Birinapant,32.0,0.0,7c top
101,HCI-027,Birinapant,1.0,82.8655,7c top
101,HCI-027,Birinapant,4.0,41.1845,7c top
101,HCI-027,Birinapant,8.0,13.5,7c top
101,HCI-027,Birinapant,12.0,0.5,7c top
101,HCI-027,Birinapant,15.0,0.0,7c top
101,HCI-027,Birinapant,19.0,0.0,7c top
101,HCI-027,Birinapant,22.0,0.0,7c top
101,HCI-027,Birinapant,26.0,0.0,7c top
101,HCI-027,Birinapant,29.0,0.0,7c top
101,HCI-027,Birinapant,32.0,0.0,7c top
102,HCI-027,Birinapant,1.0,67.626,7c top
102,HCI-027,Birinapant,4.0,44.528,7c top
102,HCI-027,Birinapant,8.0,0.5,7c top
102,HCI-027,Birinapant,12.0,0.0,7c top
102,HCI-027,Birinapant,15.0,0.0,7c top
102,HCI-027,Birinapant,19.0,0.0,7c top
102,HCI-027,Birinapant,22.0,0.0,7c top
102,HCI-027,Birinapant,26.0,0.0,7c top
102,HCI-027,Birinapant,29.0,0.0,7c top
102,HCI-027,Birinapant,32.0,0.0,7c top
103,HCI-027,Birinapant,1.0,124.93,7c top
103,HCI-027,Birinapant,4.0,29.4335,7c top
103,HCI-027,Birinapant,8.0,4.0,7c top
103,HCI-027,Birinapant,12.0,0.0,7c top
103,HCI-027,Birinapant,15.0,0.0,7c top
103,HCI-027,Birinapant,19.0,0.0,7c top
103,HCI-027,Birinapant,22.0,0.0,7c top
103,HCI-027,Birinapant,26.0,0.0,7c top
103,HCI-027,Birinapant,29.0,0.0,7c top
103,HCI-027,Birinapant,32.0,0.0,7c top
104,HCI-015,Birinapant,1.0,88.434,7c top
104,HCI-015,Birinapant,3.0,61.852,7c top
104,HCI-015,Birinapant,5.0,36.8,7c top
104,HCI-015,Birinapant,8.0,13.5,7c top
104,HCI-015,Birinapant,10.0,6.0,7c top
104,HCI-015,Birinapant,12.0,6.0,7c top
104,HCI-015,Birinapant,15.0,0.5,7c top
104,HCI-015,Birinapant,17.0,1.0,7c top
104,HCI-015,Birinapant,19.0,4.0,7c top
104,HCI-015,Birinapant,22.0,4.0,7c top
104,HCI-015,Birinapant,24.0,0.5,7c top
104,HCI-015,Birinapant,26.0,4.0,7c top
104,HCI-015,Birinapant,29.0,4.0,7c top
104,HCI-015,Birinapant,31.0,6.0,7c top
104,HCI-015,Birinapant,33.0,4.0,7c top
105,HCI-015,Birinapant,1.0,86.022,7c top
105,HCI-015,Birinapant,3.0,55.6875,7c top
105,HCI-015,Birinapant,5.0,48.668,7c top
105,HCI-015,Birinapant,8.0,42.527,7c top
105,HCI-015,Birinapant,10.0,36.8,7c top
105,HCI-015,Birinapant,12.0,34.983,7c top
105,HCI-015,Birinapant,15.0,49.6125,7c top
105,HCI-015,Birinapant,17.0,51.842,7c top
105,HCI-015,Birinapant,19.0,58.752,7c top
105,HCI-015,Birinapant,22.0,37.6,7c top
105,HCI-015,Birinapant,24.0,25.92,7c top
105,HCI-015,Birinapant,26.0,23.328,7c top
105,HCI-015,Birinapant,29.0,32.0,7c top
105,HCI-015,Birinapant,31.0,41.6025,7c top
105,HCI-015,Birinapant,33.0,41.454,7c top
106,HCI-015,Birinapant,1.0,124.2,7c top
106,HCI-015,Birinapant,3.0,104.43,7c top
106,HCI-015,Birinapant,5.0,44.0,7c top
106,HCI-015,Birinapant,8.0,85.6745,7c top
106,HCI-015,Birinapant,10.0,66.816,7c top
106,HCI-015,Birinapant,12.0,49.923,7c top
106,HCI-015,Birinapant,15.0,63.6265,7c top
106,HCI-015,Birinapant,17.0,58.19,7c top
106,HCI-015,Birinapant,19.0,60.306,7c top
106,HCI-015,Birinapant,22.0,50.625,7c top
106,HCI-015,Birinapant,24.0,41.6025,7c top
106,HCI-015,Birinapant,26.0,65.0,7c top
106,HCI-015,Birinapant,29.0,66.25,7c top
106,HCI-015,Birinapant,31.0,75.712,7c top
106,HCI-015,Birinapant,33.0,50.274,7c top
107,HCI-015,Birinapant,1.0,87.48,7c top
107,HCI-015,Birinapant,3.0,77.2475,7c top
107,HCI-015,Birinapant,5.0,37.8225,7c top
107,HCI-015,Birinapant,8.0,24.624,7c top
107,HCI-015,Birinapant,10.0,6.0,7c top
107,HCI-015,Birinapant,12.0,0.5,7c top
107,HCI-015,Birinapant,15.0,0.5,7c top
107,HCI-015,Birinapant,17.0,0.5,7c top
107,HCI-015,Birinapant,19.0,0.5,7c top
107,HCI-015,Birinapant,22.0,4.0,7c top
107,HCI-015,Birinapant,24.0,13.5,7c top
107,HCI-015,Birinapant,26.0,13.5,7c top
107,HCI-015,Birinapant,29.0,18.513,7c top
107,HCI-015,Birinapant,31.0,32.0,7c top
107,HCI-015,Birinapant,33.0,109.6515,7c top
108,HCI-015,Birinapant,1.0,104.284,7c top
108,HCI-015,Birinapant,3.0,84.564,7c top
108,HCI-015,Birinapant,5.0,40.572,7c top
108,HCI-015,Birinapant,8.0,14.8955,7c top
108,HCI-015,Birinapant,10.0,6.0,7c top
108,HCI-015,Birinapant,12.0,0.5,7c top
108,HCI-015,Birinapant,15.0,0.5,7c top
108,HCI-015,Birinapant,17.0,0.5,7c top
108,HCI-015,Birinapant,19.0,0.5,7c top
108,HCI-015,Birinapant,22.0,0.0,7c top
108,HCI-015,Birinapant,24.0,0.0,7c top
108,HCI-015,Birinapant,26.0,0.0,7c top
108,HCI-015,Birinapant,29.0,0.0,7c top
108,HCI-015,Birinapant,31.0,0.5,7c top
108,HCI-015,Birinapant,33.0,4.0,7c top
109,HCI-001,Birinapant,1.0,71.656,7c top
109,HCI-001,Birinapant,4.0,90.75,7c top
109,HCI-001,Birinapant,8.0,231.04,7c top
109,HCI-001,Birinapant,11.0,261.612,7c top
109,HCI-001,Birinapant,15.0,322.752,7c top
109,HCI-001,Birinapant,18.0,400.9875,7c top
109,HCI-001,Birinapant,22.0,625.931,7c top
109,HCI-001,Birinapant,25.0,1015.2,7c top
109,HCI-001,Birinapant,29.0,1590.48,7c top
109,HCI-001,Birinapant,32.0,2194.8085,7c top
109,HCI-001,Birinapant,36.0,2409.026,7c top
110,HCI-001,Birinapant,1.0,97.47,7c top
110,HCI-001,Birinapant,4.0,148.104,7c top
110,HCI-001,Birinapant,8.0,217.728,7c top
110,HCI-001,Birinapant,11.0,372.287,7c top
110,HCI-001,Birinapant,15.0,455.054,7c top
110,HCI-001,Birinapant,18.0,934.626,7c top
110,HCI-001,Birinapant,22.0,1006.1415,7c top
110,HCI-001,Birinapant,25.0,1335.1,7c top
110,HCI-001,Birinapant,29.0,1749.528,7c top
110,HCI-001,Birinapant,32.0,1783.055,7c top
110,HCI-001,Birinapant,36.0,2228.122,7c top
111,HCI-001,Birinapant,1.0,96.8,7c top
111,HCI-001,Birinapant,4.0,195.201,7c top
111,HCI-001,Birinapant,8.0,227.254,7c top
111,HCI-001,Birinapant,11.0,324.7695,7c top
111,HCI-001,Birinapant,15.0,449.748,7c top
111,HCI-001,Birinapant,18.0,523.45,7c top
111,HCI-001,Birinapant,22.0,752.812,7c top
111,HCI-001,Birinapant,25.0,1063.692,7c top
111,HCI-001,Birinapant,29.0,1048.385,7c top
111,HCI-001,Birinapant,32.0,1487.717,7c top
111,HCI-001,Birinapant,36.0,1324.224,7c top
112,HCI-001,Birinapant,1.0,90.944,7c top
112,HCI-001,Birinapant,4.0,178.5375,7c top
112,HCI-001,Birinapant,8.0,352.8,7c top
112,HCI-001,Birinapant,11.0,485.002,7c top
112,HCI-001,Birinapant,15.0,650.475,7c top
112,HCI-001,Birinapant,18.0,634.834,7c top
112,HCI-001,Birinapant,22.0,616.512,7c top
112,HCI-001,Birinapant,25.0,983.213,7c top
112,HCI-001,Birinapant,29.0,1968.219,7c top
112,HCI-001,Birinapant,32.0,2485.309,7c top
112,HCI-001,Birinapant,36.0,1986.336,7c top
113,HCI-001,Birinapant,1.0,102.602,7c top
113,HCI-001,Birinapant,4.0,124.93,7c top
113,HCI-001,Birinapant,8.0,221.778,7c top
113,HCI-001,Birinapant,11.0,242.592,7c top
113,HCI-001,Birinapant,15.0,496.375,7c top
113,HCI-001,Birinapant,18.0,496.375,7c top
113,HCI-001,Birinapant,22.0,594.88,7c top
113,HCI-001,Birinapant,25.0,714.618,7c top
113,HCI-001,Birinapant,29.0,831.744,7c top
113,HCI-001,Birinapant,32.0,1023.414,7c top
113,HCI-001,Birinapant,36.0,1059.174,7c top
114,HCI-002,Birinapant,1.0,144.0,7c top
114,HCI-002,Birinapant,3.0,276.0,7c top
114,HCI-002,Birinapant,5.0,402.0,7c top
114,HCI-002,Birinapant,8.0,368.0,7c top
114,HCI-002,Birinapant,10.0,915.0,7c top
114,HCI-002,Birinapant,12.0,853.0,7c top
114,HCI-002,Birinapant,15.0,1068.0,7c top
114,HCI-002,Birinapant,17.0,1573.0,7c top
114,HCI-002,Birinapant,19.0,1748.0,7c top
114,HCI-002,Birinapant,22.0,3079.0,7c top
114,HCI-002,Birinapant,24.0,4126.0,7c top
114,HCI-002,Birinapant,26.0,5233.0,7c top
115,HCI-002,Birinapant,1.0,157.0,7c top
115,HCI-002,Birinapant,3.0,250.0,7c top
115,HCI-002,Birinapant,5.0,187.0,7c top
115,HCI-002,Birinapant,8.0,307.0,7c top
115,HCI-002,Birinapant,10.0,374.0,7c top
115,HCI-002,Birinapant,12.0,557.0,7c top
115,HCI-002,Birinapant,15.0,535.0,7c top
115,HCI-002,Birinapant,17.0,1139.0,7c top
115,HCI-002,Birinapant,19.0,1473.0,7c top
115,HCI-002,Birinapant,22.0,2776.0,7c top
115,HCI-002,Birinapant,24.0,3938.0,7c top
116,HCI-002,Birinapant,1.0,172.0,7c top
116,HCI-002,Birinapant,3.0,217.0,7c top
116,HCI-002,Birinapant,5.0,394.0,7c top
116,HCI-002,Birinapant,8.0,415.0,7c top
116,HCI-002,Birinapant,10.0,789.0,7c top
116,HCI-002,Birinapant,12.0,1098.0,7c top
116,HCI-002,Birinapant,15.0,1388.0,7c top
116,HCI-002,Birinapant,17.0,1693.0,7c top
116,HCI-002,Birinapant,19.0,2044.0,7c top
116,HCI-002,Birinapant,22.0,2391.0,7c top
116,HCI-002,Birinapant,24.0,3425.0,7c top
116,HCI-002,Birinapant,26.0,3047.0,7c top
116,HCI-002,Birinapant,29.0,4182.0,7c top
117,HCI-002,Birinapant,1.0,155.0,7c top
117,HCI-002,Birinapant,3.0,166.0,7c top
117,HCI-002,Birinapant,5.0,163.0,7c top
117,HCI-002,Birinapant,8.0,249.0,7c top
117,HCI-002,Birinapant,10.0,465.0,7c top
117,HCI-002,Birinapant,12.0,734.0,7c top
117,HCI-002,Birinapant,15.0,871.0,7c top
117,HCI-002,Birinapant,17.0,1229.0,7c top
117,HCI-002,Birinapant,19.0,1207.0,7c top
117,HCI-002,Birinapant,22.0,1682.0,7c top
117,HCI-002,Birinapant,24.0,2058.0,7c top
117,HCI-002,Birinapant,26.0,1636.0,7c top
117,HCI-002,Birinapant,29.0,1938.0,7c top
117,HCI-002,Birinapant,31.0,3677.0,7c top
117,HCI-002,Birinapant,33.0,3199.0,7c top
118,HCI-002,Birinapant,1.0,176.0,7c top
118,HCI-002,Birinapant,3.0,409.0,7c top
118,HCI-002,Birinapant,5.0,457.0,7c top
118,HCI-002,Birinapant,8.0,655.0,7c top
118,HCI-002,Birinapant,10.0,1207.0,7c top
118,HCI-002,Birinapant,12.0,1207.0,7c top
118,HCI-002,Birinapant,15.0,1411.0,7c top
118,HCI-002,Birinapant,17.0,1653.0,7c top
118,HCI-002,Birinapant,19.0,1666.0,7c top
118,HCI-002,Birinapant,22.0,2833.0,7c top
119,HCI-019,Birinapant,1.0,98.784,7c top
119,HCI-019,Birinapant,4.0,275.562,7c top
119,HCI-019,Birinapant,8.0,349.7,7c top
119,HCI-019,Birinapant,11.0,349.648,7c top
119,HCI-019,Birinapant,15.0,655.9875,7c top
119,HCI-019,Birinapant,18.0,798.6,7c top
119,HCI-019,Birinapant,22.0,959.616,7c top
119,HCI-019,Birinapant,25.0,1254.204,7c top
119,HCI-019,Birinapant,29.0,1572.16,7c top
119,HCI-019,Birinapant,32.0,1780.7755,7c top
120,HCI-019,Birinapant,1.0,78.732,7c top
120,HCI-019,Birinapant,4.0,154.8705,7c top
120,HCI-019,Birinapant,8.0,237.1405,7c top
120,HCI-019,Birinapant,11.0,253.125,7c top
120,HCI-019,Birinapant,15.0,356.372,7c top
120,HCI-019,Birinapant,18.0,478.325,7c top
120,HCI-019,Birinapant,22.0,503.3815,7c top
120,HCI-019,Birinapant,25.0,563.5575,7c top
120,HCI-019,Birinapant,29.0,1040.3205,7c top
120,HCI-019,Birinapant,32.0,998.3505,7c top
121,HCI-019,Birinapant,1.0,86.528,7c top
121,HCI-019,Birinapant,4.0,186.517,7c top
121,HCI-019,Birinapant,8.0,211.722,7c top
121,HCI-019,Birinapant,11.0,261.612,7c top
121,HCI-019,Birinapant,15.0,472.726,7c top
121,HCI-019,Birinapant,18.0,740.096,7c top
121,HCI-019,Birinapant,22.0,982.288,7c top
121,HCI-019,Birinapant,25.0,1347.1385,7c top
121,HCI-019,Birinapant,29.0,1555.3405,7c top
121,HCI-019,Birinapant,32.0,2168.496,7c top
122,HCI-019,Birinapant,1.0,94.221,7c top
122,HCI-019,Birinapant,4.0,183.75,7c top
122,HCI-019,Birinapant,8.0,268.8,7c top
122,HCI-019,Birinapant,11.0,321.5125,7c top
122,HCI-019,Birinapant,15.0,361.25,7c top
122,HCI-019,Birinapant,18.0,432.45,7c top
122,HCI-019,Birinapant,22.0,503.3815,7c top
122,HCI-019,Birinapant,25.0,664.042,7c top
122,HCI-019,Birinapant,29.0,786.8875,7c top
122,HCI-019,Birinapant,32.0,780.275,7c top
123,HCI-019,Birinapant,1.0,87.725,7c top
123,HCI-019,Birinapant,4.0,116.6135,7c top
123,HCI-019,Birinapant,8.0,134.946,7c top
123,HCI-019,Birinapant,11.0,154.638,7c top
123,HCI-019,Birinapant,15.0,188.0595,7c top
123,HCI-019,Birinapant,18.0,262.4,7c top
123,HCI-019,Birinapant,22.0,318.2085,7c top
123,HCI-019,Birinapant,25.0,418.7,7c top
123,HCI-019,Birinapant,29.0,491.8625,7c top
124,HCI-012,Birinapant,1.0,84.27,7c top
124,HCI-012,Birinapant,4.0,74.36,7c top
124,HCI-012,Birinapant,8.0,134.946,7c top
124,HCI-012,Birinapant,11.0,102.602,7c top
124,HCI-012,Birinapant,15.0,130.696,7c top
