MID,Sample,Drug,Day,Volume,excel_sheet
124,HCI-012,Birinapant,18.0,141.312,7c top
124,HCI-012,Birinapant,22.0,246.402,7c top
124,HCI-012,Birinapant,25.0,249.64,7c top
124,HCI-012,Birinapant,29.0,275.562,7c top
124,HCI-012,Birinapant,32.0,299.88,7c top
124,HCI-012,Birinapant,36.0,567.018,7c top
125,HCI-012,Birinapant,1.0,97.47,7c top
125,HCI-012,Birinapant,4.0,67.626,7c top
125,HCI-012,Birinapant,8.0,105.5925,7c top
125,HCI-012,Birinapant,11.0,80.19,7c top
125,HCI-012,Birinapant,15.0,94.221,7c top
125,HCI-012,Birinapant,18.0,135.8165,7c top
125,HCI-012,Birinapant,22.0,115.351,7c top
125,HCI-012,Birinapant,25.0,213.564,7c top
125,HCI-012,Birinapant,29.0,194.4,7c top
125,HCI-012,Birinapant,32.0,246.402,7c top
125,HCI-012,Birinapant,36.0,427.734,7c top
126,HCI-012,Birinapant,1.0,100.92,7c top
126,HCI-012,Birinapant,4.0,50.336,7c top
126,HCI-012,Birinapant,8.0,74.1285,7c top
126,HCI-012,Birinapant,11.0,67.5,7c top
126,HCI-012,Birinapant,15.0,73.008,7c top
126,HCI-012,Birinapant,18.0,171.088,7c top
126,HCI-012,Birinapant,22.0,81.461,7c top
126,HCI-012,Birinapant,25.0,141.312,7c top
126,HCI-012,Birinapant,29.0,196.0,7c top
126,HCI-012,Birinapant,32.0,204.1605,7c top
126,HCI-012,Birinapant,36.0,180.336,7c top
127,HCI-012,Birinapant,1.0,104.284,7c top
127,HCI-012,Birinapant,4.0,58.752,7c top
127,HCI-012,Birinapant,8.0,62.5,7c top
127,HCI-012,Birinapant,11.0,109.8,7c top
127,HCI-012,Birinapant,15.0,134.946,7c top
127,HCI-012,Birinapant,18.0,109.8,7c top
127,HCI-012,Birinapant,22.0,128.9925,7c top
127,HCI-012,Birinapant,25.0,111.392,7c top
127,HCI-012,Birinapant,29.0,121.835,7c top
127,HCI-012,Birinapant,32.0,143.65,7c top
127,HCI-012,Birinapant,36.0,143.748,7c top
128,HCI-012,Birinapant,1.0,84.7,7c top
128,HCI-012,Birinapant,4.0,18.0,7c top
128,HCI-012,Birinapant,8.0,64.061,7c top
128,HCI-012,Birinapant,11.0,76.7295,7c top
128,HCI-012,Birinapant,15.0,66.0275,7c top
128,HCI-012,Birinapant,18.0,71.5275,7c top
128,HCI-012,Birinapant,22.0,106.1705,7c top
128,HCI-012,Birinapant,25.0,99.238,7c top
128,HCI-012,Birinapant,29.0,68.75,7c top
128,HCI-012,Birinapant,32.0,108.0,7c top
128,HCI-012,Birinapant,36.0,124.93,7c top
129,HCI-023,Birinapant,1.0,127.0,7c top
129,HCI-023,Birinapant,3.0,67.0,7c top
129,HCI-023,Birinapant,5.0,36.0,7c top
129,HCI-023,Birinapant,8.0,21.0,7c top
129,HCI-023,Birinapant,10.0,24.0,7c top
129,HCI-023,Birinapant,12.0,15.0,7c top
129,HCI-023,Birinapant,15.0,31.046,7c top
129,HCI-023,Birinapant,17.0,9.8415,7c top
129,HCI-023,Birinapant,19.0,4.0,7c top
129,HCI-023,Birinapant,22.0,0.5,7c top
129,HCI-023,Birinapant,24.0,0.5,7c top
129,HCI-023,Birinapant,26.0,0.5,7c top
129,HCI-023,Birinapant,29.0,4.0,7c top
129,HCI-023,Birinapant,31.0,4.0,7c top
129,HCI-023,Birinapant,33.0,18.0,7c top
130,HCI-023,Birinapant,1.0,124.6535,7c top
130,HCI-023,Birinapant,3.0,87.808,7c top
130,HCI-023,Birinapant,5.0,62.5,7c top
130,HCI-023,Birinapant,8.0,29.602,7c top
130,HCI-023,Birinapant,10.0,13.5,7c top
130,HCI-023,Birinapant,12.0,0.5,7c top
130,HCI-023,Birinapant,15.0,0.5,7c top
130,HCI-023,Birinapant,17.0,0.5,7c top
130,HCI-023,Birinapant,19.0,0.5,7c top
130,HCI-023,Birinapant,22.0,6.0,7c top
130,HCI-023,Birinapant,24.0,6.0,7c top
130,HCI-023,Birinapant,26.0,6.0,7c top
130,HCI-023,Birinapant,29.0,6.0,7c top
130,HCI-023,Birinapant,31.0,6.0,7c top
130,HCI-023,Birinapant,33.0,28.749,7c top
131,HCI-023,Birinapant,1.0,138.384,7c top
131,HCI-023,Birinapant,3.0,165.528,7c top
131,HCI-023,Birinapant,5.0,56.14,7c top
131,HCI-023,Birinapant,8.0,93.775,7c top
131,HCI-023,Birinapant,10.0,62.208,7c top
131,HCI-023,Birinapant,12.0,61.056,7c top
131,HCI-023,Birinapant,15.0,24.5,7c top
131,HCI-023,Birinapant,17.0,13.5,7c top
131,HCI-023,Birinapant,19.0,18.0,7c top
131,HCI-023,Birinapant,22.0,0.5,7c top
131,HCI-023,Birinapant,24.0,0.0,7c top
131,HCI-023,Birinapant,26.0,0.0,7c top
131,HCI-023,Birinapant,29.0,0.5,7c top
131,HCI-023,Birinapant,31.0,0.5,7c top
131,HCI-023,Birinapant,33.0,0.5,7c top
132,HCI-023,Birinapant,1.0,171.0,7c top
132,HCI-023,Birinapant,3.0,89.0,7c top
132,HCI-023,Birinapant,5.0,66.0,7c top
132,HCI-023,Birinapant,8.0,24.0,7c top
132,HCI-023,Birinapant,10.0,24.0,7c top
132,HCI-023,Birinapant,12.0,19.0,7c top
132,HCI-023,Birinapant,15.0,13.5,7c top
132,HCI-023,Birinapant,17.0,0.5,7c top
132,HCI-023,Birinapant,19.0,0.5,7c top
132,HCI-023,Birinapant,22.0,0.5,7c top
132,HCI-023,Birinapant,24.0,0.5,7c top
132,HCI-023,Birinapant,26.0,0.0,7c top
132,HCI-023,Birinapant,29.0,0.0,7c top
132,HCI-023,Birinapant,31.0,0.0,7c top
132,HCI-023,Birinapant,33.0,0.0,7c top
133,HCI-023,Birinapant,1.0,127.008,7c top
133,HCI-023,Birinapant,3.0,96.8,7c top
133,HCI-023,Birinapant,5.0,52.65,7c top
133,HCI-023,Birinapant,8.0,39.69,7c top
133,HCI-023,Birinapant,10.0,65.0,7c top
133,HCI-023,Birinapant,12.0,74.36,7c top
133,HCI-023,Birinapant,15.0,34.2225,7c top
133,HCI-023,Birinapant,17.0,31.046,7c top
133,HCI-023,Birinapant,19.0,21.504,7c top
133,HCI-023,Birinapant,22.0,23.12,7c top
133,HCI-023,Birinapant,24.0,29.602,7c top
133,HCI-023,Birinapant,26.0,5.808,7c top
133,HCI-023,Birinapant,29.0,18.0,7c top
133,HCI-023,Birinapant,31.0,13.5,7c top
133,HCI-023,Birinapant,33.0,26.568,7c top
134,HCI-027,Vehicle,1.0,71.5275,7c bottom
134,HCI-027,Vehicle,4.0,186.2,7c bottom
134,HCI-027,Vehicle,8.0,244.6875,7c bottom
134,HCI-027,Vehicle,12.0,332.82,7c bottom
134,HCI-027,Vehicle,15.0,455.054,7c bottom
134,HCI-027,Vehicle,19.0,533.022,7c bottom
134,HCI-027,Vehicle,22.0,819.95,7c bottom
134,HCI-027,Vehicle,26.0,1007.128,7c bottom
134,HCI-027,Vehicle,29.0,1002.9085,7c bottom
134,HCI-027,Vehicle,32.0,1104.417,7c bottom
135,HCI-027,Vehicle,1.0,77.2475,7c bottom
135,HCI-027,Vehicle,4.0,133.12,7c bottom
135,HCI-027,Vehicle,8.0,143.748,7c bottom
135,HCI-027,Vehicle,12.0,183.9965,7c bottom
135,HCI-027,Vehicle,15.0,270.738,7c bottom
135,HCI-027,Vehicle,19.0,265.6,7c bottom
135,HCI-027,Vehicle,22.0,343.1875,7c bottom
135,HCI-027,Vehicle,26.0,556.9725,7c bottom
135,HCI-027,Vehicle,29.0,665.184,7c bottom
135,HCI-027,Vehicle,32.0,742.5625,7c bottom
136,HCI-027,Vehicle,1.0,94.08,7c bottom
136,HCI-027,Vehicle,4.0,169.0155,7c bottom
136,HCI-027,Vehicle,8.0,277.7245,7c bottom
136,HCI-027,Vehicle,12.0,310.4,7c bottom
136,HCI-027,Vehicle,15.0,530.0,7c bottom
136,HCI-027,Vehicle,19.0,631.2355,7c bottom
136,HCI-027,Vehicle,22.0,807.651,7c bottom
136,HCI-027,Vehicle,26.0,1031.25,7c bottom
136,HCI-027,Vehicle,29.0,1252.753,7c bottom
136,HCI-027,Vehicle,32.0,1468.396,7c bottom
137,HCI-027,Vehicle,1.0,75.429,7c bottom
137,HCI-027,Vehicle,4.0,139.264,7c bottom
137,HCI-027,Vehicle,8.0,143.65,7c bottom
137,HCI-027,Vehicle,12.0,197.173,7c bottom
137,HCI-027,Vehicle,15.0,208.088,7c bottom
137,HCI-027,Vehicle,19.0,243.682,7c bottom
137,HCI-027,Vehicle,22.0,261.5625,7c bottom
137,HCI-027,Vehicle,26.0,402.04,7c bottom
137,HCI-027,Vehicle,29.0,423.2,7c bottom
137,HCI-027,Vehicle,32.0,530.452,7c bottom
138,HCI-027,Vehicle,1.0,74.1285,7c bottom
138,HCI-027,Vehicle,4.0,154.638,7c bottom
138,HCI-027,Vehicle,8.0,186.2,7c bottom
138,HCI-027,Vehicle,12.0,295.856,7c bottom
138,HCI-027,Vehicle,15.0,316.894,7c bottom
138,HCI-027,Vehicle,19.0,446.7375,7c bottom
138,HCI-027,Vehicle,22.0,624.24,7c bottom
138,HCI-027,Vehicle,26.0,689.0625,7c bottom
138,HCI-027,Vehicle,29.0,841.0,7c bottom
138,HCI-027,Vehicle,32.0,918.984,7c bottom
139,HCI-015,Vehicle,1.0,74.1285,7c bottom
139,HCI-015,Vehicle,3.0,88.75,7c bottom
139,HCI-015,Vehicle,5.0,173.95,7c bottom
139,HCI-015,Vehicle,8.0,173.4,7c bottom
139,HCI-015,Vehicle,10.0,175.712,7c bottom
139,HCI-015,Vehicle,12.0,180.918,7c bottom
139,HCI-015,Vehicle,15.0,163.35,7c bottom
139,HCI-015,Vehicle,17.0,165.528,7c bottom
139,HCI-015,Vehicle,19.0,162.6625,7c bottom
139,HCI-015,Vehicle,22.0,188.65,7c bottom
139,HCI-015,Vehicle,24.0,216.302,7c bottom
139,HCI-015,Vehicle,26.0,246.42,7c bottom
139,HCI-015,Vehicle,29.0,273.78,7c bottom
139,HCI-015,Vehicle,31.0,333.036,7c bottom
139,HCI-015,Vehicle,33.0,561.816,7c bottom
140,HCI-015,Vehicle,1.0,54.208,7c bottom
140,HCI-015,Vehicle,3.0,129.6,7c bottom
140,HCI-015,Vehicle,5.0,138.6,7c bottom
140,HCI-015,Vehicle,8.0,128.3355,7c bottom
140,HCI-015,Vehicle,10.0,126.711,7c bottom
140,HCI-015,Vehicle,12.0,137.4995,7c bottom
140,HCI-015,Vehicle,15.0,132.878,7c bottom
140,HCI-015,Vehicle,17.0,134.56,7c bottom
140,HCI-015,Vehicle,19.0,142.956,7c bottom
140,HCI-015,Vehicle,22.0,144.5805,7c bottom
140,HCI-015,Vehicle,24.0,156.645,7c bottom
140,HCI-015,Vehicle,26.0,177.531,7c bottom
140,HCI-015,Vehicle,29.0,235.224,7c bottom
140,HCI-015,Vehicle,31.0,329.0625,7c bottom
140,HCI-015,Vehicle,33.0,374.166,7c bottom
141,HCI-015,Vehicle,1.0,128.3745,7c bottom
141,HCI-015,Vehicle,3.0,111.925,7c bottom
141,HCI-015,Vehicle,5.0,101.439,7c bottom
141,HCI-015,Vehicle,8.0,171.058,7c bottom
141,HCI-015,Vehicle,10.0,178.605,7c bottom
141,HCI-015,Vehicle,12.0,223.767,7c bottom
141,HCI-015,Vehicle,15.0,215.016,7c bottom
141,HCI-015,Vehicle,17.0,234.4065,7c bottom
141,HCI-015,Vehicle,19.0,254.634,7c bottom
141,HCI-015,Vehicle,22.0,280.845,7c bottom
141,HCI-015,Vehicle,24.0,316.894,7c bottom
141,HCI-015,Vehicle,26.0,437.4,7c bottom
141,HCI-015,Vehicle,29.0,520.704,7c bottom
141,HCI-015,Vehicle,31.0,707.868,7c bottom
141,HCI-015,Vehicle,33.0,845.64,7c bottom
142,HCI-015,Vehicle,1.0,70.0,7c bottom
142,HCI-015,Vehicle,3.0,78.416,7c bottom
142,HCI-015,Vehicle,5.0,104.3625,7c bottom
142,HCI-015,Vehicle,8.0,121.835,7c bottom
142,HCI-015,Vehicle,10.0,147.456,7c bottom
142,HCI-015,Vehicle,12.0,215.136,7c bottom
142,HCI-015,Vehicle,15.0,230.625,7c bottom
142,HCI-015,Vehicle,17.0,275.562,7c bottom
142,HCI-015,Vehicle,19.0,204.1605,7c bottom
142,HCI-015,Vehicle,22.0,277.7245,7c bottom
142,HCI-015,Vehicle,24.0,302.58,7c bottom
142,HCI-015,Vehicle,26.0,352.352,7c bottom
142,HCI-015,Vehicle,29.0,388.8,7c bottom
142,HCI-015,Vehicle,31.0,431.664,7c bottom
142,HCI-015,Vehicle,33.0,450.636,7c bottom
143,HCI-015,Vehicle,1.0,78.416,7c bottom
143,HCI-015,Vehicle,3.0,105.5925,7c bottom
143,HCI-015,Vehicle,5.0,132.9615,7c bottom
143,HCI-015,Vehicle,8.0,171.5,7c bottom
143,HCI-015,Vehicle,10.0,245.48,7c bottom
143,HCI-015,Vehicle,12.0,356.224,7c bottom
143,HCI-015,Vehicle,15.0,478.325,7c bottom
143,HCI-015,Vehicle,17.0,567.5815,7c bottom
143,HCI-015,Vehicle,19.0,653.184,7c bottom
143,HCI-015,Vehicle,22.0,691.014,7c bottom
143,HCI-015,Vehicle,24.0,758.43,7c bottom
143,HCI-015,Vehicle,26.0,1002.9085,7c bottom
143,HCI-015,Vehicle,29.0,1010.229,7c bottom
143,HCI-015,Vehicle,31.0,925.7525,7c bottom
143,HCI-015,Vehicle,33.0,1127.1105,7c bottom
144,HCI-001,Vehicle,1.0,90.75,7c bottom
144,HCI-001,Vehicle,4.0,225.504,7c bottom
144,HCI-001,Vehicle,8.0,247.5,7c bottom
144,HCI-001,Vehicle,11.0,335.9625,7c bottom
144,HCI-001,Vehicle,15.0,683.55,7c bottom
144,HCI-001,Vehicle,18.0,1129.03,7c bottom
144,HCI-001,Vehicle,22.0,1804.032,7c bottom
144,HCI-001,Vehicle,25.0,2366.848,7c bottom
144,HCI-001,Vehicle,29.0,2769.378,7c bottom
144,HCI-001,Vehicle,32.0,3590.752,7c bottom
145,HCI-001,Vehicle,1.0,92.5965,7c bottom
145,HCI-001,Vehicle,4.0,106.624,7c bottom
145,HCI-001,Vehicle,8.0,233.4375,7c bottom
145,HCI-001,Vehicle,11.0,348.48,7c bottom
145,HCI-001,Vehicle,15.0,441.8,7c bottom
145,HCI-001,Vehicle,18.0,768.35,7c bottom
145,HCI-001,Vehicle,22.0,831.744,7c bottom
145,HCI-001,Vehicle,25.0,1664.617,7c bottom
145,HCI-001,Vehicle,29.0,2913.084,7c bottom
145,HCI-001,Vehicle,32.0,3500.288,7c bottom
146,HCI-001,Vehicle,1.0,92.697,7c bottom
146,HCI-001,Vehicle,4.0,199.1195,7c bottom
146,HCI-001,Vehicle,8.0,410.8275,7c bottom
146,HCI-001,Vehicle,11.0,535.5525,7c bottom
146,HCI-001,Vehicle,15.0,606.375,7c bottom
146,HCI-001,Vehicle,18.0,708.4575,7c bottom
146,HCI-001,Vehicle,22.0,734.2175,7c bottom
146,HCI-001,Vehicle,25.0,928.8,7c bottom
146,HCI-001,Vehicle,29.0,1894.696,7c bottom
146,HCI-001,Vehicle,32.0,2563.496,7c bottom
147,HCI-001,Vehicle,1.0,86.2125,7c bottom
147,HCI-001,Vehicle,4.0,188.0595,7c bottom
147,HCI-001,Vehicle,8.0,310.005,7c bottom
147,HCI-001,Vehicle,11.0,388.129,7c bottom
147,HCI-001,Vehicle,15.0,504.21,7c bottom
147,HCI-001,Vehicle,18.0,827.904,7c bottom
147,HCI-001,Vehicle,22.0,915.008,7c bottom
147,HCI-001,Vehicle,25.0,1047.058,7c bottom
147,HCI-001,Vehicle,29.0,1459.9485,7c bottom
147,HCI-001,Vehicle,32.0,1622.016,7c bottom
148,HCI-001,Vehicle,1.0,100.719,7c bottom
148,HCI-001,Vehicle,4.0,246.402,7c bottom
148,HCI-001,Vehicle,8.0,385.0665,7c bottom
148,HCI-001,Vehicle,11.0,473.8125,7c bottom
148,HCI-001,Vehicle,15.0,721.28,7c bottom
148,HCI-001,Vehicle,18.0,951.3855,7c bottom
148,HCI-001,Vehicle,22.0,1156.25,7c bottom
148,HCI-001,Vehicle,25.0,1470.0,7c bottom
148,HCI-001,Vehicle,29.0,2756.25,7c bottom
148,HCI-001,Vehicle,32.0,3168.4,7c bottom
149,HCI-002,Vehicle,1.0,123.0,7c bottom
149,HCI-002,Vehicle,3.0,191.0,7c bottom
149,HCI-002,Vehicle,5.0,228.0,7c bottom
149,HCI-002,Vehicle,8.0,346.0,7c bottom
149,HCI-002,Vehicle,10.0,597.0,7c bottom
149,HCI-002,Vehicle,12.0,727.0,7c bottom
149,HCI-002,Vehicle,15.0,900.0,7c bottom
149,HCI-002,Vehicle,17.0,1008.0,7c bottom
149,HCI-002,Vehicle,19.0,1196.0,7c bottom
149,HCI-002,Vehicle,22.0,1654.0,7c bottom
149,HCI-002,Vehicle,24.0,1766.0,7c bottom
149,HCI-002,Vehicle,26.0,1791.0,7c bottom
149,HCI-002,Vehicle,29.0,2353.0,7c bottom
149,HCI-002,Vehicle,31.0,2518.0,7c bottom
149,HCI-002,Vehicle,33.0,2884.0,7c bottom
150,HCI-002,Vehicle,1.0,167.0,7c bottom
150,HCI-002,Vehicle,3.0,242.0,7c bottom
150,HCI-002,Vehicle,5.0,257.0,7c bottom
150,HCI-002,Vehicle,8.0,467.0,7c bottom
150,HCI-002,Vehicle,10.0,768.0,7c bottom
150,HCI-002,Vehicle,12.0,888.0,7c bottom
150,HCI-002,Vehicle,15.0,893.0,7c bottom
150,HCI-002,Vehicle,17.0,999.0,7c bottom
150,HCI-002,Vehicle,19.0,1079.0,7c bottom
150,HCI-002,Vehicle,22.0,1352.0,7c bottom
150,HCI-002,Vehicle,24.0,1489.0,7c bottom
150,HCI-002,Vehicle,26.0,1409.0,7c bottom
150,HCI-002,Vehicle,29.0,1846.0,7c bottom
150,HCI-002,Vehicle,31.0,2264.0,7c bottom
150,HCI-002,Vehicle,33.0,2780.0,7c bottom
151,HCI-002,Vehicle,1.0,167.0,7c bottom
151,HCI-002,Vehicle,3.0,356.0,7c bottom
151,HCI-002,Vehicle,5.0,567.0,7c bottom
151,HCI-002,Vehicle,8.0,576.0,7c bottom
151,HCI-002,Vehicle,10.0,603.0,7c bottom
151,HCI-002,Vehicle,12.0,612.0,7c bottom
151,HCI-002,Vehicle,15.0,658.0,7c bottom
151,HCI-002,Vehicle,17.0,546.0,7c bottom
151,HCI-002,Vehicle,19.0,779.0,7c bottom
151,HCI-002,Vehicle,22.0,779.0,7c bottom
151,HCI-002,Vehicle,24.0,768.0,7c bottom
151,HCI-002,Vehicle,26.0,1223.0,7c bottom
151,HCI-002,Vehicle,29.0,1928.0,7c bottom
151,HCI-002,Vehicle,31.0,1551.0,7c bottom
151,HCI-002,Vehicle,33.0,2145.0,7c bottom
152,HCI-002,Vehicle,1.0,148.0,7c bottom
152,HCI-002,Vehicle,3.0,286.0,7c bottom
152,HCI-002,Vehicle,5.0,406.0,7c bottom
152,HCI-002,Vehicle,8.0,400.0,7c bottom
152,HCI-002,Vehicle,10.0,505.0,7c bottom
152,HCI-002,Vehicle,12.0,630.0,7c bottom
152,HCI-002,Vehicle,15.0,636.0,7c bottom
152,HCI-002,Vehicle,17.0,770.0,7c bottom
152,HCI-002,Vehicle,19.0,619.0,7c bottom
152,HCI-002,Vehicle,22.0,760.0,7c bottom
152,HCI-002,Vehicle,24.0,1032.0,7c bottom
152,HCI-002,Vehicle,26.0,1258.0,7c bottom
152,HCI-002,Vehicle,29.0,1441.0,7c bottom
152,HCI-002,Vehicle,31.0,1664.0,7c bottom
152,HCI-002,Vehicle,33.0,1600.0,7c bottom
153,HCI-002,Vehicle,1.0,155.0,7c bottom
153,HCI-002,Vehicle,3.0,189.0,7c bottom
153,HCI-002,Vehicle,5.0,284.0,7c bottom
153,HCI-002,Vehicle,8.0,451.0,7c bottom
153,HCI-002,Vehicle,10.0,687.0,7c bottom
153,HCI-002,Vehicle,12.0,881.0,7c bottom
153,HCI-002,Vehicle,15.0,904.0,7c bottom
153,HCI-002,Vehicle,17.0,1045.0,7c bottom
153,HCI-002,Vehicle,19.0,1551.0,7c bottom
153,HCI-002,Vehicle,22.0,1730.0,7c bottom
153,HCI-002,Vehicle,24.0,1761.0,7c bottom
153,HCI-002,Vehicle,26.0,1715.0,7c bottom
153,HCI-002,Vehicle,29.0,2080.0,7c bottom
154,HCI-019,Vehicle,1.0,94.77,7c bottom
154,HCI-019,Vehicle,4.0,130.977,7c bottom
154,HCI-019,Vehicle,8.0,161.604,7c bottom
154,HCI-019,Vehicle,11.0,159.3595,7c bottom
154,HCI-019,Vehicle,15.0,259.2,7c bottom
154,HCI-019,Vehicle,18.0,196.599,7c bottom
154,HCI-019,Vehicle,22.0,238.206,7c bottom
154,HCI-019,Vehicle,25.0,611.8875,7c bottom
154,HCI-019,Vehicle,29.0,698.389,7c bottom
154,HCI-019,Vehicle,32.0,912.87,7c bottom
155,HCI-019,Vehicle,1.0,73.008,7c bottom
155,HCI-019,Vehicle,4.0,113.4,7c bottom
155,HCI-019,Vehicle,8.0,87.725,7c bottom
155,HCI-019,Vehicle,11.0,114.376,7c bottom
155,HCI-019,Vehicle,15.0,161.172,7c bottom
155,HCI-019,Vehicle,18.0,171.088,7c bottom
155,HCI-019,Vehicle,22.0,317.52,7c bottom
155,HCI-019,Vehicle,25.0,633.9375,7c bottom
155,HCI-019,Vehicle,29.0,639.45,7c bottom
155,HCI-019,Vehicle,32.0,826.5625,7c bottom
156,HCI-019,Vehicle,1.0,114.873,7c bottom
156,HCI-019,Vehicle,4.0,137.3125,7c bottom
156,HCI-019,Vehicle,8.0,181.476,7c bottom
156,HCI-019,Vehicle,11.0,191.808,7c bottom
156,HCI-019,Vehicle,15.0,275.684,7c bottom
156,HCI-019,Vehicle,18.0,299.218,7c bottom
156,HCI-019,Vehicle,22.0,326.114,7c bottom
156,HCI-019,Vehicle,25.0,551.412,7c bottom
156,HCI-019,Vehicle,29.0,877.982,7c bottom
156,HCI-019,Vehicle,32.0,1313.83,7c bottom
157,HCI-019,Vehicle,1.0,94.08,7c bottom
157,HCI-019,Vehicle,4.0,112.0905,7c bottom
157,HCI-019,Vehicle,8.0,136.462,7c bottom
157,HCI-019,Vehicle,11.0,130.696,7c bottom
157,HCI-019,Vehicle,15.0,156.325,7c bottom
157,HCI-019,Vehicle,18.0,168.776,7c bottom
157,HCI-019,Vehicle,22.0,210.826,7c bottom
157,HCI-019,Vehicle,25.0,499.408,7c bottom
157,HCI-019,Vehicle,29.0,509.012,7c bottom
157,HCI-019,Vehicle,32.0,380.7,7c bottom
158,HCI-019,Vehicle,1.0,91.854,7c bottom
158,HCI-019,Vehicle,4.0,117.2115,7c bottom
158,HCI-019,Vehicle,8.0,173.4,7c bottom
158,HCI-019,Vehicle,11.0,199.8375,7c bottom
158,HCI-019,Vehicle,15.0,310.005,7c bottom
158,HCI-019,Vehicle,18.0,534.1545,7c bottom
158,HCI-019,Vehicle,22.0,530.452,7c bottom
158,HCI-019,Vehicle,25.0,703.04,7c bottom
158,HCI-019,Vehicle,29.0,1187.5,7c bottom
159,HCI-012,Vehicle,1.0,73.008,7c bottom
159,HCI-012,Vehicle,4.0,84.564,7c bottom
159,HCI-012,Vehicle,8.0,141.5375,7c bottom
159,HCI-012,Vehicle,11.0,148.104,7c bottom
159,HCI-012,Vehicle,15.0,161.604,7c bottom
159,HCI-012,Vehicle,18.0,213.75,7c bottom
159,HCI-012,Vehicle,22.0,384.75,7c bottom
159,HCI-012,Vehicle,25.0,428.546,7c bottom
159,HCI-012,Vehicle,29.0,580.0,7c bottom
159,HCI-012,Vehicle,32.0,668.367,7c bottom
160,HCI-012,Vehicle,1.0,111.6,7c bottom
160,HCI-012,Vehicle,4.0,154.8705,7c bottom
160,HCI-012,Vehicle,8.0,340.216,7c bottom
160,HCI-012,Vehicle,11.0,391.072,7c bottom
160,HCI-012,Vehicle,15.0,508.086,7c bottom
160,HCI-012,Vehicle,18.0,576.24,7c bottom
160,HCI-012,Vehicle,22.0,755.634,7c bottom
160,HCI-012,Vehicle,25.0,910.3185,7c bottom
160,HCI-012,Vehicle,29.0,1036.8,7c bottom
160,HCI-012,Vehicle,32.0,1068.793,7c bottom
161,HCI-012,Vehicle,1.0,78.75,7c bottom
161,HCI-012,Vehicle,4.0,161.84,7c bottom
161,HCI-012,Vehicle,8.0,196.52,7c bottom
161,HCI-012,Vehicle,11.0,254.947,7c bottom
161,HCI-012,Vehicle,15.0,296.4475,7c bottom
161,HCI-012,Vehicle,18.0,583.495,7c bottom
161,HCI-012,Vehicle,22.0,695.75,7c bottom
161,HCI-012,Vehicle,25.0,752.64,7c bottom
161,HCI-012,Vehicle,29.0,854.456,7c bottom
161,HCI-012,Vehicle,32.0,896.896,7c bottom
162,HCI-012,Vehicle,1.0,113.4,7c bottom
162,HCI-012,Vehicle,4.0,299.88,7c bottom
162,HCI-012,Vehicle,8.0,351.9585,7c bottom
162,HCI-012,Vehicle,11.0,403.971,7c bottom
162,HCI-012,Vehicle,15.0,460.8,7c bottom
162,HCI-012,Vehicle,18.0,594.104,7c bottom
162,HCI-012,Vehicle,22.0,685.9,7c bottom
162,HCI-012,Vehicle,25.0,1227.93,7c bottom
162,HCI-012,Vehicle,29.0,1622.016,7c bottom
162,HCI-012,Vehicle,32.0,1930.6125,7c bottom
163,HCI-012,Vehicle,1.0,126.852,7c bottom
163,HCI-012,Vehicle,4.0,187.308,7c bottom
163,HCI-012,Vehicle,8.0,443.576,7c bottom
163,HCI-012,Vehicle,11.0,864.234,7c bottom
163,HCI-012,Vehicle,15.0,1032.1905,7c bottom
163,HCI-012,Vehicle,18.0,1277.952,7c bottom
163,HCI-012,Vehicle,22.0,2409.264,7c bottom
164,HCI-023,Vehicle,1.0,148.104,7c bottom
164,HCI-023,Vehicle,3.0,181.8045,7c bottom
164,HCI-023,Vehicle,5.0,240.125,7c bottom
164,HCI-023,Vehicle,8.0,259.0015,7c bottom
164,HCI-023,Vehicle,10.0,268.363,7c bottom
164,HCI-023,Vehicle,12.0,274.604,7c bottom
164,HCI-023,Vehicle,15.0,274.604,7c bottom
164,HCI-023,Vehicle,17.0,352.4845,7c bottom
164,HCI-023,Vehicle,19.0,431.664,7c bottom
164,HCI-023,Vehicle,22.0,418.176,7c bottom
164,HCI-023,Vehicle,24.0,451.3145,7c bottom
164,HCI-023,Vehicle,26.0,396.9,7c bottom
164,HCI-023,Vehicle,29.0,418.176,7c bottom
164,HCI-023,Vehicle,31.0,451.3145,7c bottom
164,HCI-023,Vehicle,33.0,396.9,7c bottom
165,HCI-023,Vehicle,1.0,117.74,7c bottom
165,HCI-023,Vehicle,3.0,149.504,7c bottom
165,HCI-023,Vehicle,5.0,189.584,7c bottom
165,HCI-023,Vehicle,8.0,189.584,7c bottom
165,HCI-023,Vehicle,10.0,215.6,7c bottom
165,HCI-023,Vehicle,12.0,299.568,7c bottom
165,HCI-023,Vehicle,15.0,315.1705,7c bottom
165,HCI-023,Vehicle,17.0,358.4,7c bottom
165,HCI-023,Vehicle,19.0,326.4,7c bottom
165,HCI-023,Vehicle,22.0,315.1705,7c bottom
165,HCI-023,Vehicle,24.0,358.4,7c bottom
165,HCI-023,Vehicle,26.0,326.4,7c bottom
165,HCI-023,Vehicle,29.0,364.8625,7c bottom
165,HCI-023,Vehicle,31.0,375.7,7c bottom
165,HCI-023,Vehicle,33.0,359.856,7c bottom
166,HCI-023,Vehicle,1.0,136.462,7c bottom
166,HCI-023,Vehicle,3.0,229.992,7c bottom
166,HCI-023,Vehicle,5.0,279.864,7c bottom
