MID,Sample,Drug,Volume,V_V0,log(V_V0)
159,HCI-012,Vehicle,384.75,5.269970414201183,2.3977948625446444
160,HCI-012,Vehicle,755.634,6.770913978494624,2.759350590556835
161,HCI-012,Vehicle,695.75,8.834920634920636,3.1432171749443287
162,HCI-012,Vehicle,685.9,6.048500881834214,2.5965776153885276
163,HCI-012,Vehicle,2409.264,18.992715920915714,4.247374317671903
164,HCI-023,Vehicle,418.176,2.8235294117647056,1.4974996594708165
165,HCI-023,Vehicle,315.1705,2.6768345507049434,1.42052797190589
166,HCI-023,Vehicle,259.92,1.9047060720200497,0.9295683829384134
167,HCI-023,Vehicle,573.248,3.5705263157894738,1.836136751344889
168,HCI-023,Vehicle,154.8705,1.395078910388066,0.4803467280801162
169,HCI-015,RO4929097,107.912020632881,1.3266478873239431,0.40778550814597864
170,HCI-015,RO4929097,103.93428860004,0.8791208791208829,-0.18586654531132776
171,HCI-015,RO4929097,129.72309852494,1.5860764812999057,0.6654623401035245
172,HCI-015,RO4929097,146.211897634808,1.4534256559766843,0.5394572782186811
173,HCI-015,RO4929097,157.184572265493,1.3315527535579281,0.41310958648227103
174,HCI-015,Vehicle,334.857258965762,6.080283353010616,2.6041385576257423
175,HCI-015,Vehicle,687.046632124352,5.174297606659741,2.3713630349473593
176,HCI-015,Vehicle,522.759829320329,5.292878744239631,2.404052603323258
177,HCI-015,Vehicle,372.764401097226,3.2877419354838624,1.7170970620946968
178,HCI-027,RO4929097,124.1111200116,1.0442661342956951,0.06248943384168593
179,HCI-027,RO4929097,180.512728994649,2.4015594541910303,1.2639715250878456
180,HCI-027,RO4929097,250.959985317573,2.2177419354838643,1.1490914980251423
181,HCI-027,RO4929097,466.02052497787,5.003543667123917,2.3229502189206457
182,HCI-027,RO4929097,270.534864172344,2.7138461538461516,1.4403389376417026
183,HCI-027,Vehicle,408.047680393463,4.596694214876031,2.2005966971847295
184,HCI-027,Vehicle,371.911764274332,4.715407225508794,2.2373823683240834
185,HCI-027,Vehicle,510.804973457093,4.385577633700628,2.132766875598592
186,HCI-027,Vehicle,223.173665053648,3.259314285714282,1.7045684734572186
187,HCI-027,Vehicle,467.781204667483,3.173287414441224,1.6659781965188152
188,HCI-010,RO4929097,320.18895,1.7139922760838584,0.7773606081198284
189,HCI-010,RO4929097,181.181486,1.4324667515555831,0.5185016535214128
190,HCI-010,RO4929097,320.250672,2.3406137780275302,1.226886896648412
191,HCI-002,RO4929097,813.693253105011,7.570197861527069,2.920331008284113
192,HCI-002,RO4929097,544.896629308193,5.49264705882353,2.457501591538898
193,HCI-002,RO4929097,882.863839871877,8.058771306818166,3.010559892762336
194,HCI-002,RO4929097,672.699730591046,7.710175758026156,2.946763747603685
196,HCI-002,Vehicle,1701.78684337272,18.89765026953034,4.240134956040598
197,HCI-002,Vehicle,937.476460370106,8.31915410792417,3.0564368425076918
199,HCI-002,Vehicle,1138.00557418436,11.82201179316124,3.5634036597637957
201,HCI-002,Irinotecan,267.0,1.756578947368421,0.8127684182439684
202,HCI-002,Irinotecan,182.0,1.0769230769230769,0.10691520391651188
203,HCI-002,Irinotecan,166.0,1.5961538461538463,0.6745997132058327
204,HCI-002,Irinotecan,744.0,5.636363636363637,2.494764691749578
205,HCI-002,Irinotecan,266.0,1.350253807106599,0.4332306160448134
206,HCI-002,Birinapant + Irinotecan,85.0,0.5182926829268293,-0.9481610684803818
207,HCI-002,Birinapant + Irinotecan,259.0,1.2451923076923077,0.3163685695454618
208,HCI-002,Birinapant + Irinotecan,159.0,0.9352941176470588,-0.09650798085334639
209,HCI-002,Birinapant + Irinotecan,106.0,0.6794871794871795,-0.557481764299049
210,HCI-002,Birinapant + Irinotecan,470.0,2.196261682242991,1.1350499601638528
211,HCI-012,Irinotecan,172.8265,1.5335909631391202,0.6169137408975297
212,HCI-012,Irinotecan,230.625,2.016375813107645,1.0117645541043616
213,HCI-012,Irinotecan,151.552,1.66643209007741,0.7367625263861693
214,HCI-012,Irinotecan,243.089,2.1073852849130046,1.0754541004952387
215,HCI-012,Irinotecan,256.0,2.4548348739979287,1.2956259840200675
216,HCI-012,Birinapant + Irinotecan,1.0,0.00896057347670251,-6.802193216941825
217,HCI-012,Birinapant + Irinotecan,1.0,0.009771016234543474,-6.677275667167312
218,HCI-012,Birinapant + Irinotecan,1.0,0.010470546353108704,-6.5775194657146505
219,HCI-012,Birinapant + Irinotecan,64.827,0.5189065876891058,-0.9464532434083203
220,HCI-012,Birinapant + Irinotecan,13.5,0.1487603305785124,-2.748938235832282
221,HCI-023,Irinotecan,33.212,0.2535267175572519,-1.9797903032553534
222,HCI-023,Irinotecan,1.0,0.00839179618005438,-6.896804646498539
223,HCI-023,Irinotecan,33.212,0.2913333333333334,-1.7792573158826446
224,HCI-023,Irinotecan,1.0,0.007272753719104432,-7.103282562238698
225,HCI-023,Irinotecan,27.216,0.26666666666666666,-1.9068905956085185
226,HCI-023,Birinapant + Irinotecan,1.0,0.006944444444444444,-7.169925001442312
227,HCI-023,Birinapant + Irinotecan,1.0,0.00502210983856428,-7.63749070252438
228,HCI-023,Birinapant + Irinotecan,1.0,0.008928571428571428,-6.807354922057605
229,HCI-023,Birinapant + Irinotecan,1.0,0.008064516129032258,-6.954196310386875
230,HCI-023,Birinapant + Irinotecan,1.0,0.008403361344537815,-6.894817763307944
231,HCI-003,Fulvestrant (40 mg/kg),274.4435,3.7056913313529565,1.8897427158842603
232,HCI-003,Fulvestrant (40 mg/kg),123.008,1.8974809878599965,0.9240854303798653
234,HCI-003,Fulvestrant (200 mg/kg),37.926,0.4025217308243385,-1.312861423197437
238,HCI-003,Vehicle,200.9,2.358645627876397,1.2379586787259158
239,HCI-003,Vehicle,416.0,6.042120551924474,2.5950549688934905
241,HCI-011,Fulvestrant (40 mg/kg),234.476,2.199092136854742,1.1369080510317842
242,HCI-011,Fulvestrant (40 mg/kg),228.096,1.645714285714286,0.7187138896099837
243,HCI-011,Fulvestrant (40 mg/kg),305.942,2.7263670064874885,1.4469797818057546
244,HCI-011,Fulvestrant (40 mg/kg),705.6,3.3950661835818527,1.7634396987099625
245,HCI-011,Fulvestrant (40 mg/kg),193.55,2.0163138594882906,1.0117202262801694
246,HCI-011,Fulvestrant (200 mg/kg),157.115,1.144214838416022,0.194357958775148
247,HCI-011,Fulvestrant (200 mg/kg),272.8125,1.6992369978199937,0.7648870836783949
248,HCI-011,Fulvestrant (200 mg/kg),102.85,1.1354102269716506,0.18321364155970185
249,HCI-011,Fulvestrant (200 mg/kg),117.6,0.7825288457699524,-0.353784160883987
250,HCI-011,Fulvestrant (200 mg/kg),73.75,0.7864569448147161,-0.34656030852490377
251,HCI-011,Vehicle,1031.55,10.451791359325606,3.385678325588797
252,HCI-011,Vehicle,1380.6975,9.764618311432976,3.2875636517961397
253,HCI-011,Vehicle,1687.864,12.914427373446777,3.6909117705690924
254,HCI-011,Vehicle,1320.3125,10.408290764039982,3.3796612654741542
255,HCI-017,Fulvestrant (40 mg/kg),66.816,1.0279384615384615,0.03975389887934283
256,HCI-017,Fulvestrant (40 mg/kg),40.572,0.7043750000000001,-0.5055843896025034
257,HCI-017,Fulvestrant (200 mg/kg),1.0,0.015782828282828284,-5.985500430304885
258,HCI-017,Fulvestrant (200 mg/kg),18.7395,0.23100961538461537,-2.113975192254704
259,HCI-017,Fulvestrant (200 mg/kg),28.0645,0.35182654698626015,-1.5070637497680424
260,HCI-017,Fulvestrant (200 mg/kg),17.9685,0.22407407407407406,-2.1579523597762362
261,HCI-017,Vehicle,94.08,2.1768707482993195,1.1222557500509978
262,HCI-017,Vehicle,89.888,1.6338519703359025,0.7082772788712806
263,HCI-017,Vehicle,191.1,2.56993006993007,1.3617291029453373
