Day,Drug,Other Info,Replicate Number,Sample,Tumor Volume mm3,source_file,excel_sheet
35,Intact,,Mouse 2,HCI-013EI,79.23300000000002,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
42,Intact,,Mouse 2,HCI-013EI,342.4,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
49,Intact,,Mouse 2,HCI-013EI,723.078,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
56,Intact,,Mouse 2,HCI-013EI,1296.875,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
63,Intact,,Mouse 2,HCI-013EI,1793.4,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
7,Intact,,Mouse 3,HCI-013EI,0,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
14,Intact,,Mouse 3,HCI-013EI,62.5,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
21,Intact,,Mouse 3,HCI-013EI,92.69699999999999,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
28,Intact,,Mouse 3,HCI-013EI,197.51600000000002,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
35,Intact,,Mouse 3,HCI-013EI,531.9135000000001,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
42,Intact,,Mouse 3,HCI-013EI,972.0374999999999,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
49,Intact,,Mouse 3,HCI-013EI,1485.8760000000002,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
56,Intact,,Mouse 3,HCI-013EI,1651.952,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
63,Intact,,Mouse 3,HCI-013EI,1983.5529999999999,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
7,OVX,,Mouse 1,HCI-013EI,0,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
14,OVX,,Mouse 1,HCI-013EI,0,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
21,OVX,,Mouse 1,HCI-013EI,32,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
28,OVX,,Mouse 1,HCI-013EI,126,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
35,OVX,,Mouse 1,HCI-013EI,256,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
42,OVX,,Mouse 1,HCI-013EI,405,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
49,OVX,,Mouse 1,HCI-013EI,550,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
56,OVX,,Mouse 1,HCI-013EI,1098.5,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
63,OVX,,Mouse 1,HCI-013EI,1098.5,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
70,OVX,,Mouse 1,HCI-013EI,1183,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
7,OVX,,Mouse 2,HCI-013EI,0,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
14,OVX,,Mouse 2,HCI-013EI,0,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
21,OVX,,Mouse 2,HCI-013EI,0.0625,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
28,OVX,,Mouse 2,HCI-013EI,75,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
35,OVX,,Mouse 2,HCI-013EI,171.5,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
42,OVX,,Mouse 2,HCI-013EI,320,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
49,OVX,,Mouse 2,HCI-013EI,445.5,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
56,OVX,,Mouse 2,HCI-013EI,550,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
63,OVX,,Mouse 2,HCI-013EI,1098.5,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
70,OVX,,Mouse 2,HCI-013EI,2601,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
7,OVX,,Mouse 3,HCI-013EI,0,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
14,OVX,,Mouse 3,HCI-013EI,0,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
21,OVX,,Mouse 3,HCI-013EI,0.0625,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
28,OVX,,Mouse 3,HCI-013EI,62.5,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
35,OVX,,Mouse 3,HCI-013EI,246.5,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
42,OVX,,Mouse 3,HCI-013EI,600,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
49,OVX,,Mouse 3,HCI-013EI,726,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
56,OVX,,Mouse 3,HCI-013EI,1183,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
63,OVX,,Mouse 3,HCI-013EI,1080,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
7,OVX,,Mouse 4,HCI-013EI,0,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
14,OVX,,Mouse 4,HCI-013EI,0,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
21,OVX,,Mouse 4,HCI-013EI,0.0625,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
28,OVX,,Mouse 4,HCI-013EI,126,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
35,OVX,,Mouse 4,HCI-013EI,405,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
42,OVX,,Mouse 4,HCI-013EI,600,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
49,OVX,,Mouse 4,HCI-013EI,786.5,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
56,OVX,,Mouse 4,HCI-013EI,1436.5,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
63,OVX,,Mouse 4,HCI-013EI,1764,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
7,OVX,,Mouse 5,HCI-013EI,0,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
14,OVX,,Mouse 5,HCI-013EI,0,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
21,OVX,,Mouse 5,HCI-013EI,18,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
28,OVX,,Mouse 5,HCI-013EI,32,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
35,OVX,,Mouse 5,HCI-013EI,126,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
42,OVX,,Mouse 5,HCI-013EI,196,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
49,OVX,,Mouse 5,HCI-013EI,288,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
56,OVX,,Mouse 5,HCI-013EI,288,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
63,OVX,,Mouse 5,HCI-013EI,445.5,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
70,OVX,,Mouse 5,HCI-013EI,847,43018_2022_337_MOESM11_ESM.xlsx,ED1d right
7,E2,,Mouse 1,HCI-032,0,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
14,E2,,Mouse 1,HCI-032,0,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
21,E2,,Mouse 1,HCI-032,34.2225,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
28,E2,,Mouse 1,HCI-032,98.78399999999998,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
35,E2,,Mouse 1,HCI-032,117.74000000000001,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
42,E2,,Mouse 1,HCI-032,187.27199999999996,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
49,E2,,Mouse 1,HCI-032,262.808,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
56,E2,,Mouse 1,HCI-032,283.024,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
63,E2,,Mouse 1,HCI-032,306.128,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
70,E2,,Mouse 1,HCI-032,518.94,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
77,E2,,Mouse 1,HCI-032,501.00049999999993,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
84,E2,,Mouse 1,HCI-032,844.74,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
91,E2,,Mouse 1,HCI-032,1032.1905,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
98,E2,,Mouse 1,HCI-032,1225.8039999999999,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
105,E2,,Mouse 1,HCI-032,1421.55,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
7,OVX,,Mouse 1,HCI-032,11.299500000000002,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
14,OVX,,Mouse 1,HCI-032,10.14,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
21,OVX,,Mouse 1,HCI-032,13.719999999999999,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
28,OVX,,Mouse 1,HCI-032,36.14149999999999,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
35,OVX,,Mouse 1,HCI-032,20.480000000000004,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
42,OVX,,Mouse 1,HCI-032,40,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
49,OVX,,Mouse 1,HCI-032,61.056,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
56,OVX,,Mouse 1,HCI-032,47.43200000000001,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
63,OVX,,Mouse 1,HCI-032,55.6875,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
70,OVX,,Mouse 1,HCI-032,81.64800000000001,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
77,OVX,,Mouse 1,HCI-032,87.725,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
84,OVX,,Mouse 1,HCI-032,168.77599999999998,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
91,OVX,,Mouse 1,HCI-032,121.08600000000001,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
98,OVX,,Mouse 1,HCI-032,166.63500000000002,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
105,OVX,,Mouse 1,HCI-032,233.92799999999997,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
112,OVX,,Mouse 1,HCI-032,214.24500000000003,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
119,OVX,,Mouse 1,HCI-032,206.68099999999995,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
126,OVX,,Mouse 1,HCI-032,268.363,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
133,OVX,,Mouse 1,HCI-032,364.366,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
140,OVX,,Mouse 1,HCI-032,360.09600000000006,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
7,OVX,,Mouse 2,HCI-032,15.376000000000003,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
14,OVX,,Mouse 2,HCI-032,24.624,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
21,OVX,,Mouse 2,HCI-032,13.486500000000003,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
28,OVX,,Mouse 2,HCI-032,51.842,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
35,OVX,,Mouse 2,HCI-032,20.480000000000004,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
42,OVX,,Mouse 2,HCI-032,26.695500000000003,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
49,OVX,,Mouse 2,HCI-032,26.695500000000003,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
56,OVX,,Mouse 2,HCI-032,33.54050000000001,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
63,OVX,,Mouse 2,HCI-032,41.1845,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
70,OVX,,Mouse 2,HCI-032,41.1845,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
77,OVX,,Mouse 2,HCI-032,63.74999999999999,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
84,OVX,,Mouse 2,HCI-032,145.926,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
91,OVX,,Mouse 2,HCI-032,147.968,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
98,OVX,,Mouse 2,HCI-032,90.94399999999999,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
105,OVX,,Mouse 2,HCI-032,145.40800000000002,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
112,OVX,,Mouse 2,HCI-032,186.517,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
119,OVX,,Mouse 2,HCI-032,210.9375,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
126,OVX,,Mouse 2,HCI-032,176.4,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
133,OVX,,Mouse 2,HCI-032,239.805,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
140,OVX,,Mouse 2,HCI-032,276.82199999999995,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
7,OVX,,Mouse 3,HCI-032,0,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
14,OVX,,Mouse 3,HCI-032,12.152,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
21,OVX,,Mouse 3,HCI-032,11.299500000000002,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
28,OVX,,Mouse 3,HCI-032,38.80800000000001,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
35,OVX,,Mouse 3,HCI-032,16.384000000000004,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
42,OVX,,Mouse 3,HCI-032,28.88,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
49,OVX,,Mouse 3,HCI-032,16.650000000000002,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
56,OVX,,Mouse 3,HCI-032,29.433500000000002,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
63,OVX,,Mouse 3,HCI-032,30.802500000000002,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
70,OVX,,Mouse 3,HCI-032,29.808,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
77,OVX,,Mouse 3,HCI-032,29.808,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
84,OVX,,Mouse 3,HCI-032,31.046,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
91,OVX,,Mouse 3,HCI-032,37.8225,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
98,OVX,,Mouse 3,HCI-032,47.43200000000001,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
105,OVX,,Mouse 3,HCI-032,67.62599999999999,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
112,OVX,,Mouse 3,HCI-032,84.69999999999999,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
119,OVX,,Mouse 3,HCI-032,92.5965,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
126,OVX,,Mouse 3,HCI-032,93.31200000000001,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
133,OVX,,Mouse 3,HCI-032,109.75999999999999,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
140,OVX,,Mouse 3,HCI-032,129.6,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
7,OVX,,Mouse 4,HCI-032,18.432000000000006,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
14,OVX,,Mouse 4,HCI-032,4,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
21,OVX,,Mouse 4,HCI-032,0.0625,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
28,OVX,,Mouse 4,HCI-032,32.49,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
35,OVX,,Mouse 4,HCI-032,54.080000000000005,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
42,OVX,,Mouse 4,HCI-032,38.663,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
49,OVX,,Mouse 4,HCI-032,32.8,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
56,OVX,,Mouse 4,HCI-032,102.60199999999999,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
63,OVX,,Mouse 4,HCI-032,93.31200000000001,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
70,OVX,,Mouse 4,HCI-032,112.694,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
77,OVX,,Mouse 4,HCI-032,114.873,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
84,OVX,,Mouse 4,HCI-032,154.2125,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
91,OVX,,Mouse 4,HCI-032,157.115,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
98,OVX,,Mouse 4,HCI-032,178.53750000000002,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
105,OVX,,Mouse 4,HCI-032,204.16049999999998,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
112,OVX,,Mouse 4,HCI-032,243.089,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
119,OVX,,Mouse 4,HCI-032,255.528,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
126,OVX,,Mouse 4,HCI-032,240.31799999999998,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
133,OVX,,Mouse 4,HCI-032,275.68399999999997,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
140,OVX,,Mouse 4,HCI-032,340.7360000000001,43018_2022_337_MOESM11_ESM.xlsx,ED1e left
7,Intact,,Mouse 1,HCI-032EI,17.92,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
14,Intact,,Mouse 1,HCI-032EI,20.229999999999997,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
21,Intact,,Mouse 1,HCI-032EI,25.92,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
28,Intact,,Mouse 1,HCI-032EI,32.701499999999996,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
35,Intact,,Mouse 1,HCI-032EI,45.3005,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
42,Intact,,Mouse 1,HCI-032EI,68.92649999999999,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
49,Intact,,Mouse 1,HCI-032EI,67.22800000000001,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
56,Intact,,Mouse 1,HCI-032EI,84.56400000000001,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
63,Intact,,Mouse 1,HCI-032EI,102.3435,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
70,Intact,,Mouse 1,HCI-032EI,139.264,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
77,Intact,,Mouse 1,HCI-032EI,134.54000000000002,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
84,Intact,,Mouse 1,HCI-032EI,130.23499999999999,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
91,Intact,,Mouse 1,HCI-032EI,195.20100000000002,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
98,Intact,,Mouse 1,HCI-032EI,235.46800000000002,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
105,Intact,,Mouse 1,HCI-032EI,209.2015,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
112,Intact,,Mouse 1,HCI-032EI,305.0865,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
119,Intact,,Mouse 1,HCI-032EI,253.125,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
126,Intact,,Mouse 1,HCI-032EI,285.948,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
133,Intact,,Mouse 1,HCI-032EI,318.20849999999996,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
140,Intact,,Mouse 1,HCI-032EI,365.1170000000001,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
7,Intact,,Mouse 2,HCI-032EI,15.376000000000003,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
14,Intact,,Mouse 2,HCI-032EI,13.5,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
21,Intact,,Mouse 2,HCI-032EI,4,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
28,Intact,,Mouse 2,HCI-032EI,10.975999999999997,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
35,Intact,,Mouse 2,HCI-032EI,13.5,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
42,Intact,,Mouse 2,HCI-032EI,21.4375,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
49,Intact,,Mouse 2,HCI-032EI,0,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
56,Intact,,Mouse 2,HCI-032EI,17.408,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
63,Intact,,Mouse 2,HCI-032EI,20.229999999999997,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
70,Intact,,Mouse 2,HCI-032EI,19.651999999999997,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
77,Intact,,Mouse 2,HCI-032EI,18.512999999999998,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
84,Intact,,Mouse 2,HCI-032EI,22.541999999999998,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
91,Intact,,Mouse 2,HCI-032EI,27.380000000000003,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
98,Intact,,Mouse 2,HCI-032EI,23.328000000000003,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
105,Intact,,Mouse 2,HCI-032EI,24.5,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
112,Intact,,Mouse 2,HCI-032EI,34.2225,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
119,Intact,,Mouse 2,HCI-032EI,24.624,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
126,Intact,,Mouse 2,HCI-032EI,29.601999999999997,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
133,Intact,,Mouse 2,HCI-032EI,27.216000000000005,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
140,Intact,,Mouse 2,HCI-032EI,33.462,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
7,Intact,,Mouse 3,HCI-032EI,0,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
14,Intact,,Mouse 3,HCI-032EI,9.841500000000002,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
21,Intact,,Mouse 3,HCI-032EI,0,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
28,Intact,,Mouse 3,HCI-032EI,10.975999999999997,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
35,Intact,,Mouse 3,HCI-032EI,13.5,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
42,Intact,,Mouse 3,HCI-032EI,20.229999999999997,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
49,Intact,,Mouse 3,HCI-032EI,19.601999999999997,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
56,Intact,,Mouse 3,HCI-032EI,22.6625,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
63,Intact,,Mouse 3,HCI-032EI,20.808,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
70,Intact,,Mouse 3,HCI-032EI,23.119999999999997,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
77,Intact,,Mouse 3,HCI-032EI,20.229999999999997,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
84,Intact,,Mouse 3,HCI-032EI,20.690999999999995,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
91,Intact,,Mouse 3,HCI-032EI,33.211999999999996,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
98,Intact,,Mouse 3,HCI-032EI,24.276,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
105,Intact,,Mouse 3,HCI-032EI,37.6,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
112,Intact,,Mouse 3,HCI-032EI,58.824500000000015,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
119,Intact,,Mouse 3,HCI-032EI,43.451499999999996,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
126,Intact,,Mouse 3,HCI-032EI,61.056,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
133,Intact,,Mouse 3,HCI-032EI,40,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
140,Intact,,Mouse 3,HCI-032EI,58.751999999999995,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
7,Intact,,Mouse 4,HCI-032EI,13.5,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
14,Intact,,Mouse 4,HCI-032EI,16.896,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
21,Intact,,Mouse 4,HCI-032EI,4,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
28,Intact,,Mouse 4,HCI-032EI,23.8875,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
35,Intact,,Mouse 4,HCI-032EI,54.675000000000004,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
42,Intact,,Mouse 4,HCI-032EI,40.343999999999994,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
49,Intact,,Mouse 4,HCI-032EI,46.224999999999994,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
56,Intact,,Mouse 4,HCI-032EI,60.74750000000001,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
63,Intact,,Mouse 4,HCI-032EI,72.5,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
70,Intact,,Mouse 4,HCI-032EI,86.52800000000002,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
77,Intact,,Mouse 4,HCI-032EI,105.875,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
84,Intact,,Mouse 4,HCI-032EI,143.65,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
91,Intact,,Mouse 4,HCI-032EI,171.11249999999998,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
98,Intact,,Mouse 4,HCI-032EI,196,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
105,Intact,,Mouse 4,HCI-032EI,214.24249999999998,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
112,Intact,,Mouse 4,HCI-032EI,264.894,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
119,Intact,,Mouse 4,HCI-032EI,303.10900000000004,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
126,Intact,,Mouse 4,HCI-032EI,352.8,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
133,Intact,,Mouse 4,HCI-032EI,403.2750000000001,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
140,Intact,,Mouse 4,HCI-032EI,463.44,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
7,Intact,,Mouse 5,HCI-032EI,0,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
14,Intact,,Mouse 5,HCI-032EI,0,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
21,Intact,,Mouse 5,HCI-032EI,4,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
28,Intact,,Mouse 5,HCI-032EI,0,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
35,Intact,,Mouse 5,HCI-032EI,19.968000000000004,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
42,Intact,,Mouse 5,HCI-032EI,19.456000000000003,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
49,Intact,,Mouse 5,HCI-032EI,18.944000000000006,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
56,Intact,,Mouse 5,HCI-032EI,22.869,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
63,Intact,,Mouse 5,HCI-032EI,25.432,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
70,Intact,,Mouse 5,HCI-032EI,19.968000000000004,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
77,Intact,,Mouse 5,HCI-032EI,26.567999999999998,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
84,Intact,,Mouse 5,HCI-032EI,23.8875,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
91,Intact,,Mouse 5,HCI-032EI,31.768,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
98,Intact,,Mouse 5,HCI-032EI,37.2645,43018_2022_337_MOESM11_ESM.xlsx,ED1e right
