Day,Drug,Other Info,Replicate Number,Sample,Tumor Volume mm3,source_file,excel_sheet
59,Fulvestrant,,M3,HCI-003,118.5885,43018_2022_337_MOESM5_ESM.xlsx,3h left
61,Fulvestrant,,M3,HCI-003,114.464,43018_2022_337_MOESM5_ESM.xlsx,3h left
64,Fulvestrant,,M3,HCI-003,107.3875,43018_2022_337_MOESM5_ESM.xlsx,3h left
66,Fulvestrant,,M3,HCI-003,102.06,43018_2022_337_MOESM5_ESM.xlsx,3h left
68,Fulvestrant,,M3,HCI-003,133.2,43018_2022_337_MOESM5_ESM.xlsx,3h left
71,Fulvestrant,,M3,HCI-003,142.884,43018_2022_337_MOESM5_ESM.xlsx,3h left
73,Fulvestrant,,M3,HCI-003,150.282,43018_2022_337_MOESM5_ESM.xlsx,3h left
75,Fulvestrant,,M3,HCI-003,176.4,43018_2022_337_MOESM5_ESM.xlsx,3h left
78,Fulvestrant,,M3,HCI-003,178.596,43018_2022_337_MOESM5_ESM.xlsx,3h left
80,Fulvestrant,,M3,HCI-003,188.538,43018_2022_337_MOESM5_ESM.xlsx,3h left
82,Fulvestrant,,M3,HCI-003,201.144,43018_2022_337_MOESM5_ESM.xlsx,3h left
85,Fulvestrant,,M3,HCI-003,215.136,43018_2022_337_MOESM5_ESM.xlsx,3h left
87,Fulvestrant,,M3,HCI-003,134.848,43018_2022_337_MOESM5_ESM.xlsx,3h left
89,Fulvestrant,,M3,HCI-003,126.405,43018_2022_337_MOESM5_ESM.xlsx,3h left
100,Fulvestrant,,M3,HCI-003,160.126,43018_2022_337_MOESM5_ESM.xlsx,3h left
103,Fulvestrant,,M3,HCI-003,176.824,43018_2022_337_MOESM5_ESM.xlsx,3h left
107,Fulvestrant,,M3,HCI-003,207.025,43018_2022_337_MOESM5_ESM.xlsx,3h left
110,Fulvestrant,,M3,HCI-003,257.032,43018_2022_337_MOESM5_ESM.xlsx,3h left
113,Fulvestrant,,M3,HCI-003,305.809,43018_2022_337_MOESM5_ESM.xlsx,3h left
116,Fulvestrant,,M3,HCI-003,210.392,43018_2022_337_MOESM5_ESM.xlsx,3h left
120,Fulvestrant,,M3,HCI-003,298.5255,43018_2022_337_MOESM5_ESM.xlsx,3h left
124,Fulvestrant,,M3,HCI-003,300.9375,43018_2022_337_MOESM5_ESM.xlsx,3h left
127,Fulvestrant,,M3,HCI-003,325.494,43018_2022_337_MOESM5_ESM.xlsx,3h left
131,Fulvestrant,,M3,HCI-003,344.4525,43018_2022_337_MOESM5_ESM.xlsx,3h left
134,Fulvestrant,,M3,HCI-003,393.66,43018_2022_337_MOESM5_ESM.xlsx,3h left
138,Fulvestrant,,M3,HCI-003,530.55,43018_2022_337_MOESM5_ESM.xlsx,3h left
141,Fulvestrant,,M3,HCI-003,922.716,43018_2022_337_MOESM5_ESM.xlsx,3h left
144,Fulvestrant,,M3,HCI-003,1110.12,43018_2022_337_MOESM5_ESM.xlsx,3h left
148,Fulvestrant,,M3,HCI-003,1459.6745,43018_2022_337_MOESM5_ESM.xlsx,3h left
151,Fulvestrant,,M3,HCI-003,1460.9375,43018_2022_337_MOESM5_ESM.xlsx,3h left
1,Fulvestrant,,M4,HCI-003,81.9315,43018_2022_337_MOESM5_ESM.xlsx,3h left
3,Fulvestrant,,M4,HCI-003,87.48,43018_2022_337_MOESM5_ESM.xlsx,3h left
5,Fulvestrant,,M4,HCI-003,73.75,43018_2022_337_MOESM5_ESM.xlsx,3h left
8,Fulvestrant,,M4,HCI-003,49.392,43018_2022_337_MOESM5_ESM.xlsx,3h left
10,Fulvestrant,,M4,HCI-003,66.816,43018_2022_337_MOESM5_ESM.xlsx,3h left
12,Fulvestrant,,M4,HCI-003,63.36,43018_2022_337_MOESM5_ESM.xlsx,3h left
15,Fulvestrant,,M4,HCI-003,56.3295,43018_2022_337_MOESM5_ESM.xlsx,3h left
17,Fulvestrant,,M4,HCI-003,62.426,43018_2022_337_MOESM5_ESM.xlsx,3h left
19,Fulvestrant,,M4,HCI-003,61.852,43018_2022_337_MOESM5_ESM.xlsx,3h left
22,Fulvestrant,,M4,HCI-003,61.852,43018_2022_337_MOESM5_ESM.xlsx,3h left
24,Fulvestrant,,M4,HCI-003,68.4285,43018_2022_337_MOESM5_ESM.xlsx,3h left
26,Fulvestrant,,M4,HCI-003,54.1205,43018_2022_337_MOESM5_ESM.xlsx,3h left
29,Fulvestrant,,M4,HCI-003,50.784,43018_2022_337_MOESM5_ESM.xlsx,3h left
31,Fulvestrant,,M4,HCI-003,50.784,43018_2022_337_MOESM5_ESM.xlsx,3h left
33,Fulvestrant,,M4,HCI-003,51.842,43018_2022_337_MOESM5_ESM.xlsx,3h left
36,Fulvestrant,,M4,HCI-003,46.575,43018_2022_337_MOESM5_ESM.xlsx,3h left
38,Fulvestrant,,M4,HCI-003,51.842,43018_2022_337_MOESM5_ESM.xlsx,3h left
40,Fulvestrant,,M4,HCI-003,42.527,43018_2022_337_MOESM5_ESM.xlsx,3h left
43,Fulvestrant,,M4,HCI-003,29.4335,43018_2022_337_MOESM5_ESM.xlsx,3h left
45,Fulvestrant,,M4,HCI-003,47.5875,43018_2022_337_MOESM5_ESM.xlsx,3h left
47,Fulvestrant,,M4,HCI-003,48.4,43018_2022_337_MOESM5_ESM.xlsx,3h left
50,Fulvestrant,,M4,HCI-003,56.074,43018_2022_337_MOESM5_ESM.xlsx,3h left
52,Fulvestrant,,M4,HCI-003,78.416,43018_2022_337_MOESM5_ESM.xlsx,3h left
54,Fulvestrant,,M4,HCI-003,40.572,43018_2022_337_MOESM5_ESM.xlsx,3h left
57,Fulvestrant,,M4,HCI-003,50.784,43018_2022_337_MOESM5_ESM.xlsx,3h left
59,Fulvestrant,,M4,HCI-003,61.852,43018_2022_337_MOESM5_ESM.xlsx,3h left
61,Fulvestrant,,M4,HCI-003,73.75,43018_2022_337_MOESM5_ESM.xlsx,3h left
64,Fulvestrant,,M4,HCI-003,100.352,43018_2022_337_MOESM5_ESM.xlsx,3h left
66,Fulvestrant,,M4,HCI-003,133.2,43018_2022_337_MOESM5_ESM.xlsx,3h left
68,Fulvestrant,,M4,HCI-003,108.8415,43018_2022_337_MOESM5_ESM.xlsx,3h left
71,Fulvestrant,,M4,HCI-003,156.816,43018_2022_337_MOESM5_ESM.xlsx,3h left
73,Fulvestrant,,M4,HCI-003,118.8,43018_2022_337_MOESM5_ESM.xlsx,3h left
75,Fulvestrant,,M4,HCI-003,70.8295,43018_2022_337_MOESM5_ESM.xlsx,3h left
78,Fulvestrant,,M4,HCI-003,141.312,43018_2022_337_MOESM5_ESM.xlsx,3h left
80,Fulvestrant,,M4,HCI-003,145.926,43018_2022_337_MOESM5_ESM.xlsx,3h left
82,Fulvestrant,,M4,HCI-003,110.466,43018_2022_337_MOESM5_ESM.xlsx,3h left
85,Fulvestrant,,M4,HCI-003,108.192,43018_2022_337_MOESM5_ESM.xlsx,3h left
87,Fulvestrant,,M4,HCI-003,132.618,43018_2022_337_MOESM5_ESM.xlsx,3h left
89,Fulvestrant,,M4,HCI-003,168.776,43018_2022_337_MOESM5_ESM.xlsx,3h left
100,Fulvestrant,,M4,HCI-003,183.75,43018_2022_337_MOESM5_ESM.xlsx,3h left
103,Fulvestrant,,M4,HCI-003,143.65,43018_2022_337_MOESM5_ESM.xlsx,3h left
107,Fulvestrant,,M4,HCI-003,112.694,43018_2022_337_MOESM5_ESM.xlsx,3h left
110,Fulvestrant,,M4,HCI-003,128.9925,43018_2022_337_MOESM5_ESM.xlsx,3h left
113,Fulvestrant,,M4,HCI-003,149.916,43018_2022_337_MOESM5_ESM.xlsx,3h left
116,Fulvestrant,,M4,HCI-003,186.624,43018_2022_337_MOESM5_ESM.xlsx,3h left
120,Fulvestrant,,M4,HCI-003,161.172,43018_2022_337_MOESM5_ESM.xlsx,3h left
124,Fulvestrant,,M4,HCI-003,169.0155,43018_2022_337_MOESM5_ESM.xlsx,3h left
127,Fulvestrant,,M4,HCI-003,175.071,43018_2022_337_MOESM5_ESM.xlsx,3h left
131,Fulvestrant,,M4,HCI-003,175.712,43018_2022_337_MOESM5_ESM.xlsx,3h left
134,Fulvestrant,,M4,HCI-003,327.2275,43018_2022_337_MOESM5_ESM.xlsx,3h left
138,Fulvestrant,,M4,HCI-003,299.88,43018_2022_337_MOESM5_ESM.xlsx,3h left
141,Fulvestrant,,M4,HCI-003,295.245,43018_2022_337_MOESM5_ESM.xlsx,3h left
1,Vehicle,,M0,HCI-003,85.176,43018_2022_337_MOESM5_ESM.xlsx,3h left
3,Vehicle,,M0,HCI-003,84.035,43018_2022_337_MOESM5_ESM.xlsx,3h left
5,Vehicle,,M0,HCI-003,103.933,43018_2022_337_MOESM5_ESM.xlsx,3h left
8,Vehicle,,M0,HCI-003,135,43018_2022_337_MOESM5_ESM.xlsx,3h left
10,Vehicle,,M0,HCI-003,165.528,43018_2022_337_MOESM5_ESM.xlsx,3h left
12,Vehicle,,M0,HCI-003,164.775,43018_2022_337_MOESM5_ESM.xlsx,3h left
15,Vehicle,,M0,HCI-003,172.032,43018_2022_337_MOESM5_ESM.xlsx,3h left
17,Vehicle,,M0,HCI-003,198.198,43018_2022_337_MOESM5_ESM.xlsx,3h left
19,Vehicle,,M0,HCI-003,224.3245,43018_2022_337_MOESM5_ESM.xlsx,3h left
22,Vehicle,,M0,HCI-003,200.9,43018_2022_337_MOESM5_ESM.xlsx,3h left
24,Vehicle,,M0,HCI-003,200.9,43018_2022_337_MOESM5_ESM.xlsx,3h left
26,Vehicle,,M0,HCI-003,225.504,43018_2022_337_MOESM5_ESM.xlsx,3h left
29,Vehicle,,M0,HCI-003,240.944,43018_2022_337_MOESM5_ESM.xlsx,3h left
31,Vehicle,,M0,HCI-003,295.704,43018_2022_337_MOESM5_ESM.xlsx,3h left
33,Vehicle,,M0,HCI-003,317.68,43018_2022_337_MOESM5_ESM.xlsx,3h left
36,Vehicle,,M0,HCI-003,352,43018_2022_337_MOESM5_ESM.xlsx,3h left
38,Vehicle,,M0,HCI-003,393.7625,43018_2022_337_MOESM5_ESM.xlsx,3h left
40,Vehicle,,M0,HCI-003,433.664,43018_2022_337_MOESM5_ESM.xlsx,3h left
43,Vehicle,,M0,HCI-003,404.6,43018_2022_337_MOESM5_ESM.xlsx,3h left
45,Vehicle,,M0,HCI-003,376.544,43018_2022_337_MOESM5_ESM.xlsx,3h left
47,Vehicle,,M0,HCI-003,481.95,43018_2022_337_MOESM5_ESM.xlsx,3h left
50,Vehicle,,M0,HCI-003,555.0375,43018_2022_337_MOESM5_ESM.xlsx,3h left
52,Vehicle,,M0,HCI-003,665.856,43018_2022_337_MOESM5_ESM.xlsx,3h left
54,Vehicle,,M0,HCI-003,774.4,43018_2022_337_MOESM5_ESM.xlsx,3h left
57,Vehicle,,M0,HCI-003,810.7,43018_2022_337_MOESM5_ESM.xlsx,3h left
59,Vehicle,,M0,HCI-003,834.176,43018_2022_337_MOESM5_ESM.xlsx,3h left
61,Vehicle,,M0,HCI-003,908.28,43018_2022_337_MOESM5_ESM.xlsx,3h left
64,Vehicle,,M0,HCI-003,935.192,43018_2022_337_MOESM5_ESM.xlsx,3h left
66,Vehicle,,M0,HCI-003,958.23,43018_2022_337_MOESM5_ESM.xlsx,3h left
68,Vehicle,,M0,HCI-003,955.376,43018_2022_337_MOESM5_ESM.xlsx,3h left
71,Vehicle,,M0,HCI-003,1012.5115,43018_2022_337_MOESM5_ESM.xlsx,3h left
73,Vehicle,,M0,HCI-003,1026.6725,43018_2022_337_MOESM5_ESM.xlsx,3h left
75,Vehicle,,M0,HCI-003,1030.376,43018_2022_337_MOESM5_ESM.xlsx,3h left
78,Vehicle,,M0,HCI-003,1054.9945,43018_2022_337_MOESM5_ESM.xlsx,3h left
80,Vehicle,,M0,HCI-003,1051.262,43018_2022_337_MOESM5_ESM.xlsx,3h left
82,Vehicle,,M0,HCI-003,1108.8,43018_2022_337_MOESM5_ESM.xlsx,3h left
85,Vehicle,,M0,HCI-003,1442.688,43018_2022_337_MOESM5_ESM.xlsx,3h left
87,Vehicle,,M0,HCI-003,1448.8875,43018_2022_337_MOESM5_ESM.xlsx,3h left
89,Vehicle,,M0,HCI-003,1477.0315,43018_2022_337_MOESM5_ESM.xlsx,3h left
1,Vehicle,,M1,HCI-003,68.85,43018_2022_337_MOESM5_ESM.xlsx,3h left
3,Vehicle,,M1,HCI-003,75.504,43018_2022_337_MOESM5_ESM.xlsx,3h left
5,Vehicle,,M1,HCI-003,103.68,43018_2022_337_MOESM5_ESM.xlsx,3h left
8,Vehicle,,M1,HCI-003,210.944,43018_2022_337_MOESM5_ESM.xlsx,3h left
10,Vehicle,,M1,HCI-003,237.917,43018_2022_337_MOESM5_ESM.xlsx,3h left
12,Vehicle,,M1,HCI-003,235.6725,43018_2022_337_MOESM5_ESM.xlsx,3h left
15,Vehicle,,M1,HCI-003,254.32,43018_2022_337_MOESM5_ESM.xlsx,3h left
17,Vehicle,,M1,HCI-003,372.552,43018_2022_337_MOESM5_ESM.xlsx,3h left
19,Vehicle,,M1,HCI-003,410.67,43018_2022_337_MOESM5_ESM.xlsx,3h left
22,Vehicle,,M1,HCI-003,416,43018_2022_337_MOESM5_ESM.xlsx,3h left
24,Vehicle,,M1,HCI-003,462.4,43018_2022_337_MOESM5_ESM.xlsx,3h left
26,Vehicle,,M1,HCI-003,458.1185,43018_2022_337_MOESM5_ESM.xlsx,3h left
29,Vehicle,,M1,HCI-003,873.2535,43018_2022_337_MOESM5_ESM.xlsx,3h left
31,Vehicle,,M1,HCI-003,927.288,43018_2022_337_MOESM5_ESM.xlsx,3h left
33,Vehicle,,M1,HCI-003,980.1,43018_2022_337_MOESM5_ESM.xlsx,3h left
36,Vehicle,,M1,HCI-003,962.361,43018_2022_337_MOESM5_ESM.xlsx,3h left
38,Vehicle,,M1,HCI-003,950.616,43018_2022_337_MOESM5_ESM.xlsx,3h left
40,Vehicle,,M1,HCI-003,962.361,43018_2022_337_MOESM5_ESM.xlsx,3h left
43,Vehicle,,M1,HCI-003,904.05,43018_2022_337_MOESM5_ESM.xlsx,3h left
45,Vehicle,,M1,HCI-003,940.992,43018_2022_337_MOESM5_ESM.xlsx,3h left
47,Vehicle,,M1,HCI-003,988.768,43018_2022_337_MOESM5_ESM.xlsx,3h left
50,Vehicle,,M1,HCI-003,1122.688,43018_2022_337_MOESM5_ESM.xlsx,3h left
52,Vehicle,,M1,HCI-003,1273.077,43018_2022_337_MOESM5_ESM.xlsx,3h left
54,Vehicle,,M1,HCI-003,1629.144,43018_2022_337_MOESM5_ESM.xlsx,3h left
57,Vehicle,,M1,HCI-003,1976.072,43018_2022_337_MOESM5_ESM.xlsx,3h left
59,Vehicle,,M1,HCI-003,2024.451,43018_2022_337_MOESM5_ESM.xlsx,3h left
61,Vehicle,,M1,HCI-003,2168.496,43018_2022_337_MOESM5_ESM.xlsx,3h left
64,Vehicle,,M1,HCI-003,2201.352,43018_2022_337_MOESM5_ESM.xlsx,3h left
1,Vehicle,,M2,HCI-003,52,43018_2022_337_MOESM5_ESM.xlsx,3h left
3,Vehicle,,M2,HCI-003,85.833,43018_2022_337_MOESM5_ESM.xlsx,3h left
5,Vehicle,,M2,HCI-003,95.506,43018_2022_337_MOESM5_ESM.xlsx,3h left
8,Vehicle,,M2,HCI-003,119.422,43018_2022_337_MOESM5_ESM.xlsx,3h left
10,Vehicle,,M2,HCI-003,140.8995,43018_2022_337_MOESM5_ESM.xlsx,3h left
12,Vehicle,,M2,HCI-003,119.422,43018_2022_337_MOESM5_ESM.xlsx,3h left
15,Vehicle,,M2,HCI-003,112.896,43018_2022_337_MOESM5_ESM.xlsx,3h left
17,Vehicle,,M2,HCI-003,114.464,43018_2022_337_MOESM5_ESM.xlsx,3h left
19,Vehicle,,M2,HCI-003,172.8265,43018_2022_337_MOESM5_ESM.xlsx,3h left
22,Vehicle,,M2,HCI-003,175.071,43018_2022_337_MOESM5_ESM.xlsx,3h left
24,Vehicle,,M2,HCI-003,170.582,43018_2022_337_MOESM5_ESM.xlsx,3h left
26,Vehicle,,M2,HCI-003,191.1,43018_2022_337_MOESM5_ESM.xlsx,3h left
29,Vehicle,,M2,HCI-003,180.336,43018_2022_337_MOESM5_ESM.xlsx,3h left
31,Vehicle,,M2,HCI-003,180.336,43018_2022_337_MOESM5_ESM.xlsx,3h left
33,Vehicle,,M2,HCI-003,188.0595,43018_2022_337_MOESM5_ESM.xlsx,3h left
36,Vehicle,,M2,HCI-003,184.96,43018_2022_337_MOESM5_ESM.xlsx,3h left
38,Vehicle,,M2,HCI-003,197.5815,43018_2022_337_MOESM5_ESM.xlsx,3h left
40,Vehicle,,M2,HCI-003,202.3425,43018_2022_337_MOESM5_ESM.xlsx,3h left
43,Vehicle,,M2,HCI-003,220.32,43018_2022_337_MOESM5_ESM.xlsx,3h left
45,Vehicle,,M2,HCI-003,299.6715,43018_2022_337_MOESM5_ESM.xlsx,3h left
47,Vehicle,,M2,HCI-003,338.688,43018_2022_337_MOESM5_ESM.xlsx,3h left
50,Vehicle,,M2,HCI-003,230.3,43018_2022_337_MOESM5_ESM.xlsx,3h left
52,Vehicle,,M2,HCI-003,243.648,43018_2022_337_MOESM5_ESM.xlsx,3h left
54,Vehicle,,M2,HCI-003,262.848,43018_2022_337_MOESM5_ESM.xlsx,3h left
57,Vehicle,,M2,HCI-003,282.123,43018_2022_337_MOESM5_ESM.xlsx,3h left
59,Vehicle,,M2,HCI-003,275.2,43018_2022_337_MOESM5_ESM.xlsx,3h left
61,Vehicle,,M2,HCI-003,281.6,43018_2022_337_MOESM5_ESM.xlsx,3h left
64,Vehicle,,M2,HCI-003,288.684,43018_2022_337_MOESM5_ESM.xlsx,3h left
66,Vehicle,,M2,HCI-003,295.245,43018_2022_337_MOESM5_ESM.xlsx,3h left
68,Vehicle,,M2,HCI-003,525,43018_2022_337_MOESM5_ESM.xlsx,3h left
71,Vehicle,,M2,HCI-003,551.412,43018_2022_337_MOESM5_ESM.xlsx,3h left
73,Vehicle,,M2,HCI-003,546.21,43018_2022_337_MOESM5_ESM.xlsx,3h left
75,Vehicle,,M2,HCI-003,623.9705,43018_2022_337_MOESM5_ESM.xlsx,3h left
78,Vehicle,,M2,HCI-003,670.68,43018_2022_337_MOESM5_ESM.xlsx,3h left
80,Vehicle,,M2,HCI-003,688.176,43018_2022_337_MOESM5_ESM.xlsx,3h left
82,Vehicle,,M2,HCI-003,744.15,43018_2022_337_MOESM5_ESM.xlsx,3h left
1,Vehicle,,M3,HCI-003,68.75,43018_2022_337_MOESM5_ESM.xlsx,3h left
3,Vehicle,,M3,HCI-003,75.712,43018_2022_337_MOESM5_ESM.xlsx,3h left
5,Vehicle,,M3,HCI-003,88.938,43018_2022_337_MOESM5_ESM.xlsx,3h left
8,Vehicle,,M3,HCI-003,101.92,43018_2022_337_MOESM5_ESM.xlsx,3h left
10,Vehicle,,M3,HCI-003,132.0955,43018_2022_337_MOESM5_ESM.xlsx,3h left
12,Vehicle,,M3,HCI-003,153.6,43018_2022_337_MOESM5_ESM.xlsx,3h left
15,Vehicle,,M3,HCI-003,172.062,43018_2022_337_MOESM5_ESM.xlsx,3h left
17,Vehicle,,M3,HCI-003,198.832,43018_2022_337_MOESM5_ESM.xlsx,3h left
19,Vehicle,,M3,HCI-003,223.818,43018_2022_337_MOESM5_ESM.xlsx,3h left
22,Vehicle,,M3,HCI-003,331.632,43018_2022_337_MOESM5_ESM.xlsx,3h left
24,Vehicle,,M3,HCI-003,379.456,43018_2022_337_MOESM5_ESM.xlsx,3h left
26,Vehicle,,M3,HCI-003,418.1905,43018_2022_337_MOESM5_ESM.xlsx,3h left
29,Vehicle,,M3,HCI-003,474.624,43018_2022_337_MOESM5_ESM.xlsx,3h left
31,Vehicle,,M3,HCI-003,464.7875,43018_2022_337_MOESM5_ESM.xlsx,3h left
33,Vehicle,,M3,HCI-003,470.016,43018_2022_337_MOESM5_ESM.xlsx,3h left
36,Vehicle,,M3,HCI-003,482.8375,43018_2022_337_MOESM5_ESM.xlsx,3h left
38,Vehicle,,M3,HCI-003,506.88,43018_2022_337_MOESM5_ESM.xlsx,3h left
40,Vehicle,,M3,HCI-003,588.06,43018_2022_337_MOESM5_ESM.xlsx,3h left
43,Vehicle,,M3,HCI-003,600.25,43018_2022_337_MOESM5_ESM.xlsx,3h left
45,Vehicle,,M3,HCI-003,671.3685,43018_2022_337_MOESM5_ESM.xlsx,3h left
47,Vehicle,,M3,HCI-003,596.781,43018_2022_337_MOESM5_ESM.xlsx,3h left
50,Vehicle,,M3,HCI-003,735.488,43018_2022_337_MOESM5_ESM.xlsx,3h left
52,Vehicle,,M3,HCI-003,887.4455,43018_2022_337_MOESM5_ESM.xlsx,3h left
54,Vehicle,,M3,HCI-003,1109.375,43018_2022_337_MOESM5_ESM.xlsx,3h left
1, Fulvestrant ,,M0,HCI-011,137.3125,43018_2022_337_MOESM5_ESM.xlsx,3h right
3, Fulvestrant ,,M0,HCI-011,74.36,43018_2022_337_MOESM5_ESM.xlsx,3h right
5, Fulvestrant ,,M0,HCI-011,63.36,43018_2022_337_MOESM5_ESM.xlsx,3h right
8, Fulvestrant ,,M0,HCI-011,109.33,43018_2022_337_MOESM5_ESM.xlsx,3h right
10, Fulvestrant ,,M0,HCI-011,161.172,43018_2022_337_MOESM5_ESM.xlsx,3h right
12, Fulvestrant ,,M0,HCI-011,93.312,43018_2022_337_MOESM5_ESM.xlsx,3h right
15, Fulvestrant ,,M0,HCI-011,171.088,43018_2022_337_MOESM5_ESM.xlsx,3h right
17, Fulvestrant ,,M0,HCI-011,213.564,43018_2022_337_MOESM5_ESM.xlsx,3h right
19, Fulvestrant ,,M0,HCI-011,176.157,43018_2022_337_MOESM5_ESM.xlsx,3h right
22, Fulvestrant ,,M0,HCI-011,157.115,43018_2022_337_MOESM5_ESM.xlsx,3h right
24, Fulvestrant ,,M0,HCI-011,180.336,43018_2022_337_MOESM5_ESM.xlsx,3h right
26, Fulvestrant ,,M0,HCI-011,273.78,43018_2022_337_MOESM5_ESM.xlsx,3h right
29, Fulvestrant ,,M0,HCI-011,191.1,43018_2022_337_MOESM5_ESM.xlsx,3h right
31, Fulvestrant ,,M0,HCI-011,115.2,43018_2022_337_MOESM5_ESM.xlsx,3h right
33, Fulvestrant ,,M0,HCI-011,116.058,43018_2022_337_MOESM5_ESM.xlsx,3h right
36, Fulvestrant ,,M0,HCI-011,237.1405,43018_2022_337_MOESM5_ESM.xlsx,3h right
38, Fulvestrant ,,M0,HCI-011,255.792,43018_2022_337_MOESM5_ESM.xlsx,3h right
40, Fulvestrant ,,M0,HCI-011,178.9555,43018_2022_337_MOESM5_ESM.xlsx,3h right
43, Fulvestrant ,,M0,HCI-011,191.1,43018_2022_337_MOESM5_ESM.xlsx,3h right
45, Fulvestrant ,,M0,HCI-011,184.049,43018_2022_337_MOESM5_ESM.xlsx,3h right
47, Fulvestrant ,,M0,HCI-011,179.5625,43018_2022_337_MOESM5_ESM.xlsx,3h right
50, Fulvestrant ,,M0,HCI-011,182.648,43018_2022_337_MOESM5_ESM.xlsx,3h right
52, Fulvestrant ,,M0,HCI-011,231.04,43018_2022_337_MOESM5_ESM.xlsx,3h right
54, Fulvestrant ,,M0,HCI-011,243.089,43018_2022_337_MOESM5_ESM.xlsx,3h right
57, Fulvestrant ,,M0,HCI-011,221.804,43018_2022_337_MOESM5_ESM.xlsx,3h right
59, Fulvestrant ,,M0,HCI-011,222.912,43018_2022_337_MOESM5_ESM.xlsx,3h right
61, Fulvestrant ,,M0,HCI-011,209.2015,43018_2022_337_MOESM5_ESM.xlsx,3h right
64, Fulvestrant ,,M0,HCI-011,239.0625,43018_2022_337_MOESM5_ESM.xlsx,3h right
66, Fulvestrant ,,M0,HCI-011,257.032,43018_2022_337_MOESM5_ESM.xlsx,3h right
68, Fulvestrant ,,M0,HCI-011,253.1275,43018_2022_337_MOESM5_ESM.xlsx,3h right
71, Fulvestrant ,,M0,HCI-011,250.463,43018_2022_337_MOESM5_ESM.xlsx,3h right
78, Fulvestrant ,,M0,HCI-011,215.6,43018_2022_337_MOESM5_ESM.xlsx,3h right
85, Fulvestrant ,,M0,HCI-011,179.56,43018_2022_337_MOESM5_ESM.xlsx,3h right
92, Fulvestrant ,,M0,HCI-011,266.805,43018_2022_337_MOESM5_ESM.xlsx,3h right
99, Fulvestrant ,,M0,HCI-011,705.4985,43018_2022_337_MOESM5_ESM.xlsx,3h right
105, Fulvestrant ,,M0,HCI-011,903.474,43018_2022_337_MOESM5_ESM.xlsx,3h right
112, Fulvestrant ,,M0,HCI-011,888.096,43018_2022_337_MOESM5_ESM.xlsx,3h right
120, Fulvestrant ,,M0,HCI-011,835.44,43018_2022_337_MOESM5_ESM.xlsx,3h right
123, Fulvestrant ,,M0,HCI-011,739.26,43018_2022_337_MOESM5_ESM.xlsx,3h right
127, Fulvestrant ,,M0,HCI-011,766.764,43018_2022_337_MOESM5_ESM.xlsx,3h right
130, Fulvestrant ,,M0,HCI-011,912.022,43018_2022_337_MOESM5_ESM.xlsx,3h right
133, Fulvestrant ,,M0,HCI-011,825.246,43018_2022_337_MOESM5_ESM.xlsx,3h right
136, Fulvestrant ,,M0,HCI-011,905.9125,43018_2022_337_MOESM5_ESM.xlsx,3h right
140, Fulvestrant ,,M0,HCI-011,958.8125,43018_2022_337_MOESM5_ESM.xlsx,3h right
144, Fulvestrant ,,M0,HCI-011,698.7685,43018_2022_337_MOESM5_ESM.xlsx,3h right
147, Fulvestrant ,,M0,HCI-011,778.532,43018_2022_337_MOESM5_ESM.xlsx,3h right
151, Fulvestrant ,,M0,HCI-011,905.9125,43018_2022_337_MOESM5_ESM.xlsx,3h right
153, Fulvestrant ,,M0,HCI-011,1076.1135,43018_2022_337_MOESM5_ESM.xlsx,3h right
158, Fulvestrant ,,M0,HCI-011,1123.2,43018_2022_337_MOESM5_ESM.xlsx,3h right
161, Fulvestrant ,,M0,HCI-011,1600.4205,43018_2022_337_MOESM5_ESM.xlsx,3h right
164, Fulvestrant ,,M0,HCI-011,1779.063,43018_2022_337_MOESM5_ESM.xlsx,3h right
168, Fulvestrant ,,M0,HCI-011,2073.6,43018_2022_337_MOESM5_ESM.xlsx,3h right
1, Fulvestrant ,,M1,HCI-011,160.55,43018_2022_337_MOESM5_ESM.xlsx,3h right
3, Fulvestrant ,,M1,HCI-011,97.344,43018_2022_337_MOESM5_ESM.xlsx,3h right
5, Fulvestrant ,,M1,HCI-011,74.88,43018_2022_337_MOESM5_ESM.xlsx,3h right
8, Fulvestrant ,,M1,HCI-011,89.7345,43018_2022_337_MOESM5_ESM.xlsx,3h right
10, Fulvestrant ,,M1,HCI-011,115.182,43018_2022_337_MOESM5_ESM.xlsx,3h right
12, Fulvestrant ,,M1,HCI-011,130.075,43018_2022_337_MOESM5_ESM.xlsx,3h right
15, Fulvestrant ,,M1,HCI-011,119.4875,43018_2022_337_MOESM5_ESM.xlsx,3h right
17, Fulvestrant ,,M1,HCI-011,144.8685,43018_2022_337_MOESM5_ESM.xlsx,3h right
19, Fulvestrant ,,M1,HCI-011,171.058,43018_2022_337_MOESM5_ESM.xlsx,3h right
22, Fulvestrant ,,M1,HCI-011,272.8125,43018_2022_337_MOESM5_ESM.xlsx,3h right
24, Fulvestrant ,,M1,HCI-011,219.006,43018_2022_337_MOESM5_ESM.xlsx,3h right
26, Fulvestrant ,,M1,HCI-011,232.73,43018_2022_337_MOESM5_ESM.xlsx,3h right
29, Fulvestrant ,,M1,HCI-011,241.875,43018_2022_337_MOESM5_ESM.xlsx,3h right
31, Fulvestrant ,,M1,HCI-011,314.237,43018_2022_337_MOESM5_ESM.xlsx,3h right
