MID,Sample,Drug,start_vol,end_vol,duration,V_V0,log(V_V0+1)
170,HCI-015,RO4929097,118.225253282545,103.93428860004,21.0,0.8791208791208829,0.9100578746872044
171,HCI-015,RO4929097,81.7886779448507,129.72309852494,21.0,1.5860764812999057,1.3707649424182675
172,HCI-015,RO4929097,100.598126249915,146.211897634808,21.0,1.4534256559766843,1.2947975553357185
173,HCI-015,RO4929097,118.046072035444,157.184572265493,21.0,1.3315527535579281,1.2212910723693824
174,HCI-015,Vehicle,55.0726404551458,334.857258965762,21.0,6.080283353010616,2.823807098133583
175,HCI-015,Vehicle,132.780656303972,687.046632124352,21.0,5.174297606659741,2.626275023818654
176,HCI-015,Vehicle,98.766636188154,522.759829320329,21.0,5.292878744239631,2.6537201442814022
177,HCI-015,Vehicle,113.380067052728,372.764401097226,21.0,3.2877419354838624,2.1002180775304287
178,HCI-027,RO4929097,118.850086137579,124.1111200116,21.0,1.0442661342956951,1.0315830268210708
179,HCI-027,RO4929097,75.1647970570252,180.512728994649,21.0,2.4015594541910303,1.7661963054899594
180,HCI-027,RO4929097,113.160138834106,250.959985317573,21.0,2.2177419354838643,1.6860486258354677
181,HCI-027,RO4929097,93.1380949145874,466.02052497787,21.0,5.003543667123917,2.5858143210296474
182,HCI-027,RO4929097,99.6868830567028,270.534864172344,21.0,2.7138461538461516,1.8929140528392037
183,HCI-027,Vehicle,88.769811807999,408.047680393463,21.0,4.596694214876031,2.484574925733684
184,HCI-027,Vehicle,78.8716109740029,371.911764274332,21.0,4.715407225508794,2.514856294816246
185,HCI-027,Vehicle,116.47381853005,510.804973457093,21.0,4.385577633700628,2.4291010902816526
186,HCI-027,Vehicle,68.4725821108532,223.173665053648,21.0,3.259314285714282,2.0906211872051363
187,HCI-027,Vehicle,147.412176577095,467.781204667483,21.0,3.173287414441224,2.0611842824776994
188,HCI-010,RO4929097,186.808864,320.18895,21.0,1.7139922760838584,1.4404166149088045
189,HCI-010,RO4929097,126.482158,181.181486,21.0,1.4324667515555831,1.2824200855022965
190,HCI-010,RO4929097,136.823373,320.250672,21.0,2.3406137780275302,1.7401131964611996
191,HCI-002,RO4929097,107.486391767952,813.693253105011,21.0,7.570197861527069,3.099328512453143
192,HCI-002,RO4929097,99.2047410788678,544.896629308193,21.0,5.49264705882353,2.698806786398127
193,HCI-002,RO4929097,109.553157207095,882.863839871877,21.0,8.058771306818166,3.1793153825263962
194,HCI-002,RO4929097,87.2483003893624,672.699730591046,21.0,7.710175758026156,3.122701830497439
196,HCI-002,Vehicle,90.0528276849635,1701.78684337272,21.0,18.89765026953034,4.314526166628706
197,HCI-002,Vehicle,112.688916229733,937.476460370106,21.0,8.31915410792417,3.2201990085612087
199,HCI-002,Vehicle,96.2615834001003,1138.00557418436,21.0,11.82201179316124,3.6805507356512943
201,HCI-002,Irinotecan,152.0,427.0,32.0,2.8092105263157894,1.929492024545651
202,HCI-002,Irinotecan,169.0,158.0,32.0,0.9349112426035503,0.9522673892158982
203,HCI-002,Irinotecan,104.0,185.0,32.0,1.7788461538461537,1.4744859643595867
204,HCI-002,Irinotecan,132.0,1600.0,32.0,12.121212121212121,3.7138290953682715
205,HCI-002,Irinotecan,197.0,415.0,32.0,2.1065989847715736,1.6353360232362755
206,HCI-002,Birinapant + Irinotecan,164.0,143.0,32.0,0.8719512195121951,0.9045428407520958
207,HCI-002,Birinapant + Irinotecan,208.0,547.0,32.0,2.6298076923076925,1.8598931160713492
208,HCI-002,Birinapant + Irinotecan,170.0,296.0,32.0,1.7411764705882353,1.4547952085165785
209,HCI-002,Birinapant + Irinotecan,156.0,275.0,32.0,1.7628205128205128,1.4661418402268498
210,HCI-002,Birinapant + Irinotecan,214.0,461.0,32.0,2.1542056074766354,1.6572767055370463
211,HCI-012,Irinotecan,112.694,292.7825,35.0,2.598030951071042,1.847207597029819
212,HCI-012,Irinotecan,114.376,297.6,35.0,2.60194446387354,1.8487759374041268
213,HCI-012,Irinotecan,90.944,275.2,35.0,3.0260380014074593,2.0093607897911316
214,HCI-012,Irinotecan,115.351,377.196,35.0,3.2699846555296443,2.0942308854356804
215,HCI-012,Irinotecan,104.284,254.144,35.0,2.437037321161444,1.7811655173378522
216,HCI-012,Birinapant + Irinotecan,111.6,0.5,35.0,0.004480286738351255,0.006449250976239281
217,HCI-012,Birinapant + Irinotecan,102.3435,0.5,35.0,0.004885508117271737,0.0070311369456857375
218,HCI-012,Birinapant + Irinotecan,95.506,0.5,35.0,0.005235273176554352,0.007533200628914689
219,HCI-012,Birinapant + Irinotecan,124.93,128.9925,35.0,1.0325182101977106,1.023268278078527
220,HCI-012,Birinapant + Irinotecan,90.75,0.5,35.0,0.005509641873278237,0.007926915771628964
221,HCI-023,Irinotecan,131.0,6.0,32.0,0.04580152671755725,0.06460908142307654
222,HCI-023,Irinotecan,119.164,0.0,32.0,0.0,0.0
223,HCI-023,Irinotecan,114.0,17.92,32.0,0.15719298245614036,0.21062947949800082
224,HCI-023,Irinotecan,137.4995,0.0,32.0,0.0,0.0
225,HCI-023,Irinotecan,102.06,32.0,32.0,0.313541054281795,0.3934612921222147
226,HCI-023,Birinapant + Irinotecan,144.0,0.0,32.0,0.0,0.0
227,HCI-023,Birinapant + Irinotecan,199.1195,0.0,32.0,0.0,0.0
228,HCI-023,Birinapant + Irinotecan,112.0,0.0,32.0,0.0,0.0
229,HCI-023,Birinapant + Irinotecan,124.0,0.0,32.0,0.0,0.0
230,HCI-023,Birinapant + Irinotecan,119.0,0.0,32.0,0.0,0.0
231,HCI-003,Fulvestrant (40 mg/kg),74.06,406.78,25.0,5.492573588981906,2.6987904609803244
232,HCI-003,Fulvestrant (40 mg/kg),64.827,108.8415,25.0,1.6789532139386367,1.4216693857312022
234,HCI-003,Fulvestrant (200 mg/kg),94.221,46.575,25.0,0.4943165536345401,0.579485798718202
238,HCI-003,Vehicle,85.176,225.504,25.0,2.647506339814032,1.8669104857265288
239,HCI-003,Vehicle,68.85,458.1185,25.0,6.653863471314452,2.9361881666172884
241,HCI-011,Fulvestrant (40 mg/kg),106.624,279.7725,37.0,2.6239167542016806,1.8575498152959025
242,HCI-011,Fulvestrant (40 mg/kg),138.6,453.87,37.0,3.2746753246753246,2.0958148468362237
243,HCI-011,Fulvestrant (40 mg/kg),112.216,831.67,37.0,7.411331717402153,3.072334232108574
244,HCI-011,Fulvestrant (40 mg/kg),207.831,1086.532,37.0,5.227959255356516,2.6387595060278395
245,HCI-011,Fulvestrant (40 mg/kg),95.992,228.096,25.0,2.376198016501375,1.755399521653744
246,HCI-011,Fulvestrant (200 mg/kg),137.3125,255.792,37.0,1.8628456986800181,1.5174499142254496
247,HCI-011,Fulvestrant (200 mg/kg),160.55,176.6205,37.0,1.1000965431329803,1.0704556512712424
248,HCI-011,Fulvestrant (200 mg/kg),90.584,99.825,37.0,1.1020158085313079,1.071773519349549
249,HCI-011,Fulvestrant (200 mg/kg),150.282,92.3355,37.0,0.6144148999880225,0.6910113947449846
250,HCI-011,Fulvestrant (200 mg/kg),93.775,107.648,37.0,1.1479392162090107,1.1029531675716475
251,HCI-011,Vehicle,98.696,3021.975,37.0,30.619022047499392,4.982720841804346
252,HCI-011,Vehicle,141.398,2019.0445,23.0,14.27915882827197,3.9334932149831983
253,HCI-011,Vehicle,130.696,2097.2,23.0,16.04639774744445,4.091394995370219
254,HCI-011,Vehicle,126.852,2402.816,37.0,18.941885031375143,4.3177298836043905
255,HCI-017,Fulvestrant (40 mg/kg),65.0,43.218,46.0,0.6648923076923078,0.7354288606700838
256,HCI-017,Fulvestrant (40 mg/kg),57.6,123.008,46.0,2.1355555555555554,1.648721081380227
257,HCI-017,Fulvestrant (200 mg/kg),63.36,0.5,46.0,0.007891414141414142,0.011340217490483974
258,HCI-017,Fulvestrant (200 mg/kg),81.12,0.5,46.0,0.006163708086785009,0.008865058254759887
259,HCI-017,Fulvestrant (200 mg/kg),79.768,1.0,46.0,0.012536355430749173,0.017973709338523405
260,HCI-017,Fulvestrant (200 mg/kg),80.19,13.5,46.0,0.16835016835016836,0.224472731777495
261,HCI-017,Vehicle,43.218,249.444,46.0,5.7717617659308615,2.7595312193712096
262,HCI-017,Vehicle,55.016,172.8265,46.0,3.141386142213175,2.050113725645231
263,HCI-017,Vehicle,74.36,292.7825,46.0,3.937365519096289,2.303741453478352
