Day,Drug,Other Info,Replicate Number,Sample,Tumor Volume mm3,source_file,excel_sheet
18.0,Vehicle,,M0,HCI-001,535.0,43018_2022_337_MOESM7_ESM.xlsx,6f bottom right
22.0,Vehicle,,M0,HCI-001,806.725,43018_2022_337_MOESM7_ESM.xlsx,6f bottom right
1.0,Vehicle,,M1,HCI-001,93.288,43018_2022_337_MOESM7_ESM.xlsx,6f bottom right
4.0,Vehicle,,M1,HCI-001,229.992,43018_2022_337_MOESM7_ESM.xlsx,6f bottom right
8.0,Vehicle,,M1,HCI-001,336.518,43018_2022_337_MOESM7_ESM.xlsx,6f bottom right
11.0,Vehicle,,M1,HCI-001,380.208,43018_2022_337_MOESM7_ESM.xlsx,6f bottom right
15.0,Vehicle,,M1,HCI-001,419.4765,43018_2022_337_MOESM7_ESM.xlsx,6f bottom right
18.0,Vehicle,,M1,HCI-001,584.325,43018_2022_337_MOESM7_ESM.xlsx,6f bottom right
22.0,Vehicle,,M1,HCI-001,792.756,43018_2022_337_MOESM7_ESM.xlsx,6f bottom right
1.0,Vehicle,,M2,HCI-001,125.316,43018_2022_337_MOESM7_ESM.xlsx,6f bottom right
4.0,Vehicle,,M2,HCI-001,261.612,43018_2022_337_MOESM7_ESM.xlsx,6f bottom right
8.0,Vehicle,,M2,HCI-001,285.4035,43018_2022_337_MOESM7_ESM.xlsx,6f bottom right
11.0,Vehicle,,M2,HCI-001,342.216,43018_2022_337_MOESM7_ESM.xlsx,6f bottom right
15.0,Vehicle,,M2,HCI-001,461.041,43018_2022_337_MOESM7_ESM.xlsx,6f bottom right
18.0,Vehicle,,M2,HCI-001,415.152,43018_2022_337_MOESM7_ESM.xlsx,6f bottom right
22.0,Vehicle,,M2,HCI-001,586.5575,43018_2022_337_MOESM7_ESM.xlsx,6f bottom right
1.0,Vehicle,,M3,HCI-001,85.6745,43018_2022_337_MOESM7_ESM.xlsx,6f bottom right
4.0,Vehicle,,M3,HCI-001,136.462,43018_2022_337_MOESM7_ESM.xlsx,6f bottom right
8.0,Vehicle,,M3,HCI-001,274.604,43018_2022_337_MOESM7_ESM.xlsx,6f bottom right
11.0,Vehicle,,M3,HCI-001,258.75,43018_2022_337_MOESM7_ESM.xlsx,6f bottom right
15.0,Vehicle,,M3,HCI-001,366.102,43018_2022_337_MOESM7_ESM.xlsx,6f bottom right
18.0,Vehicle,,M3,HCI-001,470.596,43018_2022_337_MOESM7_ESM.xlsx,6f bottom right
22.0,Vehicle,,M3,HCI-001,668.542,43018_2022_337_MOESM7_ESM.xlsx,6f bottom right
1.0,Vehicle,,M4,HCI-001,118.8,43018_2022_337_MOESM7_ESM.xlsx,6f bottom right
4.0,Vehicle,,M4,HCI-001,183.2985,43018_2022_337_MOESM7_ESM.xlsx,6f bottom right
8.0,Vehicle,,M4,HCI-001,282.906,43018_2022_337_MOESM7_ESM.xlsx,6f bottom right
11.0,Vehicle,,M4,HCI-001,274.36,43018_2022_337_MOESM7_ESM.xlsx,6f bottom right
15.0,Vehicle,,M4,HCI-001,328.104,43018_2022_337_MOESM7_ESM.xlsx,6f bottom right
18.0,Vehicle,,M4,HCI-001,489.804,43018_2022_337_MOESM7_ESM.xlsx,6f bottom right
22.0,Vehicle,,M4,HCI-001,560.0,43018_2022_337_MOESM7_ESM.xlsx,6f bottom right
1.0,Vehicle,,M5,HCI-001,166.464,43018_2022_337_MOESM7_ESM.xlsx,6f bottom right
4.0,Vehicle,,M5,HCI-001,216.5625,43018_2022_337_MOESM7_ESM.xlsx,6f bottom right
8.0,Vehicle,,M5,HCI-001,371.712,43018_2022_337_MOESM7_ESM.xlsx,6f bottom right
11.0,Vehicle,,M5,HCI-001,392.0895,43018_2022_337_MOESM7_ESM.xlsx,6f bottom right
15.0,Vehicle,,M5,HCI-001,587.826,43018_2022_337_MOESM7_ESM.xlsx,6f bottom right
18.0,Vehicle,,M5,HCI-001,708.736,43018_2022_337_MOESM7_ESM.xlsx,6f bottom right
22.0,Vehicle,,M5,HCI-001,770.0625,43018_2022_337_MOESM7_ESM.xlsx,6f bottom right
1.0,Birinapant,,M0,HCI-027,93.775,43018_2022_337_MOESM9_ESM.xlsx,7c top
4.0,Birinapant,,M0,HCI-027,36.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
8.0,Birinapant,,M0,HCI-027,4.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
12.0,Birinapant,,M0,HCI-027,0.5,43018_2022_337_MOESM9_ESM.xlsx,7c top
15.0,Birinapant,,M0,HCI-027,0.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
19.0,Birinapant,,M0,HCI-027,0.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
22.0,Birinapant,,M0,HCI-027,0.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
26.0,Birinapant,,M0,HCI-027,0.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
29.0,Birinapant,,M0,HCI-027,0.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
32.0,Birinapant,,M0,HCI-027,0.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
1.0,Birinapant,,M1,HCI-027,79.768,43018_2022_337_MOESM9_ESM.xlsx,7c top
4.0,Birinapant,,M1,HCI-027,35.301,43018_2022_337_MOESM9_ESM.xlsx,7c top
8.0,Birinapant,,M1,HCI-027,0.5,43018_2022_337_MOESM9_ESM.xlsx,7c top
12.0,Birinapant,,M1,HCI-027,0.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
15.0,Birinapant,,M1,HCI-027,0.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
19.0,Birinapant,,M1,HCI-027,0.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
22.0,Birinapant,,M1,HCI-027,0.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
26.0,Birinapant,,M1,HCI-027,0.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
29.0,Birinapant,,M1,HCI-027,0.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
32.0,Birinapant,,M1,HCI-027,0.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
1.0,Birinapant,,M2,HCI-027,82.8655,43018_2022_337_MOESM9_ESM.xlsx,7c top
4.0,Birinapant,,M2,HCI-027,41.1845,43018_2022_337_MOESM9_ESM.xlsx,7c top
8.0,Birinapant,,M2,HCI-027,13.5,43018_2022_337_MOESM9_ESM.xlsx,7c top
12.0,Birinapant,,M2,HCI-027,0.5,43018_2022_337_MOESM9_ESM.xlsx,7c top
15.0,Birinapant,,M2,HCI-027,0.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
19.0,Birinapant,,M2,HCI-027,0.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
22.0,Birinapant,,M2,HCI-027,0.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
26.0,Birinapant,,M2,HCI-027,0.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
29.0,Birinapant,,M2,HCI-027,0.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
32.0,Birinapant,,M2,HCI-027,0.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
1.0,Birinapant,,M3,HCI-027,67.626,43018_2022_337_MOESM9_ESM.xlsx,7c top
4.0,Birinapant,,M3,HCI-027,44.528,43018_2022_337_MOESM9_ESM.xlsx,7c top
8.0,Birinapant,,M3,HCI-027,0.5,43018_2022_337_MOESM9_ESM.xlsx,7c top
12.0,Birinapant,,M3,HCI-027,0.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
15.0,Birinapant,,M3,HCI-027,0.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
19.0,Birinapant,,M3,HCI-027,0.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
22.0,Birinapant,,M3,HCI-027,0.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
26.0,Birinapant,,M3,HCI-027,0.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
29.0,Birinapant,,M3,HCI-027,0.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
32.0,Birinapant,,M3,HCI-027,0.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
1.0,Birinapant,,M4,HCI-027,124.93,43018_2022_337_MOESM9_ESM.xlsx,7c top
4.0,Birinapant,,M4,HCI-027,29.4335,43018_2022_337_MOESM9_ESM.xlsx,7c top
8.0,Birinapant,,M4,HCI-027,4.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
12.0,Birinapant,,M4,HCI-027,0.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
15.0,Birinapant,,M4,HCI-027,0.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
19.0,Birinapant,,M4,HCI-027,0.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
22.0,Birinapant,,M4,HCI-027,0.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
26.0,Birinapant,,M4,HCI-027,0.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
29.0,Birinapant,,M4,HCI-027,0.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
32.0,Birinapant,,M4,HCI-027,0.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
1.0,Birinapant,,M0,HCI-015,88.434,43018_2022_337_MOESM9_ESM.xlsx,7c top
3.0,Birinapant,,M0,HCI-015,61.852,43018_2022_337_MOESM9_ESM.xlsx,7c top
5.0,Birinapant,,M0,HCI-015,36.8,43018_2022_337_MOESM9_ESM.xlsx,7c top
8.0,Birinapant,,M0,HCI-015,13.5,43018_2022_337_MOESM9_ESM.xlsx,7c top
10.0,Birinapant,,M0,HCI-015,6.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
12.0,Birinapant,,M0,HCI-015,6.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
15.0,Birinapant,,M0,HCI-015,0.5,43018_2022_337_MOESM9_ESM.xlsx,7c top
17.0,Birinapant,,M0,HCI-015,1.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
19.0,Birinapant,,M0,HCI-015,4.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
22.0,Birinapant,,M0,HCI-015,4.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
24.0,Birinapant,,M0,HCI-015,0.5,43018_2022_337_MOESM9_ESM.xlsx,7c top
26.0,Birinapant,,M0,HCI-015,4.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
29.0,Birinapant,,M0,HCI-015,4.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
31.0,Birinapant,,M0,HCI-015,6.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
33.0,Birinapant,,M0,HCI-015,4.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
1.0,Birinapant,,M1,HCI-015,86.022,43018_2022_337_MOESM9_ESM.xlsx,7c top
3.0,Birinapant,,M1,HCI-015,55.6875,43018_2022_337_MOESM9_ESM.xlsx,7c top
5.0,Birinapant,,M1,HCI-015,48.668,43018_2022_337_MOESM9_ESM.xlsx,7c top
8.0,Birinapant,,M1,HCI-015,42.527,43018_2022_337_MOESM9_ESM.xlsx,7c top
10.0,Birinapant,,M1,HCI-015,36.8,43018_2022_337_MOESM9_ESM.xlsx,7c top
12.0,Birinapant,,M1,HCI-015,34.983,43018_2022_337_MOESM9_ESM.xlsx,7c top
15.0,Birinapant,,M1,HCI-015,49.6125,43018_2022_337_MOESM9_ESM.xlsx,7c top
17.0,Birinapant,,M1,HCI-015,51.842,43018_2022_337_MOESM9_ESM.xlsx,7c top
19.0,Birinapant,,M1,HCI-015,58.752,43018_2022_337_MOESM9_ESM.xlsx,7c top
22.0,Birinapant,,M1,HCI-015,37.6,43018_2022_337_MOESM9_ESM.xlsx,7c top
24.0,Birinapant,,M1,HCI-015,25.92,43018_2022_337_MOESM9_ESM.xlsx,7c top
26.0,Birinapant,,M1,HCI-015,23.328,43018_2022_337_MOESM9_ESM.xlsx,7c top
29.0,Birinapant,,M1,HCI-015,32.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
31.0,Birinapant,,M1,HCI-015,41.6025,43018_2022_337_MOESM9_ESM.xlsx,7c top
33.0,Birinapant,,M1,HCI-015,41.454,43018_2022_337_MOESM9_ESM.xlsx,7c top
1.0,Birinapant,,M2,HCI-015,124.2,43018_2022_337_MOESM9_ESM.xlsx,7c top
3.0,Birinapant,,M2,HCI-015,104.43,43018_2022_337_MOESM9_ESM.xlsx,7c top
5.0,Birinapant,,M2,HCI-015,44.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
8.0,Birinapant,,M2,HCI-015,85.6745,43018_2022_337_MOESM9_ESM.xlsx,7c top
10.0,Birinapant,,M2,HCI-015,66.816,43018_2022_337_MOESM9_ESM.xlsx,7c top
12.0,Birinapant,,M2,HCI-015,49.923,43018_2022_337_MOESM9_ESM.xlsx,7c top
15.0,Birinapant,,M2,HCI-015,63.6265,43018_2022_337_MOESM9_ESM.xlsx,7c top
17.0,Birinapant,,M2,HCI-015,58.19,43018_2022_337_MOESM9_ESM.xlsx,7c top
19.0,Birinapant,,M2,HCI-015,60.306,43018_2022_337_MOESM9_ESM.xlsx,7c top
22.0,Birinapant,,M2,HCI-015,50.625,43018_2022_337_MOESM9_ESM.xlsx,7c top
24.0,Birinapant,,M2,HCI-015,41.6025,43018_2022_337_MOESM9_ESM.xlsx,7c top
26.0,Birinapant,,M2,HCI-015,65.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
29.0,Birinapant,,M2,HCI-015,66.25,43018_2022_337_MOESM9_ESM.xlsx,7c top
31.0,Birinapant,,M2,HCI-015,75.712,43018_2022_337_MOESM9_ESM.xlsx,7c top
33.0,Birinapant,,M2,HCI-015,50.274,43018_2022_337_MOESM9_ESM.xlsx,7c top
1.0,Birinapant,,M3,HCI-015,87.48,43018_2022_337_MOESM9_ESM.xlsx,7c top
3.0,Birinapant,,M3,HCI-015,77.2475,43018_2022_337_MOESM9_ESM.xlsx,7c top
5.0,Birinapant,,M3,HCI-015,37.8225,43018_2022_337_MOESM9_ESM.xlsx,7c top
8.0,Birinapant,,M3,HCI-015,24.624,43018_2022_337_MOESM9_ESM.xlsx,7c top
10.0,Birinapant,,M3,HCI-015,6.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
12.0,Birinapant,,M3,HCI-015,0.5,43018_2022_337_MOESM9_ESM.xlsx,7c top
15.0,Birinapant,,M3,HCI-015,0.5,43018_2022_337_MOESM9_ESM.xlsx,7c top
17.0,Birinapant,,M3,HCI-015,0.5,43018_2022_337_MOESM9_ESM.xlsx,7c top
19.0,Birinapant,,M3,HCI-015,0.5,43018_2022_337_MOESM9_ESM.xlsx,7c top
22.0,Birinapant,,M3,HCI-015,4.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
24.0,Birinapant,,M3,HCI-015,13.5,43018_2022_337_MOESM9_ESM.xlsx,7c top
26.0,Birinapant,,M3,HCI-015,13.5,43018_2022_337_MOESM9_ESM.xlsx,7c top
29.0,Birinapant,,M3,HCI-015,18.513,43018_2022_337_MOESM9_ESM.xlsx,7c top
31.0,Birinapant,,M3,HCI-015,32.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
33.0,Birinapant,,M3,HCI-015,109.6515,43018_2022_337_MOESM9_ESM.xlsx,7c top
1.0,Birinapant,,M4,HCI-015,104.284,43018_2022_337_MOESM9_ESM.xlsx,7c top
3.0,Birinapant,,M4,HCI-015,84.564,43018_2022_337_MOESM9_ESM.xlsx,7c top
5.0,Birinapant,,M4,HCI-015,40.572,43018_2022_337_MOESM9_ESM.xlsx,7c top
8.0,Birinapant,,M4,HCI-015,14.8955,43018_2022_337_MOESM9_ESM.xlsx,7c top
10.0,Birinapant,,M4,HCI-015,6.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
12.0,Birinapant,,M4,HCI-015,0.5,43018_2022_337_MOESM9_ESM.xlsx,7c top
15.0,Birinapant,,M4,HCI-015,0.5,43018_2022_337_MOESM9_ESM.xlsx,7c top
17.0,Birinapant,,M4,HCI-015,0.5,43018_2022_337_MOESM9_ESM.xlsx,7c top
19.0,Birinapant,,M4,HCI-015,0.5,43018_2022_337_MOESM9_ESM.xlsx,7c top
22.0,Birinapant,,M4,HCI-015,0.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
24.0,Birinapant,,M4,HCI-015,0.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
26.0,Birinapant,,M4,HCI-015,0.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
29.0,Birinapant,,M4,HCI-015,0.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
31.0,Birinapant,,M4,HCI-015,0.5,43018_2022_337_MOESM9_ESM.xlsx,7c top
33.0,Birinapant,,M4,HCI-015,4.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
1.0,Birinapant,,M0,HCI-001,71.656,43018_2022_337_MOESM9_ESM.xlsx,7c top
4.0,Birinapant,,M0,HCI-001,90.75,43018_2022_337_MOESM9_ESM.xlsx,7c top
8.0,Birinapant,,M0,HCI-001,231.04,43018_2022_337_MOESM9_ESM.xlsx,7c top
11.0,Birinapant,,M0,HCI-001,261.612,43018_2022_337_MOESM9_ESM.xlsx,7c top
15.0,Birinapant,,M0,HCI-001,322.752,43018_2022_337_MOESM9_ESM.xlsx,7c top
18.0,Birinapant,,M0,HCI-001,400.9875,43018_2022_337_MOESM9_ESM.xlsx,7c top
22.0,Birinapant,,M0,HCI-001,625.931,43018_2022_337_MOESM9_ESM.xlsx,7c top
25.0,Birinapant,,M0,HCI-001,1015.2,43018_2022_337_MOESM9_ESM.xlsx,7c top
29.0,Birinapant,,M0,HCI-001,1590.48,43018_2022_337_MOESM9_ESM.xlsx,7c top
32.0,Birinapant,,M0,HCI-001,2194.8085,43018_2022_337_MOESM9_ESM.xlsx,7c top
36.0,Birinapant,,M0,HCI-001,2409.026,43018_2022_337_MOESM9_ESM.xlsx,7c top
1.0,Birinapant,,M1,HCI-001,97.47,43018_2022_337_MOESM9_ESM.xlsx,7c top
4.0,Birinapant,,M1,HCI-001,148.104,43018_2022_337_MOESM9_ESM.xlsx,7c top
8.0,Birinapant,,M1,HCI-001,217.728,43018_2022_337_MOESM9_ESM.xlsx,7c top
11.0,Birinapant,,M1,HCI-001,372.287,43018_2022_337_MOESM9_ESM.xlsx,7c top
15.0,Birinapant,,M1,HCI-001,455.054,43018_2022_337_MOESM9_ESM.xlsx,7c top
18.0,Birinapant,,M1,HCI-001,934.626,43018_2022_337_MOESM9_ESM.xlsx,7c top
22.0,Birinapant,,M1,HCI-001,1006.1415,43018_2022_337_MOESM9_ESM.xlsx,7c top
25.0,Birinapant,,M1,HCI-001,1335.1,43018_2022_337_MOESM9_ESM.xlsx,7c top
29.0,Birinapant,,M1,HCI-001,1749.528,43018_2022_337_MOESM9_ESM.xlsx,7c top
32.0,Birinapant,,M1,HCI-001,1783.055,43018_2022_337_MOESM9_ESM.xlsx,7c top
36.0,Birinapant,,M1,HCI-001,2228.122,43018_2022_337_MOESM9_ESM.xlsx,7c top
1.0,Birinapant,,M2,HCI-001,96.8,43018_2022_337_MOESM9_ESM.xlsx,7c top
4.0,Birinapant,,M2,HCI-001,195.201,43018_2022_337_MOESM9_ESM.xlsx,7c top
8.0,Birinapant,,M2,HCI-001,227.254,43018_2022_337_MOESM9_ESM.xlsx,7c top
11.0,Birinapant,,M2,HCI-001,324.7695,43018_2022_337_MOESM9_ESM.xlsx,7c top
15.0,Birinapant,,M2,HCI-001,449.748,43018_2022_337_MOESM9_ESM.xlsx,7c top
18.0,Birinapant,,M2,HCI-001,523.45,43018_2022_337_MOESM9_ESM.xlsx,7c top
22.0,Birinapant,,M2,HCI-001,752.812,43018_2022_337_MOESM9_ESM.xlsx,7c top
25.0,Birinapant,,M2,HCI-001,1063.692,43018_2022_337_MOESM9_ESM.xlsx,7c top
29.0,Birinapant,,M2,HCI-001,1048.385,43018_2022_337_MOESM9_ESM.xlsx,7c top
32.0,Birinapant,,M2,HCI-001,1487.717,43018_2022_337_MOESM9_ESM.xlsx,7c top
36.0,Birinapant,,M2,HCI-001,1324.224,43018_2022_337_MOESM9_ESM.xlsx,7c top
1.0,Birinapant,,M3,HCI-001,90.944,43018_2022_337_MOESM9_ESM.xlsx,7c top
4.0,Birinapant,,M3,HCI-001,178.5375,43018_2022_337_MOESM9_ESM.xlsx,7c top
8.0,Birinapant,,M3,HCI-001,352.8,43018_2022_337_MOESM9_ESM.xlsx,7c top
11.0,Birinapant,,M3,HCI-001,485.002,43018_2022_337_MOESM9_ESM.xlsx,7c top
15.0,Birinapant,,M3,HCI-001,650.475,43018_2022_337_MOESM9_ESM.xlsx,7c top
18.0,Birinapant,,M3,HCI-001,634.834,43018_2022_337_MOESM9_ESM.xlsx,7c top
22.0,Birinapant,,M3,HCI-001,616.512,43018_2022_337_MOESM9_ESM.xlsx,7c top
25.0,Birinapant,,M3,HCI-001,983.213,43018_2022_337_MOESM9_ESM.xlsx,7c top
29.0,Birinapant,,M3,HCI-001,1968.219,43018_2022_337_MOESM9_ESM.xlsx,7c top
32.0,Birinapant,,M3,HCI-001,2485.309,43018_2022_337_MOESM9_ESM.xlsx,7c top
36.0,Birinapant,,M3,HCI-001,1986.336,43018_2022_337_MOESM9_ESM.xlsx,7c top
1.0,Birinapant,,M4,HCI-001,102.602,43018_2022_337_MOESM9_ESM.xlsx,7c top
4.0,Birinapant,,M4,HCI-001,124.93,43018_2022_337_MOESM9_ESM.xlsx,7c top
8.0,Birinapant,,M4,HCI-001,221.778,43018_2022_337_MOESM9_ESM.xlsx,7c top
11.0,Birinapant,,M4,HCI-001,242.592,43018_2022_337_MOESM9_ESM.xlsx,7c top
15.0,Birinapant,,M4,HCI-001,496.375,43018_2022_337_MOESM9_ESM.xlsx,7c top
18.0,Birinapant,,M4,HCI-001,496.375,43018_2022_337_MOESM9_ESM.xlsx,7c top
22.0,Birinapant,,M4,HCI-001,594.88,43018_2022_337_MOESM9_ESM.xlsx,7c top
25.0,Birinapant,,M4,HCI-001,714.618,43018_2022_337_MOESM9_ESM.xlsx,7c top
29.0,Birinapant,,M4,HCI-001,831.744,43018_2022_337_MOESM9_ESM.xlsx,7c top
32.0,Birinapant,,M4,HCI-001,1023.414,43018_2022_337_MOESM9_ESM.xlsx,7c top
36.0,Birinapant,,M4,HCI-001,1059.174,43018_2022_337_MOESM9_ESM.xlsx,7c top
1.0,Birinapant,,M0,HCI-002,144.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
3.0,Birinapant,,M0,HCI-002,276.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
5.0,Birinapant,,M0,HCI-002,402.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
8.0,Birinapant,,M0,HCI-002,368.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
10.0,Birinapant,,M0,HCI-002,915.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
12.0,Birinapant,,M0,HCI-002,853.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
15.0,Birinapant,,M0,HCI-002,1068.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
17.0,Birinapant,,M0,HCI-002,1573.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
19.0,Birinapant,,M0,HCI-002,1748.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
22.0,Birinapant,,M0,HCI-002,3079.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
24.0,Birinapant,,M0,HCI-002,4126.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
26.0,Birinapant,,M0,HCI-002,5233.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
1.0,Birinapant,,M1,HCI-002,157.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
3.0,Birinapant,,M1,HCI-002,250.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
5.0,Birinapant,,M1,HCI-002,187.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
8.0,Birinapant,,M1,HCI-002,307.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
10.0,Birinapant,,M1,HCI-002,374.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
12.0,Birinapant,,M1,HCI-002,557.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
15.0,Birinapant,,M1,HCI-002,535.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
17.0,Birinapant,,M1,HCI-002,1139.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
19.0,Birinapant,,M1,HCI-002,1473.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
22.0,Birinapant,,M1,HCI-002,2776.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
24.0,Birinapant,,M1,HCI-002,3938.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
1.0,Birinapant,,M2,HCI-002,172.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
3.0,Birinapant,,M2,HCI-002,217.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
5.0,Birinapant,,M2,HCI-002,394.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
8.0,Birinapant,,M2,HCI-002,415.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
10.0,Birinapant,,M2,HCI-002,789.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
12.0,Birinapant,,M2,HCI-002,1098.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
15.0,Birinapant,,M2,HCI-002,1388.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
17.0,Birinapant,,M2,HCI-002,1693.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
19.0,Birinapant,,M2,HCI-002,2044.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
22.0,Birinapant,,M2,HCI-002,2391.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
24.0,Birinapant,,M2,HCI-002,3425.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
26.0,Birinapant,,M2,HCI-002,3047.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
29.0,Birinapant,,M2,HCI-002,4182.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
1.0,Birinapant,,M3,HCI-002,155.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
3.0,Birinapant,,M3,HCI-002,166.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
5.0,Birinapant,,M3,HCI-002,163.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
8.0,Birinapant,,M3,HCI-002,249.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
10.0,Birinapant,,M3,HCI-002,465.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
12.0,Birinapant,,M3,HCI-002,734.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
15.0,Birinapant,,M3,HCI-002,871.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
17.0,Birinapant,,M3,HCI-002,1229.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
19.0,Birinapant,,M3,HCI-002,1207.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
22.0,Birinapant,,M3,HCI-002,1682.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
24.0,Birinapant,,M3,HCI-002,2058.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
26.0,Birinapant,,M3,HCI-002,1636.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
29.0,Birinapant,,M3,HCI-002,1938.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
31.0,Birinapant,,M3,HCI-002,3677.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
33.0,Birinapant,,M3,HCI-002,3199.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
1.0,Birinapant,,M4,HCI-002,176.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
3.0,Birinapant,,M4,HCI-002,409.0,43018_2022_337_MOESM9_ESM.xlsx,7c top
