source,target,percent-heldout,seed,raw_overlap
GDSC,REP,85,2,0.5944893084366512
GDSC,REP,85,3,0.5970852975169406
GDSC,REP,85,4,0.5947288960057858
GDSC,REP,85,5,0.5994313906788646
GDSC,REP,85,6,0.5978755977766195
GDSC,REP,85,7,0.5944323257963561
GDSC,REP,85,8,0.5941588321097495
GDSC,REP,85,9,0.5951702882906651
GDSC,REP,90,0,0.5937633592707404
GDSC,REP,90,1,0.5953687128193543
GDSC,REP,90,2,0.5948870071211948
GDSC,REP,90,3,0.5965578744869754
GDSC,REP,90,4,0.5981601972939552
GDSC,REP,90,5,0.5974707048808048
GDSC,REP,90,6,0.5967708867734551
GDSC,REP,90,7,0.593975297542857
GDSC,REP,90,8,0.5941124459148717
GDSC,REP,90,9,0.5954261902150472
GDSC,REP,95,0,0.5970332048222052
GDSC,REP,95,1,0.5956454841484238
GDSC,REP,95,2,0.5956839414354482
GDSC,REP,95,3,0.5945084551743409
GDSC,REP,95,4,0.5965626176574169
GDSC,REP,95,5,0.5966869812776896
GDSC,REP,95,6,0.5988918413593015
GDSC,REP,95,7,0.5945966597368397
GDSC,REP,95,8,0.5950407707526078
GDSC,REP,95,9,0.596264893536305
CTD2,REP,10,0,0.6089498853295603
CTD2,REP,10,1,0.5787407848974571
CTD2,REP,10,2,0.5936389777302951
CTD2,REP,10,3,0.614667812252624
CTD2,REP,10,4,0.6152508812642427
CTD2,REP,10,5,0.6153234364764714
CTD2,REP,10,6,0.5910384641642563
CTD2,REP,10,7,0.6010623427018731
CTD2,REP,10,8,0.6297085511729354
CTD2,REP,10,9,0.5546302346885478
CTD2,REP,20,0,0.5897953519848761
CTD2,REP,20,1,0.6048627988690994
CTD2,REP,20,2,0.6207695315033245
CTD2,REP,20,3,0.6077737608867864
CTD2,REP,20,4,0.6113083257960775
CTD2,REP,20,5,0.5891212706271978
CTD2,REP,20,6,0.6014777813128342
CTD2,REP,20,7,0.5967601724115175
CTD2,REP,20,8,0.6137513198800307
CTD2,REP,20,9,0.5920721424142159
CTD2,REP,30,0,0.5983675267750939
CTD2,REP,30,1,0.6063427245594684
CTD2,REP,30,2,0.6106547546033604
CTD2,REP,30,3,0.6103276308305746
CTD2,REP,30,4,0.6039132335653379
CTD2,REP,30,5,0.6057358339010201
CTD2,REP,30,6,0.6056247615164934
CTD2,REP,30,7,0.5981508869609518
CTD2,REP,30,8,0.6109586431431888
CTD2,REP,30,9,0.6063584847321473
CTD2,REP,40,0,0.5921844579251322
CTD2,REP,40,1,0.6081735341046787
CTD2,REP,40,2,0.6159079453517444
CTD2,REP,40,3,0.6094408056957067
CTD2,REP,40,4,0.6108114449709245
CTD2,REP,40,5,0.5980298470971651
CTD2,REP,40,6,0.6052658986248874
CTD2,REP,40,7,0.6025589747465878
CTD2,REP,40,8,0.6007179863553561
CTD2,REP,40,9,0.6039808271686931
CTD2,REP,50,0,0.59915290848477
CTD2,REP,50,1,0.6017219762116095
CTD2,REP,50,2,0.6160725087181078
CTD2,REP,50,3,0.6159791094404293
CTD2,REP,50,4,0.6101234492622379
CTD2,REP,50,5,0.6027028591043008
CTD2,REP,50,6,0.6046130137256869
CTD2,REP,50,7,0.5968200754049098
CTD2,REP,50,8,0.5984249847644523
CTD2,REP,50,9,0.604087518807894
CTD2,REP,60,0,0.5991236513913433
CTD2,REP,60,1,0.6032237803630652
CTD2,REP,60,2,0.6131478742128966
CTD2,REP,60,3,0.6090794896369742
CTD2,REP,60,4,0.6127766404534765
CTD2,REP,60,5,0.6015618612363226
CTD2,REP,60,6,0.6043010081377875
CTD2,REP,60,7,0.6025778591774228
CTD2,REP,60,8,0.6052033512122632
CTD2,REP,60,9,0.601274744309764
CTD2,REP,70,0,0.6007286421478056
CTD2,REP,70,1,0.6074264922344238
CTD2,REP,70,2,0.6104007783624875
CTD2,REP,70,3,0.603330376864779
CTD2,REP,70,4,0.6102455452093936
CTD2,REP,70,5,0.6024170822922719
CTD2,REP,70,6,0.603050253019853
CTD2,REP,70,7,0.6021055896240632
CTD2,REP,70,8,0.6051241468444132
CTD2,REP,70,9,0.6046888285009954
CTD2,REP,80,0,0.6017211789708031
CTD2,REP,80,1,0.606138964341979
CTD2,REP,80,2,0.6082224516856348
CTD2,REP,80,3,0.6048992541429864
CTD2,REP,80,4,0.6073015095896507
CTD2,REP,80,5,0.6001321160197175
CTD2,REP,80,6,0.6063563427324901
CTD2,REP,80,7,0.6025759626668219
CTD2,REP,80,8,0.6062961235751716
CTD2,REP,80,9,0.6036559269707921
CTD2,REP,85,0,0.6019477372918044
CTD2,REP,85,1,0.6053541093530391
CTD2,REP,85,2,0.6053603891586833
CTD2,REP,85,3,0.6030753520647356
CTD2,REP,85,4,0.6054224572939256
CTD2,REP,85,5,0.603669683976699
CTD2,REP,85,6,0.6073383839778663
CTD2,REP,85,7,0.6026231206276248
CTD2,REP,85,8,0.607678594369008
CTD2,REP,85,9,0.6040767335626296
CTD2,REP,90,0,0.6024198653240189
CTD2,REP,90,1,0.6050725954067361
CTD2,REP,90,2,0.6064500726045395
CTD2,REP,90,3,0.6021566726426033
CTD2,REP,90,4,0.606087841299508
CTD2,REP,90,5,0.6044803137658676
CTD2,REP,90,6,0.6034238718719834
CTD2,REP,90,7,0.6030658120755235
CTD2,REP,90,8,0.6063886965153944
CTD2,REP,90,9,0.6030919202969697
CTD2,REP,95,0,0.6044699987250972
CTD2,REP,95,1,0.6048706341648982
CTD2,REP,95,2,0.6049602049782108
CTD2,REP,95,3,0.6025132223993884
CTD2,REP,95,4,0.6047437180104096
CTD2,REP,95,5,0.60402606368254
CTD2,REP,95,6,0.6052591062904752
CTD2,REP,95,7,0.6045968671472971
CTD2,REP,95,8,0.6070432624751099
CTD2,REP,95,9,0.6035709851351239
CTD2,GDSC,10,0,0.6606047065562416
CTD2,GDSC,10,1,0.5851899335043118
CTD2,GDSC,10,2,0.604333291463928
CTD2,GDSC,10,3,0.6741378268645274
CTD2,GDSC,10,4,0.6319990263186717
CTD2,GDSC,10,5,0.649708796573584
CTD2,GDSC,10,6,0.615939403825549
CTD2,GDSC,10,7,0.6067640022697126
CTD2,GDSC,10,8,0.6371869964244798
CTD2,GDSC,10,9,0.5858357911739945
CTD2,GDSC,20,0,0.6365522769764416
CTD2,GDSC,20,1,0.6148731076161643
CTD2,GDSC,20,2,0.6209621012368118
CTD2,GDSC,20,3,0.6519727935839664
CTD2,GDSC,20,4,0.6349785287839054
CTD2,GDSC,20,5,0.6243931157050259
CTD2,GDSC,20,6,0.6199187511769212
CTD2,GDSC,20,7,0.5911275239566421
CTD2,GDSC,20,8,0.6148619263222183
CTD2,GDSC,20,9,0.6040645106305229
CTD2,GDSC,30,0,0.6239707317519699
CTD2,GDSC,30,1,0.6242895332556871
CTD2,GDSC,30,2,0.6130570192149237
CTD2,GDSC,30,3,0.6398836240387595
CTD2,GDSC,30,4,0.6348831996020474
CTD2,GDSC,30,5,0.6304863265046952
CTD2,GDSC,30,6,0.6167978746348886
CTD2,GDSC,30,7,0.6056640650497296
CTD2,GDSC,30,8,0.6173224679418194
CTD2,GDSC,30,9,0.6221041753785681
CTD2,GDSC,40,0,0.6179623506066654
CTD2,GDSC,40,1,0.6216145912831259
CTD2,GDSC,40,2,0.618380604318541
CTD2,GDSC,40,3,0.6371186561063322
CTD2,GDSC,40,4,0.6375933551425138
CTD2,GDSC,40,5,0.6234955190944581
CTD2,GDSC,40,6,0.6161978697759118
CTD2,GDSC,40,7,0.6207427920490413
CTD2,GDSC,40,8,0.6181458570367725
CTD2,GDSC,40,9,0.6198166929082431
CTD2,GDSC,50,0,0.6167636949882114
CTD2,GDSC,50,1,0.6187704016361781
CTD2,GDSC,50,2,0.6235423156876665
CTD2,GDSC,50,3,0.6334022211021041
CTD2,GDSC,50,4,0.6345148587806454
CTD2,GDSC,50,5,0.6325264668704359
CTD2,GDSC,50,6,0.6198688803357535
CTD2,GDSC,50,7,0.6141413518531413
CTD2,GDSC,50,8,0.6154103383055709
CTD2,GDSC,50,9,0.6261273174480745
CTD2,GDSC,60,0,0.6207601149781915
CTD2,GDSC,60,1,0.6221985968406235
CTD2,GDSC,60,2,0.626018320492919
CTD2,GDSC,60,3,0.629779295119668
CTD2,GDSC,60,4,0.6341509843311154
CTD2,GDSC,60,5,0.6311281535893328
CTD2,GDSC,60,6,0.6196639149885194
CTD2,GDSC,60,7,0.6112467113367229
CTD2,GDSC,60,8,0.6209236990397063
CTD2,GDSC,60,9,0.6259656212310121
CTD2,GDSC,70,0,0.6199656624454312
CTD2,GDSC,70,1,0.625641812806967
CTD2,GDSC,70,2,0.6208730215232041
CTD2,GDSC,70,3,0.6256632772311168
CTD2,GDSC,70,4,0.6299666585673845
CTD2,GDSC,70,5,0.626921350930131
CTD2,GDSC,70,6,0.62084514042605
CTD2,GDSC,70,7,0.6146987164814978
CTD2,GDSC,70,8,0.6208822388573247
CTD2,GDSC,70,9,0.6236587891139383
CTD2,GDSC,80,0,0.6187475264644513
CTD2,GDSC,80,1,0.625790338785157
CTD2,GDSC,80,2,0.6205990883518596
CTD2,GDSC,80,3,0.6241491206471942
CTD2,GDSC,80,4,0.6251130782855406
CTD2,GDSC,80,5,0.6267968489280351
CTD2,GDSC,80,6,0.621648494248487
CTD2,GDSC,80,7,0.6208801092088312
CTD2,GDSC,80,8,0.6210469621966971
CTD2,GDSC,80,9,0.6222514053767019
CTD2,GDSC,85,0,0.6198410868478537
CTD2,GDSC,85,1,0.6248053443766853
CTD2,GDSC,85,2,0.6223401471900311
CTD2,GDSC,85,3,0.6216988272411104
CTD2,GDSC,85,4,0.6248963732133578
CTD2,GDSC,85,5,0.6264281760730968
CTD2,GDSC,85,6,0.6217475058670839
CTD2,GDSC,85,7,0.6212710438369361
CTD2,GDSC,85,8,0.6220361627975038
CTD2,GDSC,85,9,0.6250751196892516
CTD2,GDSC,90,0,0.6196100690416178
CTD2,GDSC,90,1,0.6233062079905046
CTD2,GDSC,90,2,0.6244672064155433
CTD2,GDSC,90,3,0.6213500438202204
CTD2,GDSC,90,4,0.6248596119873646
CTD2,GDSC,90,5,0.6261657020239658
CTD2,GDSC,90,6,0.6218590331960746
