Study,Study_ID,Group,Drug,Control,MID,Day,Size
J000104518,JW216_04TJ104518,Cisplatin,Cisplatin,0,4518-35,28,1310.34
J000104518,JW216_04TJ104518,Cisplatin,Cisplatin,0,4518-38,-1,136.58
J000104518,JW216_04TJ104518,Cisplatin,Cisplatin,0,4518-38,4,275.76
J000104518,JW216_04TJ104518,Cisplatin,Cisplatin,0,4518-38,7,477.85
J000104518,JW216_04TJ104518,Cisplatin,Cisplatin,0,4518-38,11,650.15
J000104518,JW216_04TJ104518,Cisplatin,Cisplatin,0,4518-38,14,676.78
J000104518,JW216_04TJ104518,Cisplatin,Cisplatin,0,4518-38,18,859.54
J000104518,JW216_04TJ104518,Cisplatin,Cisplatin,0,4518-38,21,1330.4
J000104518,JW216_04TJ104518,Cisplatin,Cisplatin,0,4518-38,25,1495.26
J000104518,JW216_04TJ104518,Cisplatin,Cisplatin,0,4518-38,28,2102.47
J000104518,JW216_04TJ104518,Cisplatin,Cisplatin,0,4518-39,-1,119.55
J000104518,JW216_04TJ104518,Cisplatin,Cisplatin,0,4518-39,4,352.98
J000104518,JW216_04TJ104518,Cisplatin,Cisplatin,0,4518-39,7,607.43
J000104518,JW216_04TJ104518,Cisplatin,Cisplatin,0,4518-39,11,806.48
J000104518,JW216_04TJ104518,Cisplatin,Cisplatin,0,4518-39,14,713.12
J000104518,JW216_04TJ104518,Cisplatin,Cisplatin,0,4518-39,18,865.9
J000104518,JW216_04TJ104518,Cisplatin,Cisplatin,0,4518-39,21,1230.06
J000104518,JW216_04TJ104518,Cisplatin,Cisplatin,0,4518-39,25,1697.96
J000104518,JW216_04TJ104518,Cisplatin,Cisplatin,0,4518-39,28,1955.58
J000104518,JW216_04TJ104518,Cisplatin,Cisplatin,0,4518-44,-1,203.61
J000104518,JW216_04TJ104518,Cisplatin,Cisplatin,0,4518-44,4,311.43
J000104518,JW216_04TJ104518,Cisplatin,Cisplatin,0,4518-44,7,437.58
J000104518,JW216_04TJ104518,Cisplatin,Cisplatin,0,4518-44,11,708.58
J000104518,JW216_04TJ104518,Cisplatin,Cisplatin,0,4518-44,14,930.17
J000104518,JW216_04TJ104518,Cisplatin,Cisplatin,0,4518-44,18,1149.85
J000104518,JW216_04TJ104518,Cisplatin,Cisplatin,0,4518-44,21,1204.62
J000104518,JW216_04TJ104518,Cisplatin,Cisplatin,0,4518-44,25,1322.58
J000104518,JW216_04TJ104518,Cisplatin,Cisplatin,0,4518-44,28,1447.01
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,2,-1,85.74
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,2,2,96.14
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,2,6,194.55
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,2,9,207.01
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,2,13,236.88
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,2,16,472.83
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,2,20,495.82
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,2,23,511.64
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,2,27,541.52
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,10,-1,82.96
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,10,2,92.72
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,10,6,130.1
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,10,9,143.8
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,10,13,280.31
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,10,16,289.2
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,10,20,367.89
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,10,23,440.97
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,10,27,757.61
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,15,-1,102.62
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,15,2,121.91
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,15,6,227.4
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,15,9,289.2
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,15,13,348.79
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,15,16,382.92
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,15,20,411.99
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,15,23,482.86
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,15,27,512.1
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,27,-1,147.52
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,27,2,212.88
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,27,6,241.55
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,27,9,381.44
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,27,13,493.1
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,27,16,769.66
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,27,20,992.88
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,27,23,1182.68
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,27,27,1269.38
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,32,-1,85.33
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,32,2,99.4
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,32,6,117.12
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,32,9,156.15
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,32,13,160.85
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,32,16,201.52
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,32,20,341.93
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,32,23,401.87
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,32,27,430.91
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,33,-1,123.1
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,33,2,136.53
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,33,6,176.61
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,33,9,200.88
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,33,13,383.41
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,33,16,433.56
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,33,20,477.18
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,33,23,528.12
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,33,27,718.17
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,34,-1,85.3
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,34,2,101.78
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,34,6,139.84
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,34,9,153.48
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,34,13,172.08
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,34,16,236.88
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,34,20,481.77
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,34,23,491.89
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,34,27,497.92
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,41,-1,119.91
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,41,2,186.3
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,41,6,242.91
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,41,9,420.62
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,41,13,674.52
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,41,16,757.48
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,41,20,939
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,41,23,1024.98
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,41,27,1430.4
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,44,-1,82.41
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,44,2,113.9
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,44,6,177.75
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,44,9,202.83
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,44,13,254.84
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,44,16,424.2
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,44,20,498.38
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,44,23,551.07
J000105006,JW216_05TJ105006,GRP2 - Cisplatin,Cisplatin,0,44,27,609.35
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-07,-1,134.95
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-07,3,399.18
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-07,7,637.43
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-07,10,1080.35
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-07,14,1717.53
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-07,17,1648.53
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-07,21,1949.71
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-07,24,2468.94
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-22,-1,156.1
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-22,3,388.22
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-22,7,531.7
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-22,10,660.51
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-22,14,639.93
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-22,17,689.88
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-22,21,1011.88
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-22,24,1571.37
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-23,-1,241.94
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-23,3,539.46
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-23,7,762.88
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-23,10,887.1
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-23,14,1189.47
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-23,17,1636.72
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-23,21,2093.3
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-23,24,2133.27
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-24,-1,217.33
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-24,3,518.06
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-24,7,844.42
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-24,10,1147.25
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-24,14,1381.85
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-24,17,1411.4
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-24,21,2561.41
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-24,24,2379.45
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-27,-1,90.99
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-27,3,228.73
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-27,7,351.3
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-27,10,548.27
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-27,14,833.24
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-27,17,805.01
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-27,21,1289.33
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-27,24,1571.08
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-35,-1,126.51
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-35,3,241.17
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-35,7,315.95
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-35,10,497.71
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-35,14,728.16
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-35,17,728.69
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-35,21,1332.35
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-35,24,1409.23
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-41,-1,206.98
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-41,3,414.3
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-41,7,723.73
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-41,10,793.53
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-41,14,1295.32
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-41,17,1613.79
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-41,21,1801.62
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-41,24,1639.92
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-42,-1,163.95
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-42,3,410.19
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-42,7,532.75
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-42,10,1010.82
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-42,14,1072.78
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-42,17,1084.46
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-42,21,1335.73
J000104944,JW216_06TJ104944,Group 2 IV Cisplatin,Cisplatin,0,944-42,24,1347.89
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-002,-1,128.1
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-002,3,151.1
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-002,7,175.29
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-002,10,179.62
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-002,14,163.04
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-002,17,130.19
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-002,21,125.89
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-002,24,344.42
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-002,28,381.7
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-003,-1,229.7
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-003,3,457.47
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-003,7,519.67
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-003,10,523.74
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-003,14,486.28
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-003,17,536.07
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-003,21,541.07
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-003,24,420.75
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-003,28,422.08
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-008,-1,78.64
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-008,3,84.18
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-008,7,89.33
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-008,10,110.35
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-008,14,92.61
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-008,17,111.17
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-008,21,181.98
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-008,24,273.91
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-008,28,431.88
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-011,-1,174.11
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-011,3,227.34
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-011,7,229.07
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-011,10,210.44
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-011,14,200.95
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-011,17,216.97
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-011,21,198.79
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-011,24,229.02
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-011,28,224.29
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-012,-1,96.96
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-012,3,147.88
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-012,7,160.68
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-012,10,171.16
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-012,14,171.87
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-012,17,185.16
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-012,21,189.58
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-012,24,211.87
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-012,28,403.22
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-013,-1,129.14
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-013,3,196.56
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-013,7,198.66
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-013,10,302.28
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-013,14,217.29
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-013,17,251.67
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-013,21,252.8
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-013,24,273.94
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-013,28,267.57
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-020,-1,96.74
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-020,3,95.91
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-020,7,105.31
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-020,10,109.97
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-020,14,124.32
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-020,17,126.85
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-020,21,156.15
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-020,24,176.85
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-020,28,169.48
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-024,-1,83.03
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-024,3,151.65
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-024,7,127.7
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-024,10,148.7
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-024,14,137.57
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-024,17,144.2
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-024,21,170.39
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-024,24,204.51
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-024,28,208.41
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-032,-1,111.36
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-032,3,103.31
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-032,7,118.17
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-032,10,104.54
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-032,14,268.73
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-032,17,362.57
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-032,21,584.27
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-032,24,594.46
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-032,28,587.7
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-040,-1,118.23
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-040,3,217.12
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-040,7,230.55
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-040,10,231.47
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-040,14,235.18
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-040,17,234.1
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-040,21,202.61
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-040,24,523.51
TM00877,JW217_01TLG1301,Cisplatin,Cisplatin,0,301-040,28,555.58
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-001,-1,91.88
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-001,2,138.82
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-001,6,166.04
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-001,9,164.1
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-001,13,164.84
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-001,16,162.31
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-001,20,159.21
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-001,23,152.7
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-001,27,133.68
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-009,-1,144.26
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-009,2,143.74
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-009,6,140.16
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-009,9,128.71
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-009,13,119.48
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-009,16,118.94
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-009,20,119.54
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-009,23,119.67
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-009,27,119.75
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-012,-1,150.55
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-012,2,147.64
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-012,6,131.37
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-012,9,134.44
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-012,13,134.19
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-012,16,128.52
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-012,20,126.81
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-012,23,116.56
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-012,27,94.18
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-015,-1,97.28
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-015,2,97.42
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-015,6,82.86
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-015,9,90.52
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-015,13,93.49
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-015,16,92.06
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-015,20,95.85
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-015,23,132.78
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-015,27,397.43
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-016,-1,171.93
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-016,2,179.36
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-016,6,203.49
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-016,9,201.13
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-016,13,197.49
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-016,16,183.45
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-016,20,183.45
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-016,23,176.93
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-016,27,176.16
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-017,-1,169.12
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-017,2,203.42
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-017,6,184.47
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-017,9,191.09
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-017,13,194.57
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-017,16,177.19
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-017,20,174.71
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-017,23,168.75
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-017,27,160.01
TM01563,JW217_02TTM1563,3,Cisplatin,0,217-023,-1,84.25
