Study,Study_ID,Group,Drug,Control,MID,Day,Size
J000100672,42396T_2CAOS,3,Cisplatin,0,396-11,0,212.49
J000100672,42396T_2CAOS,3,Cisplatin,0,396-11,3,322.6
J000100672,42396T_2CAOS,3,Cisplatin,0,396-11,6,368
J000100672,42396T_2CAOS,3,Cisplatin,0,396-11,10,538.42
J000100672,42396T_2CAOS,3,Cisplatin,0,396-11,13,743.13
J000100672,42396T_2CAOS,3,Cisplatin,0,396-11,17,948.41
J000100672,42396T_2CAOS,3,Cisplatin,0,396-11,20,1050.49
J000100672,42396T_2CAOS,3,Cisplatin,0,396-11,24,1174.16
J000100672,42396T_2CAOS,3,Cisplatin,0,396-11,27,1275.52
J000100672,42396T_2CAOS,3,Cisplatin,0,396-20,0,180.48
J000100672,42396T_2CAOS,3,Cisplatin,0,396-20,3,200.32
J000100672,42396T_2CAOS,3,Cisplatin,0,396-20,6,255.48
J000100672,42396T_2CAOS,3,Cisplatin,0,396-20,10,375.71
J000100672,42396T_2CAOS,3,Cisplatin,0,396-20,13,477.71
J000100672,42396T_2CAOS,3,Cisplatin,0,396-20,17,596.23
J000100672,42396T_2CAOS,3,Cisplatin,0,396-20,20,827.8
J000100672,42396T_2CAOS,3,Cisplatin,0,396-20,24,983.64
J000100672,42396T_2CAOS,3,Cisplatin,0,396-20,27,1115.51
J000100672,42396T_2CAOS,3,Cisplatin,0,396-21,0,76.94
J000100672,42396T_2CAOS,3,Cisplatin,0,396-21,3,171.18
J000100672,42396T_2CAOS,3,Cisplatin,0,396-21,6,228.28
J000100672,42396T_2CAOS,3,Cisplatin,0,396-21,10,334.51
J000100672,42396T_2CAOS,3,Cisplatin,0,396-21,13,347.23
J000100672,42396T_2CAOS,3,Cisplatin,0,396-21,17,487.77
J000100672,42396T_2CAOS,3,Cisplatin,0,396-21,20,725.28
J000100672,42396T_2CAOS,3,Cisplatin,0,396-21,24,927.3
J000100672,42396T_2CAOS,3,Cisplatin,0,396-21,27,1056.95
J000100672,42396T_2CAOS,3,Cisplatin,0,396-31,0,151.44
J000100672,42396T_2CAOS,3,Cisplatin,0,396-31,3,198.88
J000100672,42396T_2CAOS,3,Cisplatin,0,396-31,6,279.53
J000100672,42396T_2CAOS,3,Cisplatin,0,396-31,10,314.17
J000100672,42396T_2CAOS,3,Cisplatin,0,396-31,13,485.33
J000100672,42396T_2CAOS,3,Cisplatin,0,396-31,17,655.38
J000100672,42396T_2CAOS,3,Cisplatin,0,396-31,20,818.03
J000100672,42396T_2CAOS,3,Cisplatin,0,396-31,24,965.32
J000100672,42396T_2CAOS,3,Cisplatin,0,396-31,27,1330.26
J000100672,42396T_2CAOS,3,Cisplatin,0,396-32,0,127.7
J000100672,42396T_2CAOS,3,Cisplatin,0,396-32,3,167.74
J000100672,42396T_2CAOS,3,Cisplatin,0,396-32,6,187.83
J000100672,42396T_2CAOS,3,Cisplatin,0,396-32,10,239.91
J000100672,42396T_2CAOS,3,Cisplatin,0,396-32,13,342.92
J000100672,42396T_2CAOS,3,Cisplatin,0,396-32,17,412.76
J000100672,42396T_2CAOS,3,Cisplatin,0,396-32,20,482.68
J000100672,42396T_2CAOS,3,Cisplatin,0,396-32,24,622.4
J000100672,42396T_2CAOS,3,Cisplatin,0,396-32,27,746.38
J000100672,42396T_2CAOS,3,Cisplatin,0,396-40,0,89.07
J000100672,42396T_2CAOS,3,Cisplatin,0,396-40,3,101.34
J000100672,42396T_2CAOS,3,Cisplatin,0,396-40,6,119.31
J000100672,42396T_2CAOS,3,Cisplatin,0,396-40,10,221.08
J000100672,42396T_2CAOS,3,Cisplatin,0,396-40,13,286.85
J000100672,42396T_2CAOS,3,Cisplatin,0,396-40,17,404.36
J000100672,42396T_2CAOS,3,Cisplatin,0,396-40,20,468.71
J000100672,42396T_2CAOS,3,Cisplatin,0,396-40,24,686.01
J000100672,42396T_2CAOS,3,Cisplatin,0,396-40,27,820.89
J000100672,42396T_2CAOS,3,Cisplatin,0,396-48,0,116.4
J000100672,42396T_2CAOS,3,Cisplatin,0,396-48,3,242.48
J000100672,42396T_2CAOS,3,Cisplatin,0,396-48,6,316.5
J000100672,42396T_2CAOS,3,Cisplatin,0,396-62,0,148.74
J000100672,42396T_2CAOS,3,Cisplatin,0,396-62,3,211.72
J000100672,42396T_2CAOS,3,Cisplatin,0,396-62,6,285.77
J000100672,42396T_2CAOS,3,Cisplatin,0,396-62,10,359.92
J000100672,42396T_2CAOS,3,Cisplatin,0,396-62,13,390.75
J000100672,42396T_2CAOS,3,Cisplatin,0,396-62,17,461.39
J000100672,42396T_2CAOS,3,Cisplatin,0,396-62,20,664.72
J000100672,42396T_2CAOS,3,Cisplatin,0,396-62,24,860.28
J000100672,42396T_2CAOS,3,Cisplatin,0,396-62,27,1151.87
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-005,0,141.61
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-005,3,847.93
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-005,6,239.93
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-005,8,252.53
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-005,14,60.84
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-005,17,37.72
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-005,21,33.47
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-007,0,126.15
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-007,3,360.25
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-007,6,258.64
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-007,8,276.77
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-007,14,31.32
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-007,17,26.78
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-007,21,30.54
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-021,0,169.33
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-021,1,169.38
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-021,7,86.31
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-021,10,53.89
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-021,14,22.16
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-021,17,31.41
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-021,21,30.05
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-022,0,94.29
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-022,1,94.96
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-022,7,68.33
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-022,10,25.5
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-022,14,26.89
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-022,17,7.64
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-022,21,7.87
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-024,0,106.78
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-024,3,224.16
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-024,6,92.79
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-024,8,100.78
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-024,14,28.97
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-024,17,21.82
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-024,21,24.23
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-051,0,150.7
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-051,1,141.69
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-051,7,114.44
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-051,10,53.96
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-051,14,38.84
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-051,17,11.83
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-051,21,12.74
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-055,0,121.01
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-055,1,135.43
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-055,7,40.01
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-055,10,30.3
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-055,14,29.48
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-055,17,4.67
TM00090,BR0744T_CARD,Gr 3: Cisplatin,Cisplatin,0,744-055,21,4.74
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_26,-1,74.6
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_26,4,126.7
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_26,7,237.34
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_26,11,268.78
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_26,14,360.05
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_26,18,380.91
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_26,21,291
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_26,25,477
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_27,-1,127.2
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_27,4,189.84
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_27,7,316.87
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_27,11,312.11
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_27,14,259.06
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_27,18,252.01
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_27,21,226.89
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_27,25,240.22
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_32,-1,93.28
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_32,4,143.22
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_32,7,204.13
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_32,11,203.72
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_32,14,187.44
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_32,18,185.39
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_32,21,259.45
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_32,25,359.41
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_33,-1,84.87
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_33,4,100.68
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_33,7,198.78
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_33,11,244.42
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_33,14,278.26
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_33,18,251.18
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_33,21,294.29
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_33,25,293.32
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_37,-1,215.07
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_37,4,477.04
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_37,7,527.29
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_37,11,620.7
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_37,14,673.26
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_37,18,648.66
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_37,21,896.28
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_37,25,1131.67
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_47,-1,155.58
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_47,4,252.96
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_47,7,330.22
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_47,11,350.14
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_47,14,395.51
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_47,18,425.57
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_47,21,391.89
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_47,25,519.25
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_49,-1,186.96
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_49,4,468.53
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_49,7,360.71
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_49,11,404.42
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_49,14,286.69
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_49,18,295.25
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_49,21,402.42
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_49,25,589.56
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_62,-1,256.26
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_62,4,416.75
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_62,7,443.74
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_62,11,457.1
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_62,14,366.84
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_62,18,429.71
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_62,21,547.13
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_62,25,865.76
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_66,-1,112.75
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_66,4,293.56
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_66,7,376.99
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_66,11,538.87
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_66,14,412.56
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_66,18,296.94
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_66,21,435.31
TM00096,BR0851_TRD,Group 3 Cisplatin,Cisplatin,0,851_66,25,460.86
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-07,1,139.75
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-07,6,343.01
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-07,9,216.8
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-07,13,481.72
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-07,16,640.15
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-07,20,769.66
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-07,23,481.09
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-07,27,835.01
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-26,1,218.43
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-26,6,893
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-26,9,1291.32
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-26,13,1497.45
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-26,16,1933.1
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-26,20,2047.38
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-26,23,2189.32
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-26,27,3081.38
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-29,1,171.71
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-29,2,290.88
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-29,6,329.64
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-29,9,352.73
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-29,13,286.02
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-29,16,176.07
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-29,20,263.11
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-29,23,348.28
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-29,27,379.15
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-32,1,160.13
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-32,6,269.76
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-32,9,486.3
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-32,13,979.62
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-32,16,1017.56
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-32,20,1374.25
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-32,23,961.02
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-32,27,1710.76
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-50,1,89.71
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-50,6,123.8
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-50,9,190.48
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-50,13,262.41
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-50,16,283.71
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-50,20,556.24
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-50,23,352.54
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-50,27,449.38
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-51,1,78.8
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-51,2,171.84
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-51,6,266.12
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-51,9,437.44
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-51,13,361.03
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-51,16,436.91
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-51,20,516.96
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-51,23,753.16
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-51,27,877.75
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-59,1,102.63
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-59,6,250.94
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-59,9,376.3
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-59,13,755.11
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-59,16,773.73
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-59,20,810
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-59,23,851.45
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-59,27,982.07
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-67,1,180.12
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-67,6,291.71
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-67,9,376.39
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-67,13,623.74
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-67,16,839.28
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-67,20,1304.56
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-67,23,790.49
TM00091,BR0901T_JW215,Group 3 IV Cisplatin,Cisplatin,0,901-67,27,908.79
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_07,-1,121.94
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_07,1,115.31
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_07,4,109.85
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_07,8,81.57
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_07,11,86.44
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_07,15,41.86
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_07,18,10.13
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_12,-1,208.22
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_12,1,227.1
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_12,4,216.59
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_12,8,197.02
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_12,11,172.35
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_12,15,68.26
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_12,18,58.72
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_12,22,32.6
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_28,-1,342.31
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_28,1,206.94
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_28,4,245.42
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_28,8,261.16
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_28,11,154.54
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_28,15,90.25
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_28,18,48.61
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_28,22,21.84
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_35,-1,192.5
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_35,1,190.01
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_35,4,221.79
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_35,8,170.8
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_35,11,119.57
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_35,15,80.05
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_35,18,49.68
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_35,22,16.82
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_43,-1,111.02
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_43,1,103.6
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_43,4,137.96
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_43,8,124.11
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_43,11,70.62
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_43,15,35.6
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_43,18,18.07
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_46,-1,74.62
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_46,1,92.01
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_46,4,84.39
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_46,8,107.91
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_46,11,42.85
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_46,15,28.36
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_46,18,37.14
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_46,22,38.48
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_46,25,32.9
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_47,-1,131.85
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_47,1,144.48
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_47,4,101.03
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_47,8,86.56
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_47,11,83.07
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_47,15,76.54
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_47,18,38.01
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_47,22,30.55
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_47,25,39.23
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_49,1,81.32
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_49,4,72.89
TM00097,BR1077T_JW215,Group 3 Cisplatin IV,Cisplatin,0,077_49,8,79.53
